Time;Source;Event
2021-07-03 00:30:28;REFRIGERATOR;ON
2021-07-03 00:44:10;REFRIGERATOR;OFF
2021-07-03 00:44:10;fridge operation;END
2021-07-03 01:21:58;fridge operation;START
2021-07-03 01:21:58;REFRIGERATOR;ON
2021-07-03 01:35:40;REFRIGERATOR;OFF
2021-07-03 01:35:40;fridge operation;END
2021-07-03 02:36:51;fridge operation;START
2021-07-03 02:36:51;REFRIGERATOR;ON
2021-07-03 02:50:33;REFRIGERATOR;OFF
2021-07-03 02:50:33;fridge operation;END
2021-07-03 03:07:40;fridge operation;START
2021-07-03 03:07:40;REFRIGERATOR;ON
2021-07-03 03:21:22;REFRIGERATOR;OFF
2021-07-03 03:21:22;fridge operation;END
2021-07-03 03:49:05;fridge operation;START
2021-07-03 03:49:05;REFRIGERATOR;ON
2021-07-03 04:02:47;REFRIGERATOR;OFF
2021-07-03 04:02:47;fridge operation;END
2021-07-03 04:54:26;fridge operation;START
2021-07-03 04:54:26;REFRIGERATOR;ON
2021-07-03 05:08:08;REFRIGERATOR;OFF
2021-07-03 05:08:08;fridge operation;END
2021-07-03 06:11:51;fridge operation;START
2021-07-03 06:11:51;REFRIGERATOR;ON
2021-07-03 06:25:33;REFRIGERATOR;OFF
2021-07-03 06:25:33;fridge operation;END
2021-07-03 06:53:44;fridge operation;START
2021-07-03 06:53:44;REFRIGERATOR;ON
2021-07-03 07:07:26;REFRIGERATOR;OFF
2021-07-03 07:07:26;fridge operation;END
2021-07-03 07:13:19;dishwasher operation;START
2021-07-03 07:13:29;DISHWASHER;ON
2021-07-03 07:16:21;dishwasher operation;START
2021-07-03 07:16:27;DISHWASHER;ON
2021-07-03 08:20:45;DISHWASHER;OFF
2021-07-03 08:20:45;dishwasher operation;END
2021-07-03 08:23:19;fridge operation;START
2021-07-03 08:23:19;REFRIGERATOR;ON
2021-07-03 08:23:43;DISHWASHER;OFF
2021-07-03 08:23:43;dishwasher operation;END
2021-07-03 08:37:01;REFRIGERATOR;OFF
2021-07-03 08:37:01;fridge operation;END
2021-07-03 09:19:56;fridge operation;START
2021-07-03 09:19:56;REFRIGERATOR;ON
2021-07-03 09:33:38;REFRIGERATOR;OFF
2021-07-03 09:33:38;fridge operation;END
2021-07-03 10:29:02;fridge operation;START
2021-07-03 10:29:02;REFRIGERATOR;ON
2021-07-03 10:42:44;REFRIGERATOR;OFF
2021-07-03 10:42:44;fridge operation;END
2021-07-03 11:15:35;fridge operation;START
2021-07-03 11:15:35;REFRIGERATOR;ON
2021-07-03 11:29:17;REFRIGERATOR;OFF
2021-07-03 11:29:17;fridge operation;END
2021-07-03 12:03:54;fridge operation;START
2021-07-03 12:03:54;REFRIGERATOR;ON
2021-07-03 12:17:36;REFRIGERATOR;OFF
2021-07-03 12:17:36;fridge operation;END
2021-07-03 12:48:34;fridge operation;START
2021-07-03 12:48:34;REFRIGERATOR;ON
2021-07-03 13:02:16;REFRIGERATOR;OFF
2021-07-03 13:02:16;fridge operation;END
2021-07-03 13:35:00;fridge operation;START
2021-07-03 13:35:00;REFRIGERATOR;ON
2021-07-03 13:48:42;REFRIGERATOR;OFF
2021-07-03 13:48:42;fridge operation;END
2021-07-03 14:38:25;fridge operation;START
2021-07-03 14:38:25;REFRIGERATOR;ON
2021-07-03 14:52:07;REFRIGERATOR;OFF
2021-07-03 14:52:07;fridge operation;END
2021-07-03 15:47:32;fridge operation;START
2021-07-03 15:47:32;REFRIGERATOR;ON
2021-07-03 16:01:14;REFRIGERATOR;OFF
2021-07-03 16:01:14;fridge operation;END
2021-07-03 17:13:17;fridge operation;START
2021-07-03 17:13:17;REFRIGERATOR;ON
2021-07-03 17:26:59;REFRIGERATOR;OFF
2021-07-03 17:26:59;fridge operation;END
2021-07-03 17:55:47;watching TV;START
2021-07-03 17:55:47;TV;ON
2021-07-03 18:33:32;fridge operation;START
2021-07-03 18:33:32;REFRIGERATOR;ON
2021-07-03 18:44:57;watching TV;START
2021-07-03 18:44:57;TV;ON
2021-07-03 18:47:14;REFRIGERATOR;OFF
2021-07-03 18:47:14;fridge operation;END
2021-07-03 19:15:53;TV;OFF
2021-07-03 19:15:54;TV;ON
2021-07-03 19:17:19;TV;OFF
2021-07-03 19:17:20;TV;ON
2021-07-03 19:33:06;TV;OFF
2021-07-03 19:33:06;watching TV;END
2021-07-03 19:42:36;TV;OFF
2021-07-03 19:42:36;watching TV;END
2021-07-03 19:48:42;fridge operation;START
2021-07-03 19:48:42;REFRIGERATOR;ON
2021-07-03 20:02:24;REFRIGERATOR;OFF
2021-07-03 20:02:24;fridge operation;END
2021-07-03 20:12:09;watching TV;START
2021-07-03 20:12:09;TV;ON
2021-07-03 20:52:02;TV;OFF
2021-07-03 20:52:03;TV;ON
2021-07-03 21:03:14;fridge operation;START
2021-07-03 21:03:14;REFRIGERATOR;ON
2021-07-03 21:06:37;watching TV;START
2021-07-03 21:06:37;TV;ON
2021-07-03 21:10:42;TV;OFF
2021-07-03 21:10:42;watching TV;END
2021-07-03 21:16:56;REFRIGERATOR;OFF
2021-07-03 21:16:56;fridge operation;END
2021-07-03 21:23:37;use a personal computer;START
2021-07-03 21:23:37;PC;ON
2021-07-03 21:40:30;fridge operation;START
2021-07-03 21:40:30;REFRIGERATOR;ON
2021-07-03 21:53:43;TV;OFF
2021-07-03 21:53:44;TV;ON
2021-07-03 21:54:12;REFRIGERATOR;OFF
2021-07-03 21:54:12;fridge operation;END
2021-07-03 22:12:50;TV;OFF
2021-07-03 22:12:51;TV;ON
2021-07-03 22:29:57;TV;OFF
2021-07-03 22:29:57;watching TV;END
2021-07-03 22:38:56;PC;OFF
2021-07-03 22:38:56;use a personal computer;END
2021-07-03 22:41:13;fridge operation;START
2021-07-03 22:41:13;REFRIGERATOR;ON
2021-07-03 22:54:55;REFRIGERATOR;OFF
2021-07-03 22:54:55;fridge operation;END
2021-07-04 00:00:00;fridge operation;START
2021-07-04 00:00:00;REFRIGERATOR;ON
2021-07-04 00:13:42;REFRIGERATOR;OFF
2021-07-04 00:13:42;fridge operation;END
2021-07-04 00:44:16;fridge operation;START
2021-07-04 00:44:16;REFRIGERATOR;ON
2021-07-04 00:57:58;REFRIGERATOR;OFF
2021-07-04 00:57:58;fridge operation;END
2021-07-04 01:15:11;fridge operation;START
2021-07-04 01:15:11;REFRIGERATOR;ON
2021-07-04 01:28:53;REFRIGERATOR;OFF
2021-07-04 01:28:53;fridge operation;END
2021-07-04 01:59:11;fridge operation;START
2021-07-04 01:59:11;REFRIGERATOR;ON
2021-07-04 02:12:53;REFRIGERATOR;OFF
2021-07-04 02:12:53;fridge operation;END
2021-07-04 02:28:54;fridge operation;START
2021-07-04 02:28:54;REFRIGERATOR;ON
2021-07-04 02:42:36;REFRIGERATOR;OFF
2021-07-04 02:42:36;fridge operation;END
2021-07-04 03:40:45;fridge operation;START
2021-07-04 03:40:45;REFRIGERATOR;ON
2021-07-04 03:54:27;REFRIGERATOR;OFF
2021-07-04 03:54:27;fridge operation;END
2021-07-04 04:36:06;fridge operation;START
2021-07-04 04:36:06;REFRIGERATOR;ON
2021-07-04 04:49:48;REFRIGERATOR;OFF
2021-07-04 04:49:48;fridge operation;END
2021-07-04 05:17:37;fridge operation;START
2021-07-04 05:17:37;REFRIGERATOR;ON
2021-07-04 05:31:19;REFRIGERATOR;OFF
2021-07-04 05:31:19;fridge operation;END
2021-07-04 06:15:00;fridge operation;START
2021-07-04 06:15:00;REFRIGERATOR;ON
2021-07-04 06:28:42;REFRIGERATOR;OFF
2021-07-04 06:28:42;fridge operation;END
2021-07-04 07:11:46;dishwasher operation;START
2021-07-04 07:11:56;DISHWASHER;ON
2021-07-04 07:37:58;fridge operation;START
2021-07-04 07:37:58;REFRIGERATOR;ON
2021-07-04 07:51:40;REFRIGERATOR;OFF
2021-07-04 07:51:40;fridge operation;END
2021-07-04 08:19:12;DISHWASHER;OFF
2021-07-04 08:19:12;dishwasher operation;END
2021-07-04 08:52:37;fridge operation;START
2021-07-04 08:52:37;REFRIGERATOR;ON
2021-07-04 09:06:19;REFRIGERATOR;OFF
2021-07-04 09:06:19;fridge operation;END
2021-07-04 09:58:31;fridge operation;START
2021-07-04 09:58:31;REFRIGERATOR;ON
2021-07-04 10:12:13;REFRIGERATOR;OFF
2021-07-04 10:12:13;fridge operation;END
2021-07-04 10:56:09;fridge operation;START
2021-07-04 10:56:09;REFRIGERATOR;ON
2021-07-04 11:09:51;REFRIGERATOR;OFF
2021-07-04 11:09:51;fridge operation;END
2021-07-04 12:03:04;fridge operation;START
2021-07-04 12:03:04;REFRIGERATOR;ON
2021-07-04 12:16:46;REFRIGERATOR;OFF
2021-07-04 12:16:46;fridge operation;END
2021-07-04 12:52:36;fridge operation;START
2021-07-04 12:52:36;REFRIGERATOR;ON
2021-07-04 13:06:18;REFRIGERATOR;OFF
2021-07-04 13:06:18;fridge operation;END
2021-07-04 13:57:43;fridge operation;START
2021-07-04 13:57:43;REFRIGERATOR;ON
2021-07-04 14:11:25;REFRIGERATOR;OFF
2021-07-04 14:11:25;fridge operation;END
2021-07-04 14:46:44;fridge operation;START
2021-07-04 14:46:44;REFRIGERATOR;ON
2021-07-04 15:00:26;REFRIGERATOR;OFF
2021-07-04 15:00:26;fridge operation;END
2021-07-04 15:20:52;fridge operation;START
2021-07-04 15:20:52;REFRIGERATOR;ON
2021-07-04 15:34:34;REFRIGERATOR;OFF
2021-07-04 15:34:34;fridge operation;END
2021-07-04 15:41:18;use a personal computer;START
2021-07-04 15:41:18;PC;ON
2021-07-04 15:49:20;vacuuming;START
2021-07-04 15:49:20;VACUUMCLEANER;ON
2021-07-04 16:01:20;VACUUMCLEANER;OFF
2021-07-04 16:01:20;vacuuming;END
2021-07-04 16:23:28;fridge operation;START
2021-07-04 16:23:28;REFRIGERATOR;ON
2021-07-04 16:30:13;use a personal computer;START
2021-07-04 16:30:13;PC;ON
2021-07-04 16:37:10;REFRIGERATOR;OFF
2021-07-04 16:37:10;fridge operation;END
2021-07-04 16:56:37;PC;OFF
2021-07-04 16:56:37;use a personal computer;END
2021-07-04 17:08:12;watching TV;START
2021-07-04 17:08:12;TV;ON
2021-07-04 17:40:46;fridge operation;START
2021-07-04 17:40:46;REFRIGERATOR;ON
2021-07-04 17:45:32;PC;OFF
2021-07-04 17:45:32;use a personal computer;END
2021-07-04 17:54:28;REFRIGERATOR;OFF
2021-07-04 17:54:28;fridge operation;END
2021-07-04 17:56:05;watching TV;START
2021-07-04 17:56:05;TV;ON
2021-07-04 18:25:22;fridge operation;START
2021-07-04 18:25:22;REFRIGERATOR;ON
2021-07-04 18:39:00;TV;OFF
2021-07-04 18:39:01;TV;ON
2021-07-04 18:39:04;REFRIGERATOR;OFF
2021-07-04 18:39:04;fridge operation;END
2021-07-04 19:01:45;TV;OFF
2021-07-04 19:01:45;watching TV;END
2021-07-04 19:12:04;TV;OFF
2021-07-04 19:12:05;TV;ON
2021-07-04 19:38:01;TV;OFF
2021-07-04 19:38:01;watching TV;END
2021-07-04 19:50:55;dishwasher operation;START
2021-07-04 19:51:01;watching TV;START
2021-07-04 19:51:01;DISHWASHER;ON
2021-07-04 19:51:01;TV;ON
2021-07-04 19:54:46;watching TV;START
2021-07-04 19:54:46;TV;ON
2021-07-04 20:05:20;fridge operation;START
2021-07-04 20:05:20;REFRIGERATOR;ON
2021-07-04 20:19:02;REFRIGERATOR;OFF
2021-07-04 20:19:02;fridge operation;END
2021-07-04 20:52:12;TV;OFF
2021-07-04 20:52:13;TV;ON
2021-07-04 20:58:17;DISHWASHER;OFF
2021-07-04 20:58:17;dishwasher operation;END
2021-07-04 21:18:21;fridge operation;START
2021-07-04 21:18:21;REFRIGERATOR;ON
2021-07-04 21:19:31;TV;OFF
2021-07-04 21:19:31;watching TV;END
2021-07-04 21:32:03;REFRIGERATOR;OFF
2021-07-04 21:32:03;fridge operation;END
2021-07-04 21:39:26;TV;OFF
2021-07-04 21:39:27;TV;ON
2021-07-04 22:03:23;TV;OFF
2021-07-04 22:03:23;watching TV;END
2021-07-04 22:08:04;fridge operation;START
2021-07-04 22:08:04;REFRIGERATOR;ON
2021-07-04 22:21:46;REFRIGERATOR;OFF
2021-07-04 22:21:46;fridge operation;END
2021-07-04 22:59:11;fridge operation;START
2021-07-04 22:59:11;REFRIGERATOR;ON
2021-07-04 23:12:53;REFRIGERATOR;OFF
2021-07-04 23:12:53;fridge operation;END
2021-07-05 00:02:39;fridge operation;START
2021-07-05 00:02:39;REFRIGERATOR;ON
2021-07-05 00:16:21;REFRIGERATOR;OFF
2021-07-05 00:16:21;fridge operation;END
2021-07-05 00:55:49;fridge operation;START
2021-07-05 00:55:49;REFRIGERATOR;ON
2021-07-05 01:09:31;REFRIGERATOR;OFF
2021-07-05 01:09:31;fridge operation;END
2021-07-05 01:53:07;fridge operation;START
2021-07-05 01:53:07;REFRIGERATOR;ON
2021-07-05 02:06:49;REFRIGERATOR;OFF
2021-07-05 02:06:49;fridge operation;END
2021-07-05 02:32:28;fridge operation;START
2021-07-05 02:32:28;REFRIGERATOR;ON
2021-07-05 02:46:10;REFRIGERATOR;OFF
2021-07-05 02:46:10;fridge operation;END
2021-07-05 03:03:17;fridge operation;START
2021-07-05 03:03:17;REFRIGERATOR;ON
2021-07-05 03:16:59;REFRIGERATOR;OFF
2021-07-05 03:16:59;fridge operation;END
2021-07-05 04:08:41;fridge operation;START
2021-07-05 04:08:41;REFRIGERATOR;ON
2021-07-05 04:22:23;REFRIGERATOR;OFF
2021-07-05 04:22:23;fridge operation;END
2021-07-05 05:07:00;fridge operation;START
2021-07-05 05:07:00;REFRIGERATOR;ON
2021-07-05 05:20:42;REFRIGERATOR;OFF
2021-07-05 05:20:42;fridge operation;END
2021-07-05 05:56:32;fridge operation;START
2021-07-05 05:56:32;REFRIGERATOR;ON
2021-07-05 06:10:14;REFRIGERATOR;OFF
2021-07-05 06:10:14;fridge operation;END
2021-07-05 07:27:29;fridge operation;START
2021-07-05 07:27:29;REFRIGERATOR;ON
2021-07-05 07:41:11;REFRIGERATOR;OFF
2021-07-05 07:41:11;fridge operation;END
2021-07-05 08:35:16;fridge operation;START
2021-07-05 08:35:16;REFRIGERATOR;ON
2021-07-05 08:48:58;REFRIGERATOR;OFF
2021-07-05 08:48:58;fridge operation;END
2021-07-05 09:53:23;fridge operation;START
2021-07-05 09:53:23;REFRIGERATOR;ON
2021-07-05 10:07:05;REFRIGERATOR;OFF
2021-07-05 10:07:05;fridge operation;END
2021-07-05 11:05:27;fridge operation;START
2021-07-05 11:05:27;REFRIGERATOR;ON
2021-07-05 11:19:09;REFRIGERATOR;OFF
2021-07-05 11:19:09;fridge operation;END
2021-07-05 12:38:29;fridge operation;START
2021-07-05 12:38:29;REFRIGERATOR;ON
2021-07-05 12:52:11;REFRIGERATOR;OFF
2021-07-05 12:52:11;fridge operation;END
2021-07-05 14:19:08;fridge operation;START
2021-07-05 14:19:08;REFRIGERATOR;ON
2021-07-05 14:32:50;REFRIGERATOR;OFF
2021-07-05 14:32:50;fridge operation;END
2021-07-05 15:02:06;fridge operation;START
2021-07-05 15:02:06;REFRIGERATOR;ON
2021-07-05 15:12:02;watching TV;START
2021-07-05 15:12:02;TV;ON
2021-07-05 15:15:48;REFRIGERATOR;OFF
2021-07-05 15:15:48;fridge operation;END
2021-07-05 15:27:25;watching TV;START
2021-07-05 15:27:25;TV;ON
2021-07-05 15:57:51;fridge operation;START
2021-07-05 15:57:51;REFRIGERATOR;ON
