Index,MAC,Vendor,SSID,Channel,Mode,RSSI,Noise,Security
82,34:3d:c4:4b:4f:90,BUFFALO.INC,arikearike5,48(80MHz),802.11a/n/ac,-51,-95,AES
83,58:27:8c:fb:09:13,BUFFALO.INC,'freespot'=SecurityPassword(AES),36,802.11a/n/ac,-53,-95,AES
84,58:27:8c:fb:09:11,BUFFALO.INC,WAP-BITSsales_A,36,802.11a/n/ac,-53,-95,AES
85,58:27:8c:fb:09:14,BUFFALO.INC,.,36,802.11a/n/ac,-53,-95,AES
86,58:27:8c:fb:09:20,BUFFALO.INC,WAP-A,136,802.11a/n/ac,-53,-95,AES
87,58:27:8c:fb:09:24,BUFFALO.INC,.,136,802.11a/n/ac,-54,-95,AES
88,58:27:8c:fb:09:22,BUFFALO.INC,FREESPOT,136,802.11a/n/ac,-54,-95,NONE
89,58:27:8c:fb:09:10,BUFFALO.INC,WAP-A,36,802.11a/n/ac,-54,-95,AES
90,58:27:8c:fb:09:12,BUFFALO.INC,FREESPOT,36,802.11a/n/ac,-54,-95,NONE
91,58:27:8c:fb:09:23,BUFFALO.INC,'freespot'=SecurityPassword(AES),136,802.11a/n/ac,-54,-95,AES
92,18:c2:bf:c3:17:f0,BUFFALO.INC,WAP-A,124,802.11a/n/ac,-62,-95,AES
93,18:c2:bf:62:ac:d0,BUFFALO.INC,WAP-A,128,802.11a/n/ac,-63,-95,AES
94,52:41:b9:05:0a:7b,<Random MAC>,IODATA-050a78-5G-2,116(80MHz),802.11a/n/ac,-63,-95,AES
95,18:c2:bf:62:ac:d1,BUFFALO.INC,WAP-BITSsales_A,128,802.11a/n/ac,-64,-95,AES
96,18:c2:bf:c3:08:61,BUFFALO.INC,'freespot'=SecurityPassword(AES),100,802.11a/n/ac,-64,-95,AES
97,18:c2:bf:c3:0e:c1,BUFFALO.INC,WAP-BITSsales_A,140,802.11a/n/ac,-65,-95,AES
98,18:c2:bf:c3:0e:c0,BUFFALO.INC,WAP-A,140,802.11a/n/ac,-65,-95,AES
99,18:c2:bf:62:de:b3,BUFFALO.INC,'freespot'=SecurityPassword(AES),104,802.11a/n/ac,-65,-95,AES
100,18:c2:bf:c3:17:f1,BUFFALO.INC,WAP-BITSsales_A,124,802.11a/n/ac,-65,-95,AES
101,18:c2:bf:62:de:b4,BUFFALO.INC,WAP-Drkeihi,104,802.11a/n/ac,-66,-95,AES
102,18:c2:bf:c3:17:f4,BUFFALO.INC,.,124,802.11a/n/ac,-66,-95,AES
103,18:c2:bf:c3:17:e1,BUFFALO.INC,WAP-BITSsales_A,36,802.11a/n/ac,-66,-95,AES
104,18:c2:bf:c3:17:e4,BUFFALO.INC,.,36,802.11a/n/ac,-67,-95,AES
105,18:c2:bf:c3:17:f2,BUFFALO.INC,FREESPOT,124,802.11a/n/ac,-67,-95,NONE
106,18:c2:bf:c3:17:f3,BUFFALO.INC,'freespot'=SecurityPassword(AES),124,802.11a/n/ac,-67,-95,AES
107,18:c2:bf:c3:17:e3,BUFFALO.INC,'freespot'=SecurityPassword(AES),36,802.11a/n/ac,-67,-95,AES
108,18:c2:bf:c3:17:e2,BUFFALO.INC,FREESPOT,36,802.11a/n/ac,-67,-95,NONE
109,18:c2:bf:c3:17:e0,BUFFALO.INC,WAP-A,36,802.11a/n/ac,-67,-95,AES
110,18:c2:bf:62:ac:d4,BUFFALO.INC,.,128,802.11a/n/ac,-68,-95,AES
111,18:c2:bf:62:ac:d2,BUFFALO.INC,FREESPOT,128,802.11a/n/ac,-68,-95,NONE
112,18:c2:bf:62:ac:c1,BUFFALO.INC,WAP-BITSsales_A,48,802.11a/n/ac,-68,-95,AES
113,18:c2:bf:62:ac:c4,BUFFALO.INC,.,48,802.11a/n/ac,-69,-95,AES
114,18:c2:bf:62:ac:c2,BUFFALO.INC,FREESPOT,48,802.11a/n/ac,-69,-95,NONE
115,18:c2:bf:62:ac:d3,BUFFALO.INC,'freespot'=SecurityPassword(AES),128,802.11a/n/ac,-69,-95,AES
116,18:c2:bf:62:ac:c0,BUFFALO.INC,WAP-A,48,802.11a/n/ac,-69,-95,AES
117,18:c2:bf:62:ac:c3,BUFFALO.INC,'freespot'=SecurityPassword(AES),48,802.11a/n/ac,-69,-95,AES
118,18:c2:bf:c3:08:60,BUFFALO.INC,FREESPOT,100,802.11a/n/ac,-70,-95,NONE
119,18:c2:bf:62:de:a5,BUFFALO.INC,.,44,802.11a/n/ac,-71,-95,AES
120,18:c2:bf:c3:0e:c4,BUFFALO.INC,.,140,802.11a/n/ac,-71,-95,AES
121,18:c2:bf:c3:0e:b0,BUFFALO.INC,WAP-A,44,802.11a/n/ac,-71,-95,AES
122,18:c2:bf:c3:0e:b1,BUFFALO.INC,WAP-BITSsales_A,44,802.11a/n/ac,-71,-95,AES
123,18:c2:bf:c3:0e:b3,BUFFALO.INC,'freespot'=SecurityPassword(AES),44,802.11a/n/ac,-71,-95,AES
124,18:c2:bf:c3:0e:b2,BUFFALO.INC,FREESPOT,44,802.11a/n/ac,-71,-95,NONE
125,18:c2:bf:c3:0e:b4,BUFFALO.INC,.,44,802.11a/n/ac,-71,-95,AES
126,50:c4:dd:b4:08:38,BUFFALO.INC,DTKY_DiRAS,100(80MHz),802.11a/n/ac,-71,-95,AES
127,18:c2:bf:c3:08:51,BUFFALO.INC,'freespot'=SecurityPassword(AES),48,802.11a/n/ac,-72,-95,AES
128,18:c2:bf:c3:08:50,BUFFALO.INC,FREESPOT,48,802.11a/n/ac,-72,-95,NONE
129,18:c2:bf:c3:0e:c2,BUFFALO.INC,FREESPOT,140,802.11a/n/ac,-72,-95,NONE
130,18:c2:bf:c3:0e:c3,BUFFALO.INC,'freespot'=SecurityPassword(AES),140,802.11a/n/ac,-72,-95,AES
131,50:c4:dd:b4:08:30,BUFFALO.INC,DTKY_DiRAS,40(80MHz),802.11a/n/ac,-72,-95,AES
132,18:c2:bf:62:de:b2,BUFFALO.INC,FREESPOT,104,802.11a/n/ac,-72,-95,NONE
133,18:c2:bf:62:de:a4,BUFFALO.INC,WAP-Drkeihi,44,802.11a/n/ac,-73,-95,AES
134,18:c2:bf:62:de:a3,BUFFALO.INC,'freespot'=SecurityPassword(AES),44,802.11a/n/ac,-73,-95,AES
135,18:c2:bf:62:de:a1,BUFFALO.INC,WAP-BITSsales_A,44,802.11a/n/ac,-73,-95,AES
136,18:c2:bf:62:de:a0,BUFFALO.INC,WAP-A,44,802.11a/n/ac,-73,-95,AES
137,18:c2:bf:62:de:a2,BUFFALO.INC,FREESPOT,44,802.11a/n/ac,-73,-95,NONE
138,50:41:b9:05:0a:7a,"I-O DATA DEVICE,INC.",IODATA-050a78-5G-1,36(80MHz),802.11a/n/ac,-74,-95,AES
139,52:41:b9:15:0a:7a,<Random MAC>,IO-Guest-050a78-5G-1,36(80MHz),802.11a/n/ac,-74,-95,AES
140,18:c2:bf:62:de:b1,BUFFALO.INC,WAP-BITSsales_A,104,802.11a/n/ac,-75,-95,AES
141,18:c2:bf:62:de:b5,BUFFALO.INC,.,104,802.11a/n/ac,-75,-95,AES
142,18:c2:bf:62:de:b0,BUFFALO.INC,WAP-A,104,802.11a/n/ac,-75,-95,AES
143,18:c2:bf:62:ca:32,BUFFALO.INC,FREESPOT,36,802.11a/n/ac,-84,-95,NONE
144,18:c2:bf:62:ca:43,BUFFALO.INC,'freespot'=SecurityPassword(AES),140,802.11a/n/ac,-84,-95,AES
145,18:c2:bf:62:ca:33,BUFFALO.INC,'freespot'=SecurityPassword(AES),36,802.11a/n/ac,-84,-95,AES
146,18:c2:bf:62:ca:31,BUFFALO.INC,WAP-BITSsales_A,36,802.11a/n/ac,-84,-95,AES
147,18:c2:bf:62:ca:30,BUFFALO.INC,WAP-A,36,802.11a/n/ac,-84,-95,AES
148,18:c2:bf:62:ca:34,BUFFALO.INC,.,36,802.11a/n/ac,-84,-95,AES
149,d0:15:a6:7c:29:92,"Aruba, a Hewlett Packard Enterprise Company",DTKY_BIZ,52(80MHz),802.11a/n/ac,-84,-95,AES
150,d0:15:a6:7c:29:93,"Aruba, a Hewlett Packard Enterprise Company",DTKY_DEV,52(80MHz),802.11a/n/ac,-85,-95,AES
151,d0:15:a6:7c:29:90,"Aruba, a Hewlett Packard Enterprise Company",7bc759ee0ccd298abb735618e76b2d6,52(80MHz),802.11a/n/ac,-85,-95,AES
152,18:c2:bf:62:ca:40,BUFFALO.INC,WAP-A,140,802.11a/n/ac,-86,-95,AES
153,18:c2:bf:62:ca:41,BUFFALO.INC,WAP-BITSsales_A,140,802.11a/n/ac,-86,-95,AES
154,18:c2:bf:62:ca:42,BUFFALO.INC,FREESPOT,140,802.11a/n/ac,-87,-95,NONE
155,d4:2c:46:34:d9:0c,BUFFALO.INC,Buffalo-D900-WPA3,48(80MHz),802.11a/n/ac/ax,-92,-95,AES
156,34:3d:c4:df:16:6c,BUFFALO.INC,MI0024_A,36(80MHz),802.11a/n/ac,-93,-95,AES
157,d4:2c:46:34:d9:09,BUFFALO.INC,.,48(80MHz),802.11a/n/ac/ax,-93,-95,AES
158,18:c2:bf:62:d6:40,BUFFALO.INC,WAP-A,100,802.11a/n/ac,-93,-95,AES
159,d4:2c:46:34:d9:08,BUFFALO.INC,Buffalo-D900,48(80MHz),802.11a/n/ac/ax,-93,-95,AES
160,18:c2:bf:62:d6:30,BUFFALO.INC,WAP-A,36,802.11a/n/ac,-94,-95,AES
161,18:c2:bf:62:d6:44,BUFFALO.INC,.,100,802.11a/n/ac,-94,-95,AES
162,18:c2:bf:62:d6:41,BUFFALO.INC,WAP-BITSsales_A,100,802.11a/n/ac,-94,-95,AES
163,ac:23:16:2d:33:a9,"Mist Systems, Inc.",.,52+56,802.11a/n/ac/ax,-95,-95,AES
164,18:c2:bf:62:d6:32,BUFFALO.INC,FREESPOT,36,802.11a/n/ac,-95,-95,NONE
165,18:c2:bf:62:d6:43,BUFFALO.INC,'freespot'=SecurityPassword(AES),100,802.11a/n/ac,-95,-95,AES
166,ac:23:16:2d:33:a8,"Mist Systems, Inc.",.,52+56,802.11a/n/ac/ax,-95,-95,AES
167,18:c2:bf:62:d6:31,BUFFALO.INC,WAP-BITSsales_A,36,802.11a/n/ac,-95,-95,AES
168,ac:23:16:2d:33:a3,"Mist Systems, Inc.",.,52+56,802.11a/n/ac/ax,-95,-95,AES
169,ac:23:16:2d:33:aa,"Mist Systems, Inc.",.,52+56,802.11a/n/ac/ax,-95,-95,AES
170,ac:23:16:2d:33:ab,"Mist Systems, Inc.",.,52+56,802.11a/n/ac/ax,-95,-95,AES
171,ac:23:16:2d:33:a7,"Mist Systems, Inc.",Next-Match-Tester,52+56,802.11a/n/ac,-95,-95,AES
172,ac:23:16:2d:33:a6,"Mist Systems, Inc.",.,52+56,802.11a/n/ac/ax,-95,-95,AES
173,ac:23:16:2d:33:a2,"Mist Systems, Inc.",.,52+56,802.11a/n/ac/ax,-96,-95,AES
174,ac:23:16:2d:33:a5,"Mist Systems, Inc.",.,52+56,802.11a/n/ac/ax,-96,-95,AES
175,ac:23:16:2d:33:a1,"Mist Systems, Inc.",.,52+56,802.11a/n/ac/ax,-96,-95,AES
176,18:c2:bf:62:d6:34,BUFFALO.INC,.,36,802.11a/n/ac,-96,-95,AES
