SCOPE,AGGREGATION LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,CHARTER STATUS,ALL ENROLLMENT,AT RISK,BILINGUAL,DYSLEXIC,ECONOMICALLY DISADVANTAGED,EMERGENT BILINGUAL/ENGLISH LEARNER,ESL,FOSTER CARE,GIFTED & TALENTED,HOMELESS,MILITARY CONNECTED,SECTION 504,SPECIAL EDUCATION,TITLE I
STATE,DISTRICT,2021-2022,101849,ACCELERATED INTERMEDIATE ACADEMY,4,OPEN ENROLLMENT CHARTER,214,120,0,0,201,77,77,0,0,0,0,0,-999,214
STATE,DISTRICT,2021-2022,180903,ADRIAN ISD,16,TRADITIONAL ISD/CSD,113,52,0,17,72,-999,-999,0,-999,0,0,21,12,113
STATE,DISTRICT,2021-2022,57806,ADVANTAGE ACADEMY,10,OPEN ENROLLMENT CHARTER,1138,569,0,17,967,262,237,-999,28,0,-999,39,88,1138
STATE,DISTRICT,2021-2022,178901,AGUA DULCE ISD,2,TRADITIONAL ISD/CSD,400,123,0,19,310,-999,-999,0,-999,0,-999,35,30,400
STATE,DISTRICT,2021-2022,15901,ALAMO HEIGHTS ISD,20,TRADITIONAL ISD/CSD,4824,1252,455,303,935,319,147,-999,1034,17,255,612,511,110
STATE,DISTRICT,2021-2022,250906,ALBA-GOLDEN ISD,7,TRADITIONAL ISD/CSD,861,360,0,69,416,20,20,14,41,26,-999,100,125,861
STATE,DISTRICT,2021-2022,209901,ALBANY ISD,14,TRADITIONAL ISD/CSD,510,244,0,30,206,13,13,-999,17,-999,19,37,59,510
STATE,DISTRICT,2021-2022,101902,ALDINE ISD,4,TRADITIONAL ISD/CSD,61633,46532,9936,3395,55376,25998,10594,315,2459,181,116,3325,5492,61552
STATE,DISTRICT,2021-2022,184907,ALEDO ISD,11,TRADITIONAL ISD/CSD,7368,1527,0,629,975,202,100,-999,447,28,449,825,764,1935
STATE,DISTRICT,2021-2022,125901,ALICE ISD,2,TRADITIONAL ISD/CSD,4369,2202,0,231,3697,116,106,20,115,171,47,417,575,4369
STATE,DISTRICT,2021-2022,101903,ALIEF ISD,4,TRADITIONAL ISD/CSD,40664,34315,9479,1281,33849,20173,7867,32,1835,942,159,1108,4186,40532
STATE,DISTRICT,2021-2022,101815,ALIEF MONTESSORI COMMUNITY SCHOOL,4,OPEN ENROLLMENT CHARTER,349,264,0,-999,279,247,247,0,0,0,0,-999,25,349
STATE,DISTRICT,2021-2022,43901,ALLEN ISD,10,TRADITIONAL ISD/CSD,21463,6706,233,1610,3598,2045,1381,25,3109,35,1228,2432,2903,1030
STATE,DISTRICT,2021-2022,22901,ALPINE ISD,18,TRADITIONAL ISD/CSD,974,365,0,18,559,70,35,0,27,-999,-999,27,131,974
STATE,DISTRICT,2021-2022,37901,ALTO ISD,7,TRADITIONAL ISD/CSD,556,267,0,29,418,115,110,-999,28,21,-999,52,98,556
STATE,DISTRICT,2021-2022,126901,ALVARADO ISD,11,TRADITIONAL ISD/CSD,3610,1673,300,105,2095,824,373,-999,255,35,19,277,365,2433
STATE,DISTRICT,2021-2022,20901,ALVIN ISD,4,TRADITIONAL ISD/CSD,28085,13544,1544,1329,14341,4982,3193,104,1777,324,235,1878,3519,12965
STATE,DISTRICT,2021-2022,249901,ALVORD ISD,11,TRADITIONAL ISD/CSD,789,291,0,85,331,30,30,-999,83,11,-999,105,135,0
STATE,DISTRICT,2021-2022,188901,AMARILLO ISD,16,TRADITIONAL ISD/CSD,30866,16629,1229,1585,20694,5166,3259,60,1688,1132,170,1453,4379,24432
STATE,DISTRICT,2021-2022,84804,AMBASSADORS PREPARATORY ACADEMY,4,OPEN ENROLLMENT CHARTER,190,93,0,-999,165,0,0,0,-999,0,0,-999,11,189
STATE,DISTRICT,2021-2022,140901,AMHERST ISD,17,TRADITIONAL ISD/CSD,128,84,0,-999,116,70,70,-999,-999,0,-999,-999,13,128
STATE,DISTRICT,2021-2022,101819,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,4,OPEN ENROLLMENT CHARTER,560,496,332,-999,557,492,159,0,0,0,0,-999,33,560
STATE,DISTRICT,2021-2022,36901,ANAHUAC ISD,4,TRADITIONAL ISD/CSD,1397,428,0,81,791,104,84,-999,80,23,77,119,179,984
STATE,DISTRICT,2021-2022,93901,ANDERSON-SHIRO CISD,6,TRADITIONAL ISD/CSD,887,228,0,99,366,36,35,0,58,-999,-999,79,125,887
STATE,DISTRICT,2021-2022,2901,ANDREWS ISD,18,TRADITIONAL ISD/CSD,4147,1785,409,303,2051,588,219,-999,281,44,81,333,447,4087
STATE,DISTRICT,2021-2022,20902,ANGLETON ISD,4,TRADITIONAL ISD/CSD,6782,3844,697,425,5096,1039,564,20,313,102,227,750,923,4735
STATE,DISTRICT,2021-2022,43902,ANNA ISD,10,TRADITIONAL ISD/CSD,4447,2194,134,425,2240,587,367,23,212,35,286,669,642,2094
STATE,DISTRICT,2021-2022,127901,ANSON ISD,14,TRADITIONAL ISD/CSD,740,478,0,54,462,22,22,14,51,94,22,52,102,740
STATE,DISTRICT,2021-2022,71906,ANTHONY ISD,19,TRADITIONAL ISD/CSD,798,341,106,28,561,222,69,0,77,-999,-999,38,101,797
STATE,DISTRICT,2021-2022,110901,ANTON ISD,17,TRADITIONAL ISD/CSD,182,96,0,-999,146,13,0,-999,-999,0,12,12,24,182
STATE,DISTRICT,2021-2022,228905,APPLE SPRINGS ISD,6,TRADITIONAL ISD/CSD,205,-999,0,-999,122,0,0,0,16,0,0,14,31,205
STATE,DISTRICT,2021-2022,109912,AQUILLA ISD,12,TRADITIONAL ISD/CSD,335,133,0,28,182,19,19,-999,32,-999,-999,39,56,335
STATE,DISTRICT,2021-2022,4901,ARANSAS COUNTY ISD,2,TRADITIONAL ISD/CSD,3005,2080,0,264,2009,150,150,31,139,177,35,322,428,3002
STATE,DISTRICT,2021-2022,205901,ARANSAS PASS ISD,2,TRADITIONAL ISD/CSD,1676,707,0,88,1303,151,134,11,77,48,-999,136,162,1676
STATE,DISTRICT,2021-2022,5901,ARCHER CITY ISD,9,TRADITIONAL ISD/CSD,508,163,0,35,209,11,11,0,27,11,48,54,76,279
STATE,DISTRICT,2021-2022,61910,ARGYLE ISD,11,TRADITIONAL ISD/CSD,4338,934,0,297,254,163,161,-999,343,-999,322,476,459,18
STATE,DISTRICT,2021-2022,101803,ARISTOI CLASSICAL ACADEMY,4,OPEN ENROLLMENT CHARTER,1219,279,0,60,76,41,20,0,0,0,-999,80,127,995
STATE,DISTRICT,2021-2022,220802,ARLINGTON CLASSICS ACADEMY,11,OPEN ENROLLMENT CHARTER,1526,477,0,34,428,134,134,-999,0,0,16,136,64,31
STATE,DISTRICT,2021-2022,220901,ARLINGTON ISD,11,TRADITIONAL ISD/CSD,56311,34942,5500,1630,41042,17049,10711,78,5633,1411,711,2576,5629,34923
STATE,DISTRICT,2021-2022,212901,ARP ISD,7,TRADITIONAL ISD/CSD,924,249,0,82,519,32,26,12,60,-999,16,117,106,924
STATE,DISTRICT,2021-2022,21805,ARROW ACADEMY,6,OPEN ENROLLMENT CHARTER,609,287,0,-999,466,72,53,-999,-999,-999,11,16,60,609
STATE,DISTRICT,2021-2022,217901,ASPERMONT ISD,14,TRADITIONAL ISD/CSD,185,88,0,14,94,-999,-999,0,11,-999,-999,22,19,87
STATE,DISTRICT,2021-2022,107901,ATHENS ISD,10,TRADITIONAL ISD/CSD,2966,1917,109,201,2343,782,338,37,86,29,27,219,453,2966
STATE,DISTRICT,2021-2022,34901,ATLANTA ISD,8,TRADITIONAL ISD/CSD,1911,756,0,138,1292,42,42,12,174,51,32,194,249,1911
STATE,DISTRICT,2021-2022,61907,AUBREY ISD,11,TRADITIONAL ISD/CSD,3112,854,0,223,1003,198,186,-999,170,21,205,336,381,1550
STATE,DISTRICT,2021-2022,227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,13,OPEN ENROLLMENT CHARTER,2312,1464,0,56,2086,1267,1184,-999,0,-999,15,90,226,2309
STATE,DISTRICT,2021-2022,227821,AUSTIN DISCOVERY SCHOOL,13,OPEN ENROLLMENT CHARTER,430,60,0,50,48,-999,-999,-999,0,-999,0,38,59,-999
STATE,DISTRICT,2021-2022,227901,AUSTIN ISD,13,TRADITIONAL ISD/CSD,74602,37913,13599,5671,37996,21893,8999,77,9239,841,182,7341,9804,31755
STATE,DISTRICT,2021-2022,196901,AUSTWELL-TIVOLI ISD,3,TRADITIONAL ISD/CSD,131,55,0,-999,84,-999,-999,0,-999,-999,0,-999,35,81
STATE,DISTRICT,2021-2022,70901,AVALON ISD,10,TRADITIONAL ISD/CSD,340,120,0,29,174,13,13,0,19,0,0,17,45,340
STATE,DISTRICT,2021-2022,194902,AVERY ISD,8,TRADITIONAL ISD/CSD,359,120,0,34,219,-999,-999,0,20,23,24,39,48,359
STATE,DISTRICT,2021-2022,34902,AVINGER ISD,8,TRADITIONAL ISD/CSD,137,52,0,-999,108,-999,-999,0,-999,-999,0,-999,13,137
STATE,DISTRICT,2021-2022,161918,AXTELL ISD,12,TRADITIONAL ISD/CSD,758,254,0,58,359,-999,-999,-999,38,23,-999,84,117,393
STATE,DISTRICT,2021-2022,220915,AZLE ISD,11,TRADITIONAL ISD/CSD,6889,2868,68,392,3390,496,393,22,318,128,220,699,972,3804
STATE,DISTRICT,2021-2022,30903,BAIRD ISD,14,TRADITIONAL ISD/CSD,293,95,0,15,160,0,0,-999,26,12,14,14,50,151
STATE,DISTRICT,2021-2022,200901,BALLINGER ISD,15,TRADITIONAL ISD/CSD,839,452,0,76,530,18,18,-999,48,-999,19,83,111,831
STATE,DISTRICT,2021-2022,195902,BALMORHEA ISD,18,TRADITIONAL ISD/CSD,148,85,0,-999,129,13,13,0,-999,-999,10,-999,18,148
STATE,DISTRICT,2021-2022,10902,BANDERA ISD,20,TRADITIONAL ISD/CSD,2304,1201,0,102,1104,122,107,-999,126,-999,159,204,364,1067
STATE,DISTRICT,2021-2022,25901,BANGS ISD,15,TRADITIONAL ISD/CSD,871,388,0,80,568,14,12,27,42,0,25,90,87,624
STATE,DISTRICT,2021-2022,178913,BANQUETE ISD,2,TRADITIONAL ISD/CSD,859,399,0,48,521,23,20,-999,50,-999,13,114,101,859
STATE,DISTRICT,2021-2022,36902,BARBERS HILL ISD,4,TRADITIONAL ISD/CSD,6818,2129,132,335,1801,291,156,14,455,11,702,518,744,3295
STATE,DISTRICT,2021-2022,14902,BARTLETT ISD,13,TRADITIONAL ISD/CSD,395,190,0,19,349,87,65,0,-999,-999,-999,21,39,395
STATE,DISTRICT,2021-2022,15834,BASIS TEXAS,20,OPEN ENROLLMENT CHARTER,3421,867,0,30,277,458,58,-999,0,-999,212,163,95,0
STATE,DISTRICT,2021-2022,11901,BASTROP ISD,13,TRADITIONAL ISD/CSD,11994,8938,883,1089,8418,4482,1732,25,735,530,78,1310,1482,8172
STATE,DISTRICT,2021-2022,158901,BAY CITY ISD,3,TRADITIONAL ISD/CSD,3510,2133,114,75,2779,569,281,-999,41,84,21,148,384,3510
STATE,DISTRICT,2021-2022,101847,BEATRICE MAYES INSTITUTE CHARTER SCHOOL,4,OPEN ENROLLMENT CHARTER,462,197,0,-999,325,0,0,0,0,0,0,15,33,462
STATE,DISTRICT,2021-2022,123910,BEAUMONT ISD,5,TRADITIONAL ISD/CSD,16769,9517,252,748,13683,2355,1280,94,1236,376,134,1179,1547,16567
STATE,DISTRICT,2021-2022,183901,BECKVILLE ISD,7,TRADITIONAL ISD/CSD,686,66,0,58,213,17,17,-999,13,0,-999,86,84,686
STATE,DISTRICT,2021-2022,13901,BEEVILLE ISD,2,TRADITIONAL ISD/CSD,3010,1686,0,37,2519,68,60,-999,135,20,21,144,417,3010
STATE,DISTRICT,2021-2022,39904,BELLEVUE ISD,9,TRADITIONAL ISD/CSD,151,60,0,21,82,-999,-999,-999,-999,-999,0,14,21,151
STATE,DISTRICT,2021-2022,91901,BELLS ISD,10,TRADITIONAL ISD/CSD,885,270,0,67,335,20,20,-999,67,0,-999,101,116,388
STATE,DISTRICT,2021-2022,8901,BELLVILLE ISD,6,TRADITIONAL ISD/CSD,2198,921,29,171,994,212,83,0,251,10,54,245,287,807
STATE,DISTRICT,2021-2022,14903,BELTON ISD,12,TRADITIONAL ISD/CSD,13326,6765,261,831,5360,839,379,40,1093,167,3079,1690,2084,2905
STATE,DISTRICT,2021-2022,125902,BEN BOLT-PALITO BLANCO ISD,2,TRADITIONAL ISD/CSD,497,236,0,31,398,15,15,0,18,0,-999,31,55,497
STATE,DISTRICT,2021-2022,66901,BENAVIDES ISD,2,TRADITIONAL ISD/CSD,233,107,0,-999,208,-999,-999,0,10,0,0,-999,29,233
STATE,DISTRICT,2021-2022,138904,BENJAMIN ISD,9,TRADITIONAL ISD/CSD,133,45,0,11,100,-999,-999,0,-999,-999,0,15,19,133
STATE,DISTRICT,2021-2022,101870,BETA ACADEMY,4,OPEN ENROLLMENT CHARTER,1298,491,0,24,938,260,0,14,0,15,-999,46,82,1298
STATE,DISTRICT,2021-2022,152806,BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION,17,OPEN ENROLLMENT CHARTER,185,143,0,28,134,0,0,-999,0,-999,0,-999,85,185
STATE,DISTRICT,2021-2022,15809,BEXAR COUNTY ACADEMY,20,OPEN ENROLLMENT CHARTER,261,240,0,13,253,53,46,-999,0,0,-999,-999,18,261
STATE,DISTRICT,2021-2022,187901,BIG SANDY ISD,6,TRADITIONAL ISD/CSD,532,189,0,71,310,-999,-999,-999,28,14,-999,73,74,532
STATE,DISTRICT,2021-2022,230901,BIG SANDY ISD,7,TRADITIONAL ISD/CSD,659,250,0,43,478,43,41,0,32,16,-999,66,110,659
STATE,DISTRICT,2021-2022,114901,BIG SPRING ISD,18,TRADITIONAL ISD/CSD,3634,2403,33,207,2686,227,57,12,164,43,69,195,593,3507
STATE,DISTRICT,2021-2022,193801,BIG SPRINGS CHARTER SCHOOL,20,OPEN ENROLLMENT CHARTER,203,141,0,15,189,-999,0,100,0,-999,-999,14,95,203
STATE,DISTRICT,2021-2022,220902,BIRDVILLE ISD,11,TRADITIONAL ISD/CSD,22505,13435,1733,1800,13430,5283,3236,47,1647,132,96,2201,2684,12726
STATE,DISTRICT,2021-2022,178902,BISHOP CISD,2,TRADITIONAL ISD/CSD,1460,669,0,80,928,67,64,-999,64,-999,160,114,194,1460
STATE,DISTRICT,2021-2022,177903,BLACKWELL CISD,14,TRADITIONAL ISD/CSD,155,55,0,14,61,-999,-999,0,-999,0,-999,18,24,0
STATE,DISTRICT,2021-2022,16902,BLANCO ISD,13,TRADITIONAL ISD/CSD,1063,342,0,77,444,90,83,-999,64,-999,-999,103,171,459
STATE,DISTRICT,2021-2022,116915,BLAND ISD,10,TRADITIONAL ISD/CSD,761,354,0,37,388,152,152,0,61,11,-999,62,114,538
STATE,DISTRICT,2021-2022,25904,BLANKET ISD,15,TRADITIONAL ISD/CSD,147,51,0,-999,88,-999,-999,13,0,0,-999,12,21,147
STATE,DISTRICT,2021-2022,101875,BLOOM ACADEMY CHARTER SCHOOL,4,OPEN ENROLLMENT CHARTER,193,15,0,-999,148,0,0,0,0,0,0,-999,26,193
STATE,DISTRICT,2021-2022,34909,BLOOMBURG ISD,8,TRADITIONAL ISD/CSD,241,131,0,24,192,-999,-999,0,-999,0,-999,19,28,241
STATE,DISTRICT,2021-2022,175902,BLOOMING GROVE ISD,12,TRADITIONAL ISD/CSD,903,445,0,41,511,155,125,-999,46,26,-999,83,76,901
STATE,DISTRICT,2021-2022,235901,BLOOMINGTON ISD,3,TRADITIONAL ISD/CSD,827,396,0,41,711,163,112,0,32,14,-999,63,117,605
STATE,DISTRICT,2021-2022,43917,BLUE RIDGE ISD,10,TRADITIONAL ISD/CSD,961,374,0,111,399,78,63,-999,65,0,-999,112,130,960
STATE,DISTRICT,2021-2022,72904,BLUFF DALE ISD,11,TRADITIONAL ISD/CSD,228,46,0,25,62,-999,-999,-999,16,-999,12,31,26,211
STATE,DISTRICT,2021-2022,109913,BLUM ISD,12,TRADITIONAL ISD/CSD,344,114,0,41,208,-999,-999,0,21,-999,-999,44,50,344
STATE,DISTRICT,2021-2022,123807,BOB HOPE SCHOOL,5,OPEN ENROLLMENT CHARTER,2362,1350,0,29,2070,1068,0,0,0,0,-999,38,89,2355
STATE,DISTRICT,2021-2022,130901,BOERNE ISD,20,TRADITIONAL ISD/CSD,10327,4137,453,684,1739,633,310,23,965,18,337,1052,1356,264
STATE,DISTRICT,2021-2022,116916,BOLES ISD,10,TRADITIONAL ISD/CSD,529,244,0,50,527,30,25,0,33,44,39,72,77,529
STATE,DISTRICT,2021-2022,241901,BOLING ISD,3,TRADITIONAL ISD/CSD,1141,486,0,36,597,95,72,-999,60,-999,-999,102,95,1141
STATE,DISTRICT,2021-2022,74903,BONHAM ISD,10,TRADITIONAL ISD/CSD,1887,1020,85,170,1327,315,150,-999,108,17,35,201,299,1887
STATE,DISTRICT,2021-2022,148901,BOOKER ISD,16,TRADITIONAL ISD/CSD,357,190,0,13,253,118,62,-999,14,15,-999,27,36,355
STATE,DISTRICT,2021-2022,17901,BORDEN COUNTY ISD,17,TRADITIONAL ISD/CSD,245,54,0,-999,103,-999,-999,0,14,0,0,15,21,245
STATE,DISTRICT,2021-2022,117901,BORGER ISD,16,TRADITIONAL ISD/CSD,2500,1221,29,192,1372,277,98,18,130,0,18,203,340,1707
STATE,DISTRICT,2021-2022,161923,BOSQUEVILLE ISD,12,TRADITIONAL ISD/CSD,702,181,0,77,278,25,22,0,57,0,-999,66,118,702
STATE,DISTRICT,2021-2022,185901,BOVINA ISD,16,TRADITIONAL ISD/CSD,458,281,0,43,386,128,126,0,26,-999,0,16,69,458
STATE,DISTRICT,2021-2022,169901,BOWIE ISD,9,TRADITIONAL ISD/CSD,1689,819,0,195,902,123,106,12,123,13,78,220,259,1689
STATE,DISTRICT,2021-2022,249902,BOYD ISD,11,TRADITIONAL ISD/CSD,1232,504,0,90,688,65,57,-999,49,10,65,187,122,654
STATE,DISTRICT,2021-2022,180901,BOYS RANCH ISD,16,TRADITIONAL ISD/CSD,178,127,0,13,126,-999,-999,0,17,0,-999,25,36,178
STATE,DISTRICT,2021-2022,136901,BRACKETT ISD,20,TRADITIONAL ISD/CSD,532,238,0,33,328,23,19,0,21,0,-999,59,81,531
STATE,DISTRICT,2021-2022,160901,BRADY ISD,15,TRADITIONAL ISD/CSD,966,394,0,85,667,34,30,11,59,-999,25,117,132,966
STATE,DISTRICT,2021-2022,8903,BRAZOS ISD,6,TRADITIONAL ISD/CSD,768,327,0,79,448,129,115,0,38,-999,24,90,111,303
STATE,DISTRICT,2021-2022,213801,BRAZOS RIVER CHARTER SCHOOL,11,OPEN ENROLLMENT CHARTER,182,138,-999,-999,99,-999,-999,0,0,0,-999,19,42,182
STATE,DISTRICT,2021-2022,21803,BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,6,OPEN ENROLLMENT CHARTER,330,158,0,-999,329,106,105,0,0,0,-999,-999,27,230
STATE,DISTRICT,2021-2022,20905,BRAZOSPORT ISD,4,TRADITIONAL ISD/CSD,11478,5767,617,531,8215,1479,695,27,1253,209,342,763,1537,6510
STATE,DISTRICT,2021-2022,215901,BRECKENRIDGE ISD,14,TRADITIONAL ISD/CSD,1417,787,0,113,922,116,75,-999,83,30,0,123,205,687
STATE,DISTRICT,2021-2022,198901,BREMOND ISD,6,TRADITIONAL ISD/CSD,498,215,0,35,247,21,17,-999,19,-999,-999,44,48,248
STATE,DISTRICT,2021-2022,239901,BRENHAM ISD,6,TRADITIONAL ISD/CSD,4881,2101,134,319,2595,631,396,-999,300,33,54,369,746,1634
STATE,DISTRICT,2021-2022,181901,BRIDGE CITY ISD,5,TRADITIONAL ISD/CSD,3106,851,0,115,1267,198,166,10,45,55,93,253,365,3106
STATE,DISTRICT,2021-2022,249903,BRIDGEPORT ISD,11,TRADITIONAL ISD/CSD,2031,1118,33,111,1276,571,334,14,75,39,98,207,286,1414
STATE,DISTRICT,2021-2022,57851,BRIDGEWAY PREPARATORY ACADEMY,10,OPEN ENROLLMENT CHARTER,96,43,0,0,59,33,31,0,0,0,0,0,19,0
STATE,DISTRICT,2021-2022,203902,BROADDUS ISD,7,TRADITIONAL ISD/CSD,365,98,0,20,294,15,15,-999,36,-999,-999,36,57,365
STATE,DISTRICT,2021-2022,184909,BROCK ISD,11,TRADITIONAL ISD/CSD,2005,392,0,147,138,32,32,-999,110,0,39,206,166,531
STATE,DISTRICT,2021-2022,41901,BRONTE ISD,15,TRADITIONAL ISD/CSD,238,106,0,27,119,-999,-999,0,25,-999,-999,24,34,238
STATE,DISTRICT,2021-2022,121902,BROOKELAND ISD,5,TRADITIONAL ISD/CSD,369,104,0,71,187,0,0,-999,0,0,10,63,47,369
STATE,DISTRICT,2021-2022,25908,BROOKESMITH ISD,15,TRADITIONAL ISD/CSD,191,100,0,-999,132,-999,-999,49,-999,-999,-999,11,44,143
STATE,DISTRICT,2021-2022,15830,BROOKS ACADEMIES OF TEXAS,20,OPEN ENROLLMENT CHARTER,3141,926,55,98,1998,216,192,-999,257,0,114,191,449,1430
STATE,DISTRICT,2021-2022,24901,BROOKS COUNTY ISD,1,TRADITIONAL ISD/CSD,1342,842,0,47,1245,32,30,-999,36,-999,0,45,197,1342
STATE,DISTRICT,2021-2022,223901,BROWNFIELD ISD,17,TRADITIONAL ISD/CSD,1641,1005,0,58,1410,144,142,-999,66,25,33,83,249,1641
STATE,DISTRICT,2021-2022,107902,BROWNSBORO ISD,7,TRADITIONAL ISD/CSD,2585,1173,0,237,1542,149,126,15,154,22,116,289,389,2585
STATE,DISTRICT,2021-2022,31901,BROWNSVILLE ISD,1,TRADITIONAL ISD/CSD,38448,29232,7850,2708,34407,14589,5914,100,4068,1003,220,3565,5783,38420
STATE,DISTRICT,2021-2022,25902,BROWNWOOD ISD,15,TRADITIONAL ISD/CSD,3457,1708,0,297,2216,118,117,71,240,37,103,308,473,3456
STATE,DISTRICT,2021-2022,161919,BRUCEVILLE-EDDY ISD,12,TRADITIONAL ISD/CSD,610,300,0,60,339,17,17,0,49,15,0,44,107,398
STATE,DISTRICT,2021-2022,21902,BRYAN ISD,6,TRADITIONAL ISD/CSD,16035,12035,2547,654,12708,4547,1606,43,1345,136,344,1245,2303,10804
STATE,DISTRICT,2021-2022,119901,BRYSON ISD,9,TRADITIONAL ISD/CSD,252,77,0,16,148,-999,-999,0,-999,0,0,25,25,252
STATE,DISTRICT,2021-2022,166907,BUCKHOLTS ISD,12,TRADITIONAL ISD/CSD,140,88,0,-999,123,-999,-999,0,-999,0,0,-999,19,140
STATE,DISTRICT,2021-2022,186901,BUENA VISTA ISD,18,TRADITIONAL ISD/CSD,240,74,0,-999,118,37,37,0,19,0,0,-999,13,240
STATE,DISTRICT,2021-2022,145901,BUFFALO ISD,6,TRADITIONAL ISD/CSD,1026,420,0,39,707,199,191,0,45,0,0,76,114,1026
STATE,DISTRICT,2021-2022,212902,BULLARD ISD,7,TRADITIONAL ISD/CSD,2791,803,0,204,952,78,75,15,199,-999,31,341,361,1505
STATE,DISTRICT,2021-2022,121903,BUNA ISD,5,TRADITIONAL ISD/CSD,1489,788,0,93,683,-999,-999,-999,102,13,21,219,202,687
STATE,DISTRICT,2021-2022,243901,BURKBURNETT ISD,9,TRADITIONAL ISD/CSD,3314,1551,0,190,1659,70,69,10,238,62,749,313,511,3314
STATE,DISTRICT,2021-2022,176901,BURKEVILLE ISD,5,TRADITIONAL ISD/CSD,232,124,0,12,196,0,0,-999,13,-999,-999,27,35,232
STATE,DISTRICT,2021-2022,126902,BURLESON ISD,11,TRADITIONAL ISD/CSD,12746,4896,242,823,4118,911,611,43,786,68,1722,1213,1481,4988
STATE,DISTRICT,2021-2022,27903,BURNET CISD,13,TRADITIONAL ISD/CSD,3277,1724,70,306,1735,305,230,19,111,24,276,443,530,2327
STATE,DISTRICT,2021-2022,71801,BURNHAM WOOD CHARTER SCHOOL DISTRICT,19,OPEN ENROLLMENT CHARTER,1376,817,288,19,669,633,301,-999,0,0,61,31,43,1368
STATE,DISTRICT,2021-2022,239903,BURTON ISD,6,TRADITIONAL ISD/CSD,523,161,0,44,250,27,23,-999,31,-999,-999,66,62,298
STATE,DISTRICT,2021-2022,188904,BUSHLAND ISD,16,TRADITIONAL ISD/CSD,1550,394,0,164,272,15,15,-999,124,-999,217,187,225,541
STATE,DISTRICT,2021-2022,109902,BYNUM ISD,12,TRADITIONAL ISD/CSD,181,35,0,23,105,12,11,0,-999,14,-999,14,43,181
STATE,DISTRICT,2021-2022,116901,CADDO MILLS ISD,10,TRADITIONAL ISD/CSD,2232,774,0,276,780,108,107,-999,79,10,39,326,317,1099
STATE,DISTRICT,2021-2022,178903,CALALLEN ISD,2,TRADITIONAL ISD/CSD,3868,1584,0,134,2005,124,119,-999,236,12,153,335,487,1731
STATE,DISTRICT,2021-2022,26901,CALDWELL ISD,6,TRADITIONAL ISD/CSD,1840,807,44,138,1070,236,84,-999,76,18,15,241,174,1265
STATE,DISTRICT,2021-2022,29901,CALHOUN COUNTY ISD,3,TRADITIONAL ISD/CSD,3576,1753,120,117,2297,490,351,-999,240,99,124,265,401,2531
STATE,DISTRICT,2021-2022,49905,CALLISBURG ISD,11,TRADITIONAL ISD/CSD,1140,259,0,98,405,33,31,-999,53,0,14,110,180,1140
STATE,DISTRICT,2021-2022,198902,CALVERT ISD,6,TRADITIONAL ISD/CSD,142,25,0,-999,129,-999,-999,0,-999,0,0,10,17,142
