SCOPE,AGGREGATION LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,CHARTER STATUS,ALL ENROLLMENT,AT RISK,BILINGUAL,DYSLEXIC,ECONOMICALLY DISADVANTAGED,EMERGENT BILINGUAL/ENGLISH LEARNER,ESL,FOSTER CARE,GIFTED & TALENTED,HOMELESS,MILITARY CONNECTED,SECTION 504,SPECIAL EDUCATION,TITLE I
STATE,DISTRICT,2021-2022,84908,HITCHCOCK ISD,4,TRADITIONAL ISD/CSD,1717,589,0,83,1371,139,129,11,65,117,0,121,222,1560
STATE,DISTRICT,2021-2022,14905,HOLLAND ISD,12,TRADITIONAL ISD/CSD,657,223,0,63,285,14,14,-999,50,-999,-999,85,77,401
STATE,DISTRICT,2021-2022,5902,HOLLIDAY ISD,9,TRADITIONAL ISD/CSD,1128,339,0,81,278,-999,-999,-999,70,-999,44,137,126,513
STATE,DISTRICT,2021-2022,163904,HONDO ISD,20,TRADITIONAL ISD/CSD,1771,841,0,133,1054,52,51,19,88,-999,52,207,216,1771
STATE,DISTRICT,2021-2022,74907,HONEY GROVE ISD,8,TRADITIONAL ISD/CSD,640,214,0,74,386,53,53,-999,36,16,18,83,91,420
STATE,DISTRICT,2021-2022,19902,HOOKS ISD,8,TRADITIONAL ISD/CSD,886,355,0,115,500,24,24,-999,74,13,-999,131,102,886
STATE,DISTRICT,2021-2022,108802,HORIZON MONTESSORI PUBLIC SCHOOLS,1,OPEN ENROLLMENT CHARTER,1392,838,123,31,987,445,-999,0,42,0,13,20,87,1391
STATE,DISTRICT,2021-2022,101878,HOUSTON CLASSICAL CHARTER SCHOOL,4,OPEN ENROLLMENT CHARTER,131,29,0,0,95,-999,0,0,0,0,-999,0,10,131
STATE,DISTRICT,2021-2022,101828,HOUSTON GATEWAY ACADEMY INC,4,OPEN ENROLLMENT CHARTER,2082,1347,324,19,1852,1158,828,0,0,48,-999,30,78,2082
STATE,DISTRICT,2021-2022,101821,HOUSTON HEIGHTS HIGH SCHOOL,4,OPEN ENROLLMENT CHARTER,175,155,0,0,138,0,0,0,0,-999,0,-999,23,175
STATE,DISTRICT,2021-2022,101912,HOUSTON ISD,4,TRADITIONAL ISD/CSD,194607,119619,33563,5563,154078,68205,30641,39,28440,5686,587,7385,16607,177079
STATE,DISTRICT,2021-2022,91905,HOWE ISD,10,TRADITIONAL ISD/CSD,1249,544,0,104,678,133,128,-999,35,-999,54,150,204,879
STATE,DISTRICT,2021-2022,19913,HUBBARD ISD,8,TRADITIONAL ISD/CSD,69,21,0,0,43,11,11,0,-999,0,-999,0,11,69
STATE,DISTRICT,2021-2022,109905,HUBBARD ISD,12,TRADITIONAL ISD/CSD,440,214,0,48,242,-999,-999,0,28,0,27,62,63,440
STATE,DISTRICT,2021-2022,72908,HUCKABAY ISD,11,TRADITIONAL ISD/CSD,305,15,-999,12,68,-999,-999,0,-999,0,0,12,29,303
STATE,DISTRICT,2021-2022,3902,HUDSON ISD,7,TRADITIONAL ISD/CSD,2802,992,0,203,1405,192,62,11,168,11,153,275,336,2793
STATE,DISTRICT,2021-2022,101925,HUFFMAN ISD,4,TRADITIONAL ISD/CSD,3569,1960,110,261,1491,283,158,10,195,28,225,309,535,1646
STATE,DISTRICT,2021-2022,34903,HUGHES SPRINGS ISD,8,TRADITIONAL ISD/CSD,1146,566,0,178,624,59,55,-999,58,-999,-999,179,162,1146
STATE,DISTRICT,2021-2022,146905,HULL-DAISETTA ISD,5,TRADITIONAL ISD/CSD,433,255,0,50,332,-999,-999,-999,12,157,18,60,69,433
STATE,DISTRICT,2021-2022,101913,HUMBLE ISD,4,TRADITIONAL ISD/CSD,48112,25149,1875,3087,20066,5159,2819,104,3549,697,4964,4053,4993,9482
STATE,DISTRICT,2021-2022,133902,HUNT ISD,20,TRADITIONAL ISD/CSD,209,51,0,14,101,26,26,0,18,0,0,17,24,209
STATE,DISTRICT,2021-2022,3904,HUNTINGTON ISD,7,TRADITIONAL ISD/CSD,1615,672,0,124,945,20,20,10,63,-999,11,164,265,1615
STATE,DISTRICT,2021-2022,236902,HUNTSVILLE ISD,6,TRADITIONAL ISD/CSD,15292,9327,123,636,8612,1810,954,22,958,168,181,1246,1648,5893
STATE,DISTRICT,2021-2022,220916,HURST-EULESS-BEDFORD ISD,11,TRADITIONAL ISD/CSD,22874,11780,753,1210,13889,4432,3321,14,1512,559,514,1633,2702,10806
STATE,DISTRICT,2021-2022,246906,HUTTO ISD,13,TRADITIONAL ISD/CSD,8960,4207,663,547,3502,1198,579,22,433,56,637,868,1333,5685
STATE,DISTRICT,2021-2022,152910,IDALOU ISD,17,TRADITIONAL ISD/CSD,1006,247,0,90,324,26,25,-999,66,-999,54,133,111,404
STATE,DISTRICT,2021-2022,108807,IDEA PUBLIC SCHOOLS,1,OPEN ENROLLMENT CHARTER,67988,44742,615,715,56634,27698,2128,-999,0,23,233,1360,5256,67090
STATE,DISTRICT,2021-2022,43801,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,10,OPEN ENROLLMENT CHARTER,1386,155,0,63,125,140,126,0,0,0,-999,119,73,0
STATE,DISTRICT,2021-2022,120905,INDUSTRIAL ISD,3,TRADITIONAL ISD/CSD,1158,305,0,102,373,21,21,0,93,0,-999,140,104,535
STATE,DISTRICT,2021-2022,205903,INGLESIDE ISD,2,TRADITIONAL ISD/CSD,2000,1063,72,165,1510,169,94,-999,51,12,32,164,279,2000
STATE,DISTRICT,2021-2022,133904,INGRAM ISD,20,TRADITIONAL ISD/CSD,1173,522,17,80,811,200,152,-999,89,12,-999,115,176,546
STATE,DISTRICT,2021-2022,15808,INSPIRE ACADEMIES,20,OPEN ENROLLMENT CHARTER,636,174,0,46,383,25,23,31,0,0,-999,75,97,635
STATE,DISTRICT,2021-2022,57830,INSPIRED VISION ACADEMY,10,OPEN ENROLLMENT CHARTER,1271,991,95,60,1215,665,107,0,29,0,-999,43,125,1271
STATE,DISTRICT,2021-2022,57848,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),10,OPEN ENROLLMENT CHARTER,20538,13585,523,455,12632,6780,583,-999,1121,129,1083,957,1308,19168
STATE,DISTRICT,2021-2022,93903,IOLA ISD,6,TRADITIONAL ISD/CSD,545,135,0,31,195,-999,-999,0,24,-999,-999,39,92,545
STATE,DISTRICT,2021-2022,243903,IOWA PARK CISD,9,TRADITIONAL ISD/CSD,1926,692,0,215,725,11,11,13,162,-999,186,287,298,1392
STATE,DISTRICT,2021-2022,208903,IRA ISD,14,TRADITIONAL ISD/CSD,276,77,0,18,73,-999,-999,0,-999,-999,0,19,25,0
STATE,DISTRICT,2021-2022,186903,IRAAN-SHEFFIELD ISD,18,TRADITIONAL ISD/CSD,323,199,0,-999,184,49,49,0,12,0,-999,17,28,323
STATE,DISTRICT,2021-2022,18906,IREDELL ISD,12,TRADITIONAL ISD/CSD,135,48,0,-999,78,-999,-999,0,-999,11,-999,-999,26,135
STATE,DISTRICT,2021-2022,118902,IRION COUNTY ISD,15,TRADITIONAL ISD/CSD,334,103,0,19,130,-999,-999,0,32,17,-999,34,41,334
STATE,DISTRICT,2021-2022,57912,IRVING ISD,10,TRADITIONAL ISD/CSD,32378,21891,7946,1900,27907,15733,7849,27,4515,584,-999,2265,2728,21830
STATE,DISTRICT,2021-2022,70907,ITALY ISD,10,TRADITIONAL ISD/CSD,647,275,0,58,420,68,68,-999,15,-999,-999,66,107,645
STATE,DISTRICT,2021-2022,109907,ITASCA ISD,12,TRADITIONAL ISD/CSD,628,321,0,27,451,109,93,18,49,15,-999,25,72,628
STATE,DISTRICT,2021-2022,119902,JACKSBORO ISD,9,TRADITIONAL ISD/CSD,1078,586,0,132,740,162,67,-999,67,18,27,134,150,763
STATE,DISTRICT,2021-2022,37904,JACKSONVILLE ISD,7,TRADITIONAL ISD/CSD,4743,3779,1076,234,3921,1554,520,28,412,14,-999,474,652,4743
STATE,DISTRICT,2021-2022,246907,JARRELL ISD,13,TRADITIONAL ISD/CSD,2885,1711,123,185,1526,560,190,-999,92,23,133,190,411,1515
STATE,DISTRICT,2021-2022,121904,JASPER ISD,5,TRADITIONAL ISD/CSD,2174,1706,18,83,1737,206,68,-999,104,108,28,338,301,2166
STATE,DISTRICT,2021-2022,132902,JAYTON-GIRARD ISD,17,TRADITIONAL ISD/CSD,171,54,0,10,68,0,0,-999,15,0,0,-999,25,171
STATE,DISTRICT,2021-2022,57819,JEAN MASSIEU ACADEMY,10,OPEN ENROLLMENT CHARTER,202,114,0,-999,162,107,105,-999,0,0,-999,-999,12,202
STATE,DISTRICT,2021-2022,155901,JEFFERSON ISD,8,TRADITIONAL ISD/CSD,1163,603,0,146,859,15,15,0,76,12,0,206,217,1162
STATE,DISTRICT,2021-2022,124901,JIM HOGG COUNTY ISD,1,TRADITIONAL ISD/CSD,1078,683,0,23,940,76,62,0,122,-999,35,64,116,1070
STATE,DISTRICT,2021-2022,221911,JIM NED CISD,14,TRADITIONAL ISD/CSD,1578,390,0,54,318,10,-999,11,125,-999,158,110,191,387
STATE,DISTRICT,2021-2022,210902,JOAQUIN ISD,7,TRADITIONAL ISD/CSD,682,317,0,90,410,49,47,-999,26,-999,27,90,169,317
STATE,DISTRICT,2021-2022,16901,JOHNSON CITY ISD,13,TRADITIONAL ISD/CSD,697,198,0,62,218,54,54,0,30,-999,20,67,87,286
STATE,DISTRICT,2021-2022,50909,JONESBORO ISD,12,TRADITIONAL ISD/CSD,339,-999,0,28,153,0,0,0,-999,-999,-999,22,35,339
STATE,DISTRICT,2021-2022,126905,JOSHUA ISD,11,TRADITIONAL ISD/CSD,5880,2714,284,426,3118,744,464,16,164,21,358,591,683,2142
STATE,DISTRICT,2021-2022,7902,JOURDANTON ISD,20,TRADITIONAL ISD/CSD,1570,748,0,108,868,48,45,-999,69,-999,12,191,231,1126
STATE,DISTRICT,2021-2022,15822,JUBILEE ACADEMIES,20,OPEN ENROLLMENT CHARTER,5764,4316,561,244,4826,1497,489,-999,358,52,97,389,482,5764
STATE,DISTRICT,2021-2022,15916,JUDSON ISD,20,TRADITIONAL ISD/CSD,24536,17426,1064,1593,16843,2696,1297,175,1289,298,2820,1595,3479,14827
STATE,DISTRICT,2021-2022,134901,JUNCTION ISD,15,TRADITIONAL ISD/CSD,639,324,0,40,409,29,29,0,55,0,-999,52,88,639
STATE,DISTRICT,2021-2022,102901,KARNACK ISD,7,TRADITIONAL ISD/CSD,134,81,0,-999,121,-999,-999,0,10,0,-999,11,14,134
STATE,DISTRICT,2021-2022,128901,KARNES CITY ISD,20,TRADITIONAL ISD/CSD,1053,657,0,51,742,67,52,0,87,11,26,64,158,1052
STATE,DISTRICT,2021-2022,105801,KATHERINE ANNE PORTER SCHOOL,13,OPEN ENROLLMENT CHARTER,74,72,0,-999,-999,0,0,0,-999,0,10,-999,11,74
STATE,DISTRICT,2021-2022,101914,KATY ISD,4,TRADITIONAL ISD/CSD,88368,36438,4385,5262,35147,18465,13136,110,7339,565,3914,4610,11921,15018
STATE,DISTRICT,2021-2022,129903,KAUFMAN ISD,10,TRADITIONAL ISD/CSD,4103,2076,188,234,3148,978,474,29,278,95,36,330,488,1892
STATE,DISTRICT,2021-2022,126906,KEENE ISD,11,TRADITIONAL ISD/CSD,1021,510,0,55,677,188,118,0,48,-999,30,64,113,1020
STATE,DISTRICT,2021-2022,220907,KELLER ISD,11,TRADITIONAL ISD/CSD,34813,11304,826,2915,9030,3649,2133,12,2944,140,4295,4257,4291,6371
STATE,DISTRICT,2021-2022,242905,KELTON ISD,16,TRADITIONAL ISD/CSD,137,44,0,13,92,-999,-999,0,16,0,-999,18,17,137
STATE,DISTRICT,2021-2022,129904,KEMP ISD,10,TRADITIONAL ISD/CSD,1692,692,28,119,1093,286,234,-999,77,-999,13,203,270,1691
STATE,DISTRICT,2021-2022,131001,KENEDY COUNTY WIDE CSD,2,TRADITIONAL ISD/CSD,101,41,0,16,51,-999,-999,0,11,0,14,11,15,101
STATE,DISTRICT,2021-2022,128902,KENEDY ISD,3,TRADITIONAL ISD/CSD,733,366,0,52,605,51,51,0,37,-999,-999,52,106,729
STATE,DISTRICT,2021-2022,113906,KENNARD ISD,6,TRADITIONAL ISD/CSD,247,122,0,20,153,-999,-999,0,22,-999,-999,20,40,247
STATE,DISTRICT,2021-2022,220914,KENNEDALE ISD,11,TRADITIONAL ISD/CSD,2840,1445,78,184,1286,342,264,19,282,21,115,312,257,2839
STATE,DISTRICT,2021-2022,175907,KERENS ISD,12,TRADITIONAL ISD/CSD,552,293,0,79,410,49,39,-999,25,0,-999,78,64,552
STATE,DISTRICT,2021-2022,248901,KERMIT ISD,18,TRADITIONAL ISD/CSD,1271,728,104,24,938,268,161,-999,39,17,0,43,147,1271
STATE,DISTRICT,2021-2022,133903,KERRVILLE ISD,20,TRADITIONAL ISD/CSD,4814,2314,97,347,2579,389,201,18,404,48,10,579,593,3341
STATE,DISTRICT,2021-2022,105803,KI CHARTER ACADEMY,13,OPEN ENROLLMENT CHARTER,281,278,0,-999,279,0,0,0,0,0,0,44,129,281
STATE,DISTRICT,2021-2022,92902,KILGORE ISD,7,TRADITIONAL ISD/CSD,3887,2200,431,251,2963,783,435,19,160,30,25,436,278,1826
STATE,DISTRICT,2021-2022,14906,KILLEEN ISD,12,TRADITIONAL ISD/CSD,43882,25644,1203,2836,27146,4899,3362,231,1362,262,12183,4761,6345,26861
STATE,DISTRICT,2021-2022,137901,KINGSVILLE ISD,2,TRADITIONAL ISD/CSD,2805,1753,0,54,2226,99,89,-999,57,-999,42,128,424,2805
STATE,DISTRICT,2021-2022,227820,KIPP TEXAS PUBLIC SCHOOLS,4,OPEN ENROLLMENT CHARTER,32321,14779,0,490,29449,12187,321,102,0,1113,300,923,2810,32321
STATE,DISTRICT,2021-2022,121905,KIRBYVILLE CISD,5,TRADITIONAL ISD/CSD,1452,625,0,58,1004,29,29,19,92,21,12,208,214,716
STATE,DISTRICT,2021-2022,101915,KLEIN ISD,4,TRADITIONAL ISD/CSD,53294,28679,3589,2718,27273,10079,5227,268,3236,109,855,3665,6177,7161
STATE,DISTRICT,2021-2022,58905,KLONDIKE ISD,17,TRADITIONAL ISD/CSD,260,47,0,-999,59,15,14,-999,-999,0,15,-999,21,260
STATE,DISTRICT,2021-2022,232901,KNIPPA ISD,20,TRADITIONAL ISD/CSD,412,59,0,16,132,16,16,-999,36,0,0,39,42,412
STATE,DISTRICT,2021-2022,138902,KNOX CITY-O'BRIEN CISD,9,TRADITIONAL ISD/CSD,228,101,0,22,152,22,22,-999,0,12,-999,24,39,228
STATE,DISTRICT,2021-2022,18907,KOPPERL ISD,12,TRADITIONAL ISD/CSD,179,63,0,20,114,-999,-999,0,15,0,-999,15,34,179
STATE,DISTRICT,2021-2022,100903,KOUNTZE ISD,5,TRADITIONAL ISD/CSD,1127,543,0,85,664,45,45,-999,80,27,0,121,184,781
STATE,DISTRICT,2021-2022,219905,KRESS ISD,16,TRADITIONAL ISD/CSD,271,149,0,36,177,17,-999,0,-999,-999,0,30,21,271
STATE,DISTRICT,2021-2022,61905,KRUM ISD,11,TRADITIONAL ISD/CSD,2217,1146,122,151,727,310,163,-999,112,10,104,272,347,626
STATE,DISTRICT,2021-2022,57839,LA ACADEMIA DE ESTRELLAS,10,OPEN ENROLLMENT CHARTER,985,829,144,47,879,686,474,0,29,0,0,51,116,985
STATE,DISTRICT,2021-2022,71807,LA FE PREPARATORY SCHOOL,19,OPEN ENROLLMENT CHARTER,190,172,183,0,186,171,0,0,0,0,-999,-999,11,190
STATE,DISTRICT,2021-2022,31905,LA FERIA ISD,1,TRADITIONAL ISD/CSD,2911,1501,264,95,2496,432,151,-999,158,52,39,144,386,2911
STATE,DISTRICT,2021-2022,125906,LA GLORIA ISD,2,TRADITIONAL ISD/CSD,94,-999,0,0,54,0,0,0,-999,0,0,0,11,94
STATE,DISTRICT,2021-2022,75902,LA GRANGE ISD,13,TRADITIONAL ISD/CSD,1873,827,69,76,999,319,196,-999,120,14,135,123,268,1285
STATE,DISTRICT,2021-2022,108912,LA JOYA ISD,1,TRADITIONAL ISD/CSD,24163,21323,6557,902,22520,13989,6994,18,2438,221,117,1182,2685,23768
STATE,DISTRICT,2021-2022,101916,LA PORTE ISD,4,TRADITIONAL ISD/CSD,6938,3049,268,341,3654,786,536,30,579,117,26,490,904,6937
STATE,DISTRICT,2021-2022,254902,LA PRYOR ISD,20,TRADITIONAL ISD/CSD,485,278,0,17,439,21,20,0,26,0,-999,38,65,485
STATE,DISTRICT,2021-2022,161906,LA VEGA ISD,12,TRADITIONAL ISD/CSD,3091,2147,286,289,2857,743,392,10,99,39,24,360,276,2152
STATE,DISTRICT,2021-2022,247903,LA VERNIA ISD,20,TRADITIONAL ISD/CSD,3363,1111,86,199,786,119,88,-999,268,0,186,334,422,180
STATE,DISTRICT,2021-2022,108914,LA VILLA ISD,1,TRADITIONAL ISD/CSD,560,418,32,60,519,109,43,0,49,51,-999,48,57,560
STATE,DISTRICT,2021-2022,15913,LACKLAND ISD,20,TRADITIONAL ISD/CSD,911,243,0,23,123,20,16,0,84,-999,836,57,101,66
STATE,DISTRICT,2021-2022,227912,LAGO VISTA ISD,13,TRADITIONAL ISD/CSD,1808,291,0,85,397,123,122,0,124,-999,19,150,209,99
STATE,DISTRICT,2021-2022,61912,LAKE DALLAS ISD,11,TRADITIONAL ISD/CSD,4004,1890,79,432,1763,470,337,10,320,15,31,640,501,2687
STATE,DISTRICT,2021-2022,111801,LAKE GRANBURY ACADEMY CHARTER SCHOOL,11,OPEN ENROLLMENT CHARTER,51,51,0,0,51,-999,-999,0,0,0,0,-999,-999,50
STATE,DISTRICT,2021-2022,227913,LAKE TRAVIS ISD,13,TRADITIONAL ISD/CSD,11345,2706,280,560,1097,813,509,17,989,31,50,1291,1224,804
STATE,DISTRICT,2021-2022,220910,LAKE WORTH ISD,11,TRADITIONAL ISD/CSD,3634,2347,261,67,3155,874,555,-999,132,47,159,182,403,3634
STATE,DISTRICT,2021-2022,79901,LAMAR CISD,4,TRADITIONAL ISD/CSD,39579,17697,1195,1095,19667,6962,5137,121,3308,347,38,2569,5424,15619
STATE,DISTRICT,2021-2022,58906,LAMESA ISD,17,TRADITIONAL ISD/CSD,1610,979,0,150,1349,77,75,-999,96,28,21,167,225,1610
STATE,DISTRICT,2021-2022,141901,LAMPASAS ISD,12,TRADITIONAL ISD/CSD,3423,1687,0,331,2059,131,118,32,217,42,961,427,599,1631
STATE,DISTRICT,2021-2022,57913,LANCASTER ISD,10,TRADITIONAL ISD/CSD,7096,4915,301,124,5911,706,392,52,597,187,313,249,646,7096
STATE,DISTRICT,2021-2022,201903,LANEVILLE ISD,7,TRADITIONAL ISD/CSD,156,97,0,-999,131,23,23,-999,-999,0,-999,14,24,156
STATE,DISTRICT,2021-2022,107910,LAPOYNOR ISD,7,TRADITIONAL ISD/CSD,491,168,0,24,257,-999,-999,0,26,-999,0,32,50,465
STATE,DISTRICT,2021-2022,240901,LAREDO ISD,1,TRADITIONAL ISD/CSD,19757,13790,5660,648,19063,10892,4556,18,2866,322,14,1028,1965,19650
STATE,DISTRICT,2021-2022,245901,LASARA ISD,1,TRADITIONAL ISD/CSD,327,77,0,0,284,47,45,0,29,0,-999,-999,37,327
STATE,DISTRICT,2021-2022,113905,LATEXO ISD,6,TRADITIONAL ISD/CSD,489,210,0,30,237,25,24,0,35,-999,30,46,64,488
STATE,DISTRICT,2021-2022,185904,LAZBUDDIE ISD,16,TRADITIONAL ISD/CSD,164,86,0,12,113,33,18,0,-999,0,0,15,24,164
STATE,DISTRICT,2021-2022,61804,LEADERSHIP PREP SCHOOL,10,OPEN ENROLLMENT CHARTER,1344,338,0,47,51,76,74,0,85,0,-999,133,112,0
STATE,DISTRICT,2021-2022,193902,LEAKEY ISD,20,TRADITIONAL ISD/CSD,329,124,0,24,192,15,16,-999,13,0,0,28,53,329
STATE,DISTRICT,2021-2022,246913,LEANDER ISD,13,TRADITIONAL ISD/CSD,41780,13648,1256,1921,7746,4027,3029,58,8474,87,420,4034,5599,6034
STATE,DISTRICT,2021-2022,19914,LEARY ISD,8,TRADITIONAL ISD/CSD,105,38,0,-999,103,0,0,0,-999,0,0,-999,10,105
STATE,DISTRICT,2021-2022,90902,LEFORS ISD,16,TRADITIONAL ISD/CSD,177,94,0,-999,86,-999,-999,0,-999,0,0,14,30,177
STATE,DISTRICT,2021-2022,57846,LEGACY PREPARATORY,10,OPEN ENROLLMENT CHARTER,1464,786,90,45,1170,610,35,0,69,30,20,51,119,1464
STATE,DISTRICT,2021-2022,101874,LEGACY SCHOOL OF SPORT SCIENCES,4,OPEN ENROLLMENT CHARTER,370,141,0,-999,257,0,0,0,0,-999,0,28,17,370
STATE,DISTRICT,2021-2022,15806,LEGACY TRADITIONAL SCHOOLS - TEXAS,20,OPEN ENROLLMENT CHARTER,353,307,0,17,318,86,66,0,0,-999,-999,30,37,353
STATE,DISTRICT,2021-2022,187906,LEGGETT ISD,6,TRADITIONAL ISD/CSD,219,22,0,19,180,-999,-999,0,-999,0,0,17,28,219
STATE,DISTRICT,2021-2022,145911,LEON ISD,6,TRADITIONAL ISD/CSD,717,290,0,62,400,106,100,0,32,-999,29,79,67,405
STATE,DISTRICT,2021-2022,74909,LEONARD ISD,10,TRADITIONAL ISD/CSD,827,373,0,66,374,52,48,-999,49,10,16,108,106,382
STATE,DISTRICT,2021-2022,110902,LEVELLAND ISD,17,TRADITIONAL ISD/CSD,2756,1557,21,172,2018,255,112,16,124,28,24,205,516,2756
STATE,DISTRICT,2021-2022,201904,LEVERETTS CHAPEL ISD,7,TRADITIONAL ISD/CSD,245,145,0,15,182,65,65,0,0,0,-999,25,34,245
STATE,DISTRICT,2021-2022,61902,LEWISVILLE ISD,11,TRADITIONAL ISD/CSD,49205,20761,3529,2996,16486,9615,6225,63,5555,603,915,3661,8148,19660
STATE,DISTRICT,2021-2022,144902,LEXINGTON ISD,13,TRADITIONAL ISD/CSD,1093,484,0,123,412,50,51,-999,62,0,11,146,145,1093
STATE,DISTRICT,2021-2022,246908,LIBERTY HILL ISD,13,TRADITIONAL ISD/CSD,6840,2351,45,424,1409,367,301,39,469,19,206,658,866,407
STATE,DISTRICT,2021-2022,146906,LIBERTY ISD,5,TRADITIONAL ISD/CSD,2248,1286,186,107,1400,439,179,17,174,16,37,167,314,2248
STATE,DISTRICT,2021-2022,19908,LIBERTY-EYLAU ISD,8,TRADITIONAL ISD/CSD,2131,1497,0,98,1786,59,58,-999,64,-999,-999,179,321,1513
STATE,DISTRICT,2021-2022,57807,LIFE SCHOOL,10,OPEN ENROLLMENT CHARTER,5558,3113,25,263,3629,563,301,14,282,10,339,330,672,5558
STATE,DISTRICT,2021-2022,15825,LIGHTHOUSE PUBLIC SCHOOLS,20,OPEN ENROLLMENT CHARTER,409,326,0,22,371,116,116,-999,12,21,18,28,51,409
STATE,DISTRICT,2021-2022,212903,LINDALE ISD,7,TRADITIONAL ISD/CSD,4268,1365,0,329,2124,170,68,12,325,21,119,453,671,4268
STATE,DISTRICT,2021-2022,34905,LINDEN-KILDARE CISD,8,TRADITIONAL ISD/CSD,638,239,0,49,438,37,37,0,48,0,21,79,94,638
STATE,DISTRICT,2021-2022,49907,LINDSAY ISD,11,TRADITIONAL ISD/CSD,490,82,0,36,73,-999,0,0,38,0,29,22,75,75
STATE,DISTRICT,2021-2022,72909,LINGLEVILLE ISD,11,TRADITIONAL ISD/CSD,284,86,0,24,125,57,57,0,35,-999,21,32,30,284
STATE,DISTRICT,2021-2022,111902,LIPAN ISD,11,TRADITIONAL ISD/CSD,448,169,0,18,228,14,15,-999,15,-999,-999,39,41,448
STATE,DISTRICT,2021-2022,181908,LITTLE CYPRESS-MAURICEVILLE CISD,5,TRADITIONAL ISD/CSD,3233,1620,0,172,1632,89,85,23,116,11,-999,363,493,1466
STATE,DISTRICT,2021-2022,61914,LITTLE ELM ISD,11,TRADITIONAL ISD/CSD,8287,4325,840,410,3770,1655,1029,23,563,42,126,676,889,5338
STATE,DISTRICT,2021-2022,140904,LITTLEFIELD ISD,17,TRADITIONAL ISD/CSD,1235,557,0,59,930,106,106,-999,42,-999,31,70,141,1235
STATE,DISTRICT,2021-2022,187907,LIVINGSTON ISD,6,TRADITIONAL ISD/CSD,4023,1733,82,135,2349,401,237,-999,150,97,-999,385,538,1999
STATE,DISTRICT,2021-2022,150901,LLANO ISD,13,TRADITIONAL ISD/CSD,1881,968,0,111,1228,229,223,15,88,13,135,144,236,940
STATE,DISTRICT,2021-2022,28902,LOCKHART ISD,13,TRADITIONAL ISD/CSD,6128,4696,773,246,4745,2011,907,20,317,78,-999,591,738,2868
STATE,DISTRICT,2021-2022,77902,LOCKNEY ISD,17,TRADITIONAL ISD/CSD,433,279,0,59,350,24,24,0,28,0,20,66,46,189
STATE,DISTRICT,2021-2022,160905,LOHN ISD,15,TRADITIONAL ISD/CSD,125,98,0,-999,85,-999,0,0,-999,-999,-999,-999,22,125
STATE,DISTRICT,2021-2022,141902,LOMETA ISD,12,TRADITIONAL ISD/CSD,317,125,0,34,247,45,42,-999,-999,26,10,34,36,292
STATE,DISTRICT,2021-2022,178906,LONDON ISD,2,TRADITIONAL ISD/CSD,1428,276,0,78,206,13,-999,-999,140,0,24,131,71,20
STATE,DISTRICT,2021-2022,116906,LONE OAK ISD,10,TRADITIONAL ISD/CSD,1027,350,0,70,496,35,35,30,76,-999,-999,124,171,443
STATE,DISTRICT,2021-2022,43802,LONE STAR LANGUAGE ACADEMY,10,OPEN ENROLLMENT CHARTER,146,14,0,-999,-999,14,13,0,0,0,0,-999,-999,0
STATE,DISTRICT,2021-2022,92903,LONGVIEW ISD,7,TRADITIONAL ISD/CSD,8236,4495,842,339,7009,1810,920,-999,460,39,122,514,795,8219
STATE,DISTRICT,2021-2022,83902,LOOP ISD,17,TRADITIONAL ISD/CSD,151,76,0,-999,71,15,15,0,-999,0,-999,10,13,151
STATE,DISTRICT,2021-2022,168902,LORAINE ISD,14,TRADITIONAL ISD/CSD,135,59,0,-999,82,-999,-999,0,11,-999,0,-999,25,134
STATE,DISTRICT,2021-2022,161907,LORENA ISD,12,TRADITIONAL ISD/CSD,1766,612,0,180,500,35,30,12,137,0,42,244,186,813
STATE,DISTRICT,2021-2022,54902,LORENZO ISD,17,TRADITIONAL ISD/CSD,237,139,0,17,194,20,20,-999,-999,-999,0,18,29,237
STATE,DISTRICT,2021-2022,31906,LOS FRESNOS CISD,1,TRADITIONAL ISD/CSD,10355,6142,1226,742,8274,2273,883,17,738,49,234,793,1464,10355
STATE,DISTRICT,2021-2022,241906,LOUISE ISD,3,TRADITIONAL ISD/CSD,518,155,0,13,330,68,68,0,13,0,0,35,43,376
STATE,DISTRICT,2021-2022,43919,LOVEJOY ISD,10,TRADITIONAL ISD/CSD,4345,563,0,259,185,51,48,-999,804,-999,88,560,393,600
STATE,DISTRICT,2021-2022,113903,LOVELADY ISD,6,TRADITIONAL ISD/CSD,504,121,0,44,267,-999,-999,-999,30,0,0,58,74,271
STATE,DISTRICT,2021-2022,152901,LUBBOCK ISD,17,TRADITIONAL ISD/CSD,25659,12350,585,1163,18482,1514,1036,133,2058,412,315,1847,3523,24816
STATE,DISTRICT,2021-2022,152906,LUBBOCK-COOPER ISD,17,TRADITIONAL ISD/CSD,7592,2516,85,538,2821,286,168,15,382,91,144,743,859,3105
STATE,DISTRICT,2021-2022,127905,LUEDERS-AVOCA ISD,14,TRADITIONAL ISD/CSD,99,38,0,-999,79,0,0,0,-999,10,0,12,24,72
STATE,DISTRICT,2021-2022,3903,LUFKIN ISD,7,TRADITIONAL ISD/CSD,7360,4886,775,521,6297,1498,595,38,951,183,69,608,936,3626
