SCOPE,AGGREGATION LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,CHARTER STATUS,ALL ENROLLMENT,AT RISK,BILINGUAL,DYSLEXIC,ECONOMICALLY DISADVANTAGED,EMERGENT BILINGUAL/ENGLISH LEARNER,ESL,FOSTER CARE,GIFTED & TALENTED,HOMELESS,MILITARY CONNECTED,SECTION 504,SPECIAL EDUCATION,TITLE I
STATE,DISTRICT,2022-2023,201903,LANEVILLE ISD,7,TRADITIONAL ISD/CSD,150,87,0,-999,109,23,23,-999,-999,-999,-999,-999,25,150
STATE,DISTRICT,2022-2023,107910,LAPOYNOR ISD,7,TRADITIONAL ISD/CSD,491,198,0,27,259,-999,-999,0,26,0,-999,36,66,491
STATE,DISTRICT,2022-2023,240901,LAREDO ISD,1,TRADITIONAL ISD/CSD,20932,15236,6474,744,20319,11902,4886,13,3132,384,11,1091,2159,20927
STATE,DISTRICT,2022-2023,245901,LASARA ISD,1,TRADITIONAL ISD/CSD,351,203,-999,-999,301,56,53,0,27,0,-999,13,39,351
STATE,DISTRICT,2022-2023,113905,LATEXO ISD,6,TRADITIONAL ISD/CSD,497,201,0,25,280,29,28,-999,30,0,21,46,66,497
STATE,DISTRICT,2022-2023,185904,LAZBUDDIE ISD,16,TRADITIONAL ISD/CSD,130,72,0,13,90,27,11,0,-999,0,-999,13,16,130
STATE,DISTRICT,2022-2023,61804,LEADERSHIP PREP SCHOOL,10,OPEN ENROLLMENT CHARTER,1351,436,0,62,37,102,98,0,100,-999,-999,128,119,0
STATE,DISTRICT,2022-2023,193902,LEAKEY ISD,20,TRADITIONAL ISD/CSD,361,45,0,26,186,18,18,0,-999,0,0,26,59,361
STATE,DISTRICT,2022-2023,246913,LEANDER ISD,13,TRADITIONAL ISD/CSD,42415,15356,1444,1958,8440,4891,3776,42,8724,116,374,4040,5975,4129
STATE,DISTRICT,2022-2023,19914,LEARY ISD,8,TRADITIONAL ISD/CSD,93,36,0,-999,91,0,0,0,-999,0,0,-999,10,93
STATE,DISTRICT,2022-2023,90902,LEFORS ISD,16,TRADITIONAL ISD/CSD,187,70,0,-999,115,-999,-999,0,14,0,0,15,35,187
STATE,DISTRICT,2022-2023,57846,LEGACY PREPARATORY,10,OPEN ENROLLMENT CHARTER,1383,766,89,40,1006,632,23,0,62,16,30,69,114,1383
STATE,DISTRICT,2022-2023,101874,LEGACY SCHOOL OF SPORT SCIENCES,4,OPEN ENROLLMENT CHARTER,447,223,0,18,320,14,12,-999,0,-999,-999,30,37,447
STATE,DISTRICT,2022-2023,15806,LEGACY TRADITIONAL SCHOOLS - TEXAS,20,OPEN ENROLLMENT CHARTER,931,293,0,0,462,98,94,-999,0,15,236,-999,91,931
STATE,DISTRICT,2022-2023,187906,LEGGETT ISD,6,TRADITIONAL ISD/CSD,223,22,0,20,185,-999,-999,0,15,0,0,16,38,223
STATE,DISTRICT,2022-2023,145911,LEON ISD,6,TRADITIONAL ISD/CSD,766,287,0,52,432,115,109,0,30,-999,34,68,89,421
STATE,DISTRICT,2022-2023,74909,LEONARD ISD,10,TRADITIONAL ISD/CSD,814,324,0,76,483,50,43,0,48,14,-999,107,104,363
STATE,DISTRICT,2022-2023,110902,LEVELLAND ISD,17,TRADITIONAL ISD/CSD,2691,1468,14,241,2055,271,109,18,148,20,23,220,528,2691
STATE,DISTRICT,2022-2023,201904,LEVERETTS CHAPEL ISD,7,TRADITIONAL ISD/CSD,234,147,0,17,167,66,66,0,0,0,-999,24,34,234
STATE,DISTRICT,2022-2023,61902,LEWISVILLE ISD,11,TRADITIONAL ISD/CSD,49060,21892,3407,3268,18295,10363,6732,44,5588,677,789,3611,8780,19237
STATE,DISTRICT,2022-2023,144902,LEXINGTON ISD,13,TRADITIONAL ISD/CSD,1084,507,0,138,437,67,68,-999,59,-999,-999,145,168,1084
STATE,DISTRICT,2022-2023,246908,LIBERTY HILL ISD,13,TRADITIONAL ISD/CSD,7869,2833,34,559,1724,581,400,34,656,23,269,747,1108,237
STATE,DISTRICT,2022-2023,146906,LIBERTY ISD,5,TRADITIONAL ISD/CSD,2398,1460,189,144,1627,463,183,13,157,28,19,171,363,2398
STATE,DISTRICT,2022-2023,19908,LIBERTY-EYLAU ISD,8,TRADITIONAL ISD/CSD,2003,1303,0,111,1746,55,52,0,82,-999,-999,160,329,1471
STATE,DISTRICT,2022-2023,57807,LIFE SCHOOL,10,OPEN ENROLLMENT CHARTER,5498,2814,20,321,3714,590,191,-999,263,34,367,349,796,5498
STATE,DISTRICT,2022-2023,15825,LIGHTHOUSE PUBLIC SCHOOLS,20,OPEN ENROLLMENT CHARTER,422,359,0,23,376,119,116,0,-999,12,15,18,75,422
STATE,DISTRICT,2022-2023,212903,LINDALE ISD,7,TRADITIONAL ISD/CSD,4469,1333,0,367,1999,187,85,15,305,40,340,433,786,4469
STATE,DISTRICT,2022-2023,34905,LINDEN-KILDARE CISD,8,TRADITIONAL ISD/CSD,660,303,0,65,484,38,38,0,41,-999,26,77,108,660
STATE,DISTRICT,2022-2023,49907,LINDSAY ISD,11,TRADITIONAL ISD/CSD,486,88,0,39,38,-999,0,0,38,0,26,21,74,-999
STATE,DISTRICT,2022-2023,72909,LINGLEVILLE ISD,11,TRADITIONAL ISD/CSD,282,105,0,25,149,56,56,0,36,0,20,31,31,282
STATE,DISTRICT,2022-2023,111902,LIPAN ISD,11,TRADITIONAL ISD/CSD,467,156,0,23,255,20,20,0,16,-999,13,45,48,467
STATE,DISTRICT,2022-2023,181908,LITTLE CYPRESS-MAURICEVILLE CISD,5,TRADITIONAL ISD/CSD,3340,1635,0,347,1706,128,121,18,135,13,-999,405,549,1542
STATE,DISTRICT,2022-2023,61914,LITTLE ELM ISD,11,TRADITIONAL ISD/CSD,8351,4447,904,414,4036,1770,1087,17,634,46,77,691,959,5366
STATE,DISTRICT,2022-2023,140904,LITTLEFIELD ISD,17,TRADITIONAL ISD/CSD,1203,662,0,72,883,113,109,-999,67,-999,26,76,163,1203
STATE,DISTRICT,2022-2023,187907,LIVINGSTON ISD,6,TRADITIONAL ISD/CSD,4061,1466,65,127,2657,427,256,-999,154,59,-999,361,624,2025
STATE,DISTRICT,2022-2023,150901,LLANO ISD,13,TRADITIONAL ISD/CSD,1937,1023,0,131,1327,262,219,-999,95,-999,144,135,285,962
STATE,DISTRICT,2022-2023,28902,LOCKHART ISD,13,TRADITIONAL ISD/CSD,6443,4743,818,288,4706,2267,730,26,323,100,-999,622,835,3031
STATE,DISTRICT,2022-2023,77902,LOCKNEY ISD,17,TRADITIONAL ISD/CSD,407,247,0,47,323,20,20,0,32,0,24,56,47,181
STATE,DISTRICT,2022-2023,160905,LOHN ISD,15,TRADITIONAL ISD/CSD,131,90,0,10,105,-999,0,0,-999,-999,0,16,25,131
STATE,DISTRICT,2022-2023,141902,LOMETA ISD,12,TRADITIONAL ISD/CSD,276,151,0,30,232,42,38,-999,-999,18,13,33,46,276
STATE,DISTRICT,2022-2023,178906,LONDON ISD,2,TRADITIONAL ISD/CSD,1578,242,0,77,275,24,18,0,132,-999,26,133,93,14
STATE,DISTRICT,2022-2023,116906,LONE OAK ISD,10,TRADITIONAL ISD/CSD,1083,465,0,86,490,41,41,28,83,0,-999,156,174,489
STATE,DISTRICT,2022-2023,43802,LONE STAR LANGUAGE ACADEMY,10,OPEN ENROLLMENT CHARTER,174,32,0,-999,-999,32,32,0,0,0,0,-999,12,0
STATE,DISTRICT,2022-2023,92903,LONGVIEW ISD,7,TRADITIONAL ISD/CSD,8274,4405,628,388,7096,1953,966,-999,650,35,82,496,923,8255
STATE,DISTRICT,2022-2023,83902,LOOP ISD,17,TRADITIONAL ISD/CSD,157,66,0,-999,90,15,-999,0,-999,0,-999,-999,15,157
STATE,DISTRICT,2022-2023,168902,LORAINE ISD,14,TRADITIONAL ISD/CSD,140,58,0,-999,87,-999,-999,0,-999,-999,0,-999,27,140
STATE,DISTRICT,2022-2023,161907,LORENA ISD,12,TRADITIONAL ISD/CSD,1807,672,0,194,559,38,37,11,150,-999,76,243,227,853
STATE,DISTRICT,2022-2023,54902,LORENZO ISD,17,TRADITIONAL ISD/CSD,239,145,0,18,191,22,22,0,-999,-999,-999,19,35,239
STATE,DISTRICT,2022-2023,31906,LOS FRESNOS CISD,1,TRADITIONAL ISD/CSD,10565,5682,1533,770,8510,2438,990,18,771,64,283,768,1694,10565
STATE,DISTRICT,2022-2023,241906,LOUISE ISD,3,TRADITIONAL ISD/CSD,534,165,0,23,363,70,70,-999,14,0,0,37,45,375
STATE,DISTRICT,2022-2023,43919,LOVEJOY ISD,10,TRADITIONAL ISD/CSD,4254,491,0,264,168,61,55,-999,804,-999,121,534,394,580
STATE,DISTRICT,2022-2023,113903,LOVELADY ISD,6,TRADITIONAL ISD/CSD,538,129,0,57,263,-999,-999,-999,32,0,0,63,74,285
STATE,DISTRICT,2022-2023,152901,LUBBOCK ISD,17,TRADITIONAL ISD/CSD,25247,12215,598,1295,18417,1585,1109,107,2164,583,294,1868,3961,24436
STATE,DISTRICT,2022-2023,152906,LUBBOCK-COOPER ISD,17,TRADITIONAL ISD/CSD,7750,2528,86,540,2809,323,267,-999,409,143,126,759,961,3182
STATE,DISTRICT,2022-2023,127905,LUEDERS-AVOCA ISD,14,TRADITIONAL ISD/CSD,101,37,0,10,80,-999,-999,0,-999,-999,-999,17,23,78
STATE,DISTRICT,2022-2023,3903,LUFKIN ISD,7,TRADITIONAL ISD/CSD,7164,4730,369,598,6243,1525,547,20,919,266,89,679,991,3564
STATE,DISTRICT,2022-2023,28903,LULING ISD,13,TRADITIONAL ISD/CSD,1416,852,0,61,1120,196,195,-999,81,21,-999,102,186,1416
STATE,DISTRICT,2022-2023,100907,LUMBERTON ISD,5,TRADITIONAL ISD/CSD,4195,1579,0,303,1558,109,105,-999,207,19,42,517,584,1374
STATE,DISTRICT,2022-2023,57805,LUMIN EDUCATION,10,OPEN ENROLLMENT CHARTER,223,160,0,-999,151,98,96,0,0,-999,0,-999,23,223
STATE,DISTRICT,2022-2023,245902,LYFORD CISD,1,TRADITIONAL ISD/CSD,1396,804,0,52,1124,125,120,0,113,39,52,93,174,1396
STATE,DISTRICT,2022-2023,7904,LYTLE ISD,20,TRADITIONAL ISD/CSD,1810,951,0,57,1355,273,265,12,56,-999,184,123,220,1309
STATE,DISTRICT,2022-2023,129905,MABANK ISD,10,TRADITIONAL ISD/CSD,3904,1893,0,274,2548,326,125,28,262,14,127,411,565,3904
STATE,DISTRICT,2022-2023,154901,MADISONVILLE CISD,6,TRADITIONAL ISD/CSD,2431,814,0,72,1784,429,429,-999,21,-999,-999,136,257,2431
STATE,DISTRICT,2022-2023,170906,MAGNOLIA ISD,6,TRADITIONAL ISD/CSD,14046,5823,770,1234,6718,2666,1212,23,841,12,680,1336,2009,2955
STATE,DISTRICT,2022-2023,107906,MALAKOFF ISD,7,TRADITIONAL ISD/CSD,1433,612,0,87,1029,92,86,-999,73,0,61,114,195,1425
STATE,DISTRICT,2022-2023,109908,MALONE ISD,12,TRADITIONAL ISD/CSD,128,92,0,-999,111,74,43,0,-999,28,0,-999,20,0
STATE,DISTRICT,2022-2023,19910,MALTA ISD,8,TRADITIONAL ISD/CSD,220,50,0,19,103,0,0,0,24,0,0,-999,28,220
STATE,DISTRICT,2022-2023,57844,MANARA ACADEMY,10,OPEN ENROLLMENT CHARTER,493,304,0,-999,284,273,271,0,0,0,0,11,32,493
STATE,DISTRICT,2022-2023,227907,MANOR ISD,13,TRADITIONAL ISD/CSD,9255,7671,990,317,6589,4175,1168,26,970,169,64,477,1009,4610
STATE,DISTRICT,2022-2023,220908,MANSFIELD ISD,11,TRADITIONAL ISD/CSD,35722,14135,1091,1644,17271,4952,3636,76,2416,151,1641,2565,4116,17232
STATE,DISTRICT,2022-2023,22902,MARATHON ISD,18,TRADITIONAL ISD/CSD,59,13,0,-999,36,0,0,0,-999,0,0,-999,-999,59
STATE,DISTRICT,2022-2023,27904,MARBLE FALLS ISD,13,TRADITIONAL ISD/CSD,4063,2276,255,243,2730,928,485,64,278,131,29,398,691,4014
STATE,DISTRICT,2022-2023,189901,MARFA ISD,18,TRADITIONAL ISD/CSD,233,142,0,-999,113,39,38,0,-999,0,-999,-999,36,233
STATE,DISTRICT,2022-2023,94904,MARION ISD,20,TRADITIONAL ISD/CSD,1527,487,0,133,644,109,90,26,112,-999,60,122,260,1061
STATE,DISTRICT,2022-2023,73903,MARLIN ISD,12,TRADITIONAL ISD/CSD,926,683,0,36,919,160,33,-999,16,0,-999,23,101,925
STATE,DISTRICT,2022-2023,102902,MARSHALL ISD,7,TRADITIONAL ISD/CSD,5057,3128,169,138,4039,1049,271,35,353,59,131,287,441,5057
STATE,DISTRICT,2022-2023,161908,MART ISD,12,TRADITIONAL ISD/CSD,588,254,0,43,416,23,19,-999,45,-999,0,62,68,588
STATE,DISTRICT,2022-2023,234905,MARTINS MILL ISD,7,TRADITIONAL ISD/CSD,495,203,0,56,243,57,57,-999,39,0,0,66,59,494
STATE,DISTRICT,2022-2023,174909,MARTINSVILLE ISD,7,TRADITIONAL ISD/CSD,323,160,0,32,209,28,27,0,31,-999,-999,34,42,321
STATE,DISTRICT,2022-2023,157901,MASON ISD,15,TRADITIONAL ISD/CSD,709,280,0,70,335,76,76,-999,114,12,14,78,81,709
STATE,DISTRICT,2022-2023,158904,MATAGORDA ISD,3,TRADITIONAL ISD/CSD,89,64,0,-999,61,-999,-999,0,-999,-999,0,10,12,89
STATE,DISTRICT,2022-2023,205904,MATHIS ISD,2,TRADITIONAL ISD/CSD,1485,686,0,51,1266,16,10,11,66,22,-999,132,232,1485
STATE,DISTRICT,2022-2023,19903,MAUD ISD,8,TRADITIONAL ISD/CSD,476,159,0,56,269,-999,-999,0,30,-999,-999,77,60,476
STATE,DISTRICT,2022-2023,25905,MAY ISD,15,TRADITIONAL ISD/CSD,254,65,0,12,159,15,15,0,19,-999,-999,12,43,120
STATE,DISTRICT,2022-2023,70915,MAYPEARL ISD,10,TRADITIONAL ISD/CSD,1212,427,0,136,503,91,89,-999,71,28,32,134,164,849
STATE,DISTRICT,2022-2023,108906,MCALLEN ISD,1,TRADITIONAL ISD/CSD,20399,12030,3707,1787,14787,7338,3756,28,2347,290,81,2036,2925,19531
STATE,DISTRICT,2022-2023,231901,MCCAMEY ISD,18,TRADITIONAL ISD/CSD,505,280,0,24,344,40,35,0,23,0,-999,22,72,505
STATE,DISTRICT,2022-2023,11905,MCDADE ISD,13,TRADITIONAL ISD/CSD,356,123,0,32,184,84,82,-999,18,25,-999,35,59,356
STATE,DISTRICT,2022-2023,161909,MCGREGOR ISD,12,TRADITIONAL ISD/CSD,1503,678,28,116,956,190,-999,-999,71,25,30,111,186,746
STATE,DISTRICT,2022-2023,43907,MCKINNEY ISD,10,TRADITIONAL ISD/CSD,23342,7405,1238,2174,8222,3279,2110,25,2869,316,1276,3263,3597,3825
STATE,DISTRICT,2022-2023,90903,MCLEAN ISD,16,TRADITIONAL ISD/CSD,198,46,0,16,128,-999,-999,0,0,0,0,21,34,198
STATE,DISTRICT,2022-2023,34906,MCLEOD ISD,8,TRADITIONAL ISD/CSD,414,211,0,70,238,0,0,0,45,-999,0,87,55,414
STATE,DISTRICT,2022-2023,162904,MCMULLEN COUNTY ISD,2,TRADITIONAL ISD/CSD,282,90,0,28,82,-999,-999,0,27,0,0,34,24,0
STATE,DISTRICT,2022-2023,223902,MEADOW ISD,17,TRADITIONAL ISD/CSD,253,114,0,14,181,15,-999,-999,14,0,-999,22,34,253
STATE,DISTRICT,2022-2023,130801,MEADOWLAND CHARTER DISTRICT,20,OPEN ENROLLMENT CHARTER,68,46,0,0,60,-999,-999,40,0,0,0,12,35,68
STATE,DISTRICT,2022-2023,10901,MEDINA ISD,20,TRADITIONAL ISD/CSD,246,132,0,-999,161,-999,-999,0,16,69,-999,23,37,246
STATE,DISTRICT,2022-2023,163908,MEDINA VALLEY ISD,20,TRADITIONAL ISD/CSD,7823,3453,269,317,4348,557,242,36,471,45,1729,601,1230,7823
STATE,DISTRICT,2022-2023,43908,MELISSA ISD,10,TRADITIONAL ISD/CSD,5654,1561,0,406,1020,511,338,-999,343,82,109,557,836,1248
STATE,DISTRICT,2022-2023,96904,MEMPHIS ISD,16,TRADITIONAL ISD/CSD,432,210,0,58,355,65,55,-999,43,-999,-999,55,101,432
STATE,DISTRICT,2022-2023,164901,MENARD ISD,15,TRADITIONAL ISD/CSD,288,135,0,16,196,13,11,0,14,-999,-999,23,37,288
STATE,DISTRICT,2022-2023,108907,MERCEDES ISD,1,TRADITIONAL ISD/CSD,4457,3374,437,262,4084,1398,640,27,518,13,20,317,516,4457
STATE,DISTRICT,2022-2023,18902,MERIDIAN ISD,12,TRADITIONAL ISD/CSD,357,157,0,42,250,25,24,0,54,-999,-999,45,66,355
STATE,DISTRICT,2022-2023,246801,MERIDIAN WORLD SCHOOL LLC,13,OPEN ENROLLMENT CHARTER,1690,391,0,74,139,207,118,0,0,0,14,160,155,0
STATE,DISTRICT,2022-2023,221904,MERKEL ISD,14,TRADITIONAL ISD/CSD,1140,428,0,59,623,28,17,14,46,21,61,92,234,579
STATE,DISTRICT,2022-2023,57914,MESQUITE ISD,10,TRADITIONAL ISD/CSD,38356,26062,4843,3844,31888,12896,7198,115,2770,772,1268,3733,5612,38349
STATE,DISTRICT,2022-2023,147903,MEXIA ISD,12,TRADITIONAL ISD/CSD,1864,1140,105,107,1542,389,106,-999,57,28,46,179,312,1852
STATE,DISTRICT,2022-2023,101855,MEYERPARK ELEMENTARY,4,OPEN ENROLLMENT CHARTER,274,126,0,-999,219,-999,-999,0,0,0,0,-999,20,274
STATE,DISTRICT,2022-2023,62906,MEYERSVILLE ISD,3,TRADITIONAL ISD/CSD,150,25,0,-999,55,-999,-999,-999,10,0,-999,10,11,150
STATE,DISTRICT,2022-2023,197902,MIAMI ISD,16,TRADITIONAL ISD/CSD,206,30,0,24,76,-999,-999,-999,10,-999,0,29,19,206
STATE,DISTRICT,2022-2023,165802,MIDLAND ACADEMY CHARTER SCHOOL,18,OPEN ENROLLMENT CHARTER,385,107,0,-999,170,16,15,0,30,-999,0,15,21,385
STATE,DISTRICT,2022-2023,165901,MIDLAND ISD,18,TRADITIONAL ISD/CSD,27842,16502,1796,1226,15405,4823,2926,30,1215,287,495,1343,2858,24496
STATE,DISTRICT,2022-2023,70908,MIDLOTHIAN ISD,10,TRADITIONAL ISD/CSD,10990,4552,144,839,3269,526,364,29,613,84,434,1207,1576,1997
STATE,DISTRICT,2022-2023,39905,MIDWAY ISD,9,TRADITIONAL ISD/CSD,131,21,0,16,72,-999,-999,0,-999,15,11,-999,29,131
STATE,DISTRICT,2022-2023,161903,MIDWAY ISD,12,TRADITIONAL ISD/CSD,8739,2656,0,566,3268,380,346,31,984,15,617,876,1199,1363
STATE,DISTRICT,2022-2023,166903,MILANO ISD,6,TRADITIONAL ISD/CSD,403,150,0,31,214,23,23,-999,35,0,28,42,28,403
STATE,DISTRICT,2022-2023,175910,MILDRED ISD,12,TRADITIONAL ISD/CSD,848,364,0,60,433,42,28,-999,58,-999,56,90,91,848
STATE,DISTRICT,2022-2023,200902,MILES ISD,15,TRADITIONAL ISD/CSD,512,184,0,55,208,46,46,-999,39,14,22,68,55,279
STATE,DISTRICT,2022-2023,70909,MILFORD ISD,10,TRADITIONAL ISD/CSD,247,164,0,17,187,49,33,0,16,0,-999,22,37,247
STATE,DISTRICT,2022-2023,112907,MILLER GROVE ISD,8,TRADITIONAL ISD/CSD,317,157,0,33,152,14,14,0,-999,20,26,37,41,317
STATE,DISTRICT,2022-2023,184904,MILLSAP ISD,11,TRADITIONAL ISD/CSD,1099,324,0,105,519,39,39,-999,68,18,99,138,154,767
STATE,DISTRICT,2022-2023,250903,MINEOLA ISD,7,TRADITIONAL ISD/CSD,1643,742,69,112,1101,205,67,18,69,30,75,183,221,1643
STATE,DISTRICT,2022-2023,182903,MINERAL WELLS ISD,11,TRADITIONAL ISD/CSD,3352,2025,124,240,2585,528,286,10,113,44,93,365,486,1915
STATE,DISTRICT,2022-2023,108908,MISSION CISD,1,TRADITIONAL ISD/CSD,14502,10903,2263,670,12568,5620,3274,17,1691,10,179,1144,1499,14502
STATE,DISTRICT,2022-2023,238902,MONAHANS-WICKETT-PYOTE ISD,18,TRADITIONAL ISD/CSD,2197,955,71,279,1204,260,176,-999,77,-999,0,169,426,2197
STATE,DISTRICT,2022-2023,169908,MONTAGUE ISD,9,TRADITIONAL ISD/CSD,151,43,0,14,72,-999,0,-999,-999,0,0,17,27,151
STATE,DISTRICT,2022-2023,108915,MONTE ALTO ISD,1,TRADITIONAL ISD/CSD,865,586,143,29,788,304,149,0,12,20,-999,42,83,863
STATE,DISTRICT,2022-2023,227826,MONTESSORI FOR ALL,13,OPEN ENROLLMENT CHARTER,456,210,0,15,227,109,23,0,0,0,-999,27,42,454
STATE,DISTRICT,2022-2023,170903,MONTGOMERY ISD,6,TRADITIONAL ISD/CSD,9748,3024,134,759,2735,303,194,13,696,14,806,1097,1121,1790
STATE,DISTRICT,2022-2023,161910,MOODY ISD,12,TRADITIONAL ISD/CSD,722,353,0,58,456,70,43,0,52,14,26,94,134,722
STATE,DISTRICT,2022-2023,209902,MORAN ISD,14,TRADITIONAL ISD/CSD,106,70,0,10,95,0,0,-999,-999,14,0,15,24,106
STATE,DISTRICT,2022-2023,18903,MORGAN ISD,12,TRADITIONAL ISD/CSD,152,62,0,12,127,18,-999,0,-999,0,-999,-999,30,152
STATE,DISTRICT,2022-2023,72910,MORGAN MILL ISD,11,TRADITIONAL ISD/CSD,117,32,0,-999,58,0,0,0,15,0,-999,-999,-999,117
STATE,DISTRICT,2022-2023,40901,MORTON ISD,17,TRADITIONAL ISD/CSD,353,242,0,17,292,84,46,-999,19,-999,-999,19,50,353
STATE,DISTRICT,2022-2023,173901,MOTLEY COUNTY ISD,17,TRADITIONAL ISD/CSD,166,58,0,15,107,0,0,0,17,0,12,14,21,165
STATE,DISTRICT,2022-2023,143902,MOULTON ISD,3,TRADITIONAL ISD/CSD,304,99,0,-999,158,39,36,0,11,0,0,24,65,166
STATE,DISTRICT,2022-2023,109910,MOUNT CALM ISD,12,TRADITIONAL ISD/CSD,168,59,0,10,129,-999,-999,0,-999,0,-999,15,31,166
STATE,DISTRICT,2022-2023,201907,MOUNT ENTERPRISE ISD,7,TRADITIONAL ISD/CSD,496,204,0,35,328,27,27,0,26,0,-999,40,75,496
STATE,DISTRICT,2022-2023,225902,MOUNT PLEASANT ISD,8,TRADITIONAL ISD/CSD,5186,3787,501,618,4261,2562,558,19,409,38,100,645,826,2871
STATE,DISTRICT,2022-2023,80901,MOUNT VERNON ISD,8,TRADITIONAL ISD/CSD,1571,839,65,159,1072,227,133,-999,104,25,81,196,221,1570
STATE,DISTRICT,2022-2023,49902,MUENSTER ISD,11,TRADITIONAL ISD/CSD,563,126,0,23,128,-999,-999,0,15,-999,-999,11,91,563
STATE,DISTRICT,2022-2023,9901,MULESHOE ISD,17,TRADITIONAL ISD/CSD,1347,784,293,20,1206,454,160,12,37,0,-999,44,194,1347
STATE,DISTRICT,2022-2023,167902,MULLIN ISD,12,TRADITIONAL ISD/CSD,193,100,0,-999,180,15,12,26,-999,0,-999,10,64,101
STATE,DISTRICT,2022-2023,198906,MUMFORD ISD,6,TRADITIONAL ISD/CSD,600,210,0,17,382,121,115,0,118,0,0,21,55,364
STATE,DISTRICT,2022-2023,138903,MUNDAY CISD,9,TRADITIONAL ISD/CSD,409,145,0,25,243,20,20,0,14,-999,-999,66,65,409
STATE,DISTRICT,2022-2023,107908,MURCHISON ISD,7,TRADITIONAL ISD/CSD,175,79,0,28,114,17,17,0,13,0,-999,21,30,175
STATE,DISTRICT,2022-2023,174904,NACOGDOCHES ISD,7,TRADITIONAL ISD/CSD,5943,4192,361,152,5023,1713,547,31,254,60,23,288,816,4110
STATE,DISTRICT,2022-2023,163903,NATALIA ISD,20,TRADITIONAL ISD/CSD,1170,559,0,79,865,120,107,-999,54,23,64,90,180,578
STATE,DISTRICT,2022-2023,94903,NAVARRO ISD,20,TRADITIONAL ISD/CSD,2180,772,0,163,862,117,108,19,144,10,308,205,309,711
STATE,DISTRICT,2022-2023,93904,NAVASOTA ISD,6,TRADITIONAL ISD/CSD,2977,1793,-999,252,2358,765,311,11,126,102,-999,217,520,1401
STATE,DISTRICT,2022-2023,35903,NAZARETH ISD,16,TRADITIONAL ISD/CSD,250,34,0,19,52,-999,-999,0,12,0,-999,20,23,250
STATE,DISTRICT,2022-2023,1906,NECHES ISD,7,TRADITIONAL ISD/CSD,310,104,0,10,174,-999,-999,-999,22,-999,50,30,38,309
STATE,DISTRICT,2022-2023,123905,NEDERLAND ISD,5,TRADITIONAL ISD/CSD,5029,2048,81,295,2486,683,421,18,327,13,99,532,695,2132
STATE,DISTRICT,2022-2023,79906,NEEDVILLE ISD,4,TRADITIONAL ISD/CSD,3553,1408,0,226,1581,385,382,0,121,-999,139,305,529,2486
STATE,DISTRICT,2022-2023,19905,NEW BOSTON ISD,8,TRADITIONAL ISD/CSD,1154,636,0,101,885,37,37,0,64,0,22,142,202,1154
STATE,DISTRICT,2022-2023,46901,NEW BRAUNFELS ISD,20,TRADITIONAL ISD/CSD,9745,3765,548,512,3886,943,516,27,797,132,556,1034,1282,2391
STATE,DISTRICT,2022-2023,170908,NEW CANEY ISD,6,TRADITIONAL ISD/CSD,18344,12067,2841,1496,13598,6231,2352,65,986,141,564,1700,2103,8704
STATE,DISTRICT,2022-2023,152902,NEW DEAL ISD,17,TRADITIONAL ISD/CSD,757,424,0,72,537,26,26,-999,38,-999,-999,100,89,275
STATE,DISTRICT,2022-2023,230906,NEW DIANA ISD,7,TRADITIONAL ISD/CSD,1186,323,0,69,504,17,17,-999,57,0,16,130,89,574
STATE,DISTRICT,2022-2023,15805,NEW FRONTIERS PUBLIC SCHOOLS INC,20,OPEN ENROLLMENT CHARTER,171,74,0,12,116,16,16,0,0,-999,-999,23,-999,171
STATE,DISTRICT,2022-2023,153905,NEW HOME ISD,17,TRADITIONAL ISD/CSD,626,101,0,34,79,12,12,0,48,0,-999,61,36,626
STATE,DISTRICT,2022-2023,37908,NEW SUMMERFIELD ISD,7,TRADITIONAL ISD/CSD,515,351,0,57,419,262,85,0,17,0,0,63,49,515
STATE,DISTRICT,2022-2023,236901,NEW WAVERLY ISD,6,TRADITIONAL ISD/CSD,1065,346,0,92,565,35,20,0,67,20,87,150,135,482
STATE,DISTRICT,2022-2023,252902,NEWCASTLE ISD,9,TRADITIONAL ISD/CSD,220,79,0,25,142,-999,-999,0,-999,-999,18,24,39,220
STATE,DISTRICT,2022-2023,220817,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,11,OPEN ENROLLMENT CHARTER,2874,1136,0,62,1710,390,350,-999,160,-999,-999,126,160,2874
STATE,DISTRICT,2022-2023,176902,NEWTON ISD,5,TRADITIONAL ISD/CSD,968,498,0,95,750,-999,-999,-999,91,13,49,155,164,717
STATE,DISTRICT,2022-2023,89903,NIXON-SMILEY CISD,13,TRADITIONAL ISD/CSD,1045,580,0,58,871,211,116,-999,92,29,11,88,200,1041
STATE,DISTRICT,2022-2023,169902,NOCONA ISD,9,TRADITIONAL ISD/CSD,804,304,0,57,483,109,94,-999,76,-999,14,71,153,804
STATE,DISTRICT,2022-2023,62902,NORDHEIM ISD,3,TRADITIONAL ISD/CSD,131,38,0,-999,69,0,0,0,-999,0,-999,-999,13,131
STATE,DISTRICT,2022-2023,145906,NORMANGEE ISD,6,TRADITIONAL ISD/CSD,637,200,0,56,334,24,22,0,33,-999,-999,85,92,298
