SCOPE,AGGREGATION LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,CHARTER STATUS,ALL ENROLLMENT,AT RISK,BILINGUAL,CTE,DYSLEXIC,ECONOMICALLY DISADVANTAGED,EMERGENT BILINGUAL/ENGLISH LEARNER,ESL,FOSTER CARE,GIFTED & TALENTED,HOMELESS,MILITARY CONNECTED,SPECIAL EDUCATION,TITLE I
STATE,DISTRICT,2019-2020,92904,PINE TREE ISD,7,TRADITIONAL ISD/CSD,4566,2316,182,1161,161,2874,760,511,20,246,15,31,490,4529
STATE,DISTRICT,2019-2020,3801,PINEYWOODS COMMUNITY ACADEMY,7,OPEN ENROLLMENT CHARTER,1041,434,0,170,49,555,46,46,-999,97,-999,13,95,1040
STATE,DISTRICT,2019-2020,57850,PIONEER TECHNOLOGY & ARTS ACADEMY,10,OPEN ENROLLMENT CHARTER,1248,535,0,511,0,571,241,241,0,153,-999,0,63,798
STATE,DISTRICT,2019-2020,32902,PITTSBURG ISD,8,TRADITIONAL ISD/CSD,2441,997,137,761,68,1880,381,98,-999,108,10,22,265,2441
STATE,DISTRICT,2019-2020,251902,PLAINS ISD,17,TRADITIONAL ISD/CSD,482,262,0,188,16,288,75,75,0,33,30,0,39,482
STATE,DISTRICT,2019-2020,95905,PLAINVIEW ISD,17,TRADITIONAL ISD/CSD,5247,3018,105,1583,303,4216,402,184,29,477,23,25,562,5247
STATE,DISTRICT,2019-2020,43910,PLANO ISD,10,TRADITIONAL ISD/CSD,52629,18181,2570,12625,1700,17276,9599,6709,20,9394,287,-999,6473,13452
STATE,DISTRICT,2019-2020,19912,PLEASANT GROVE ISD,8,TRADITIONAL ISD/CSD,2218,606,0,856,110,768,70,65,-999,289,0,52,245,966
STATE,DISTRICT,2019-2020,7905,PLEASANTON ISD,20,TRADITIONAL ISD/CSD,3572,1587,25,1031,307,2314,136,98,27,143,23,34,463,2550
STATE,DISTRICT,2019-2020,117904,PLEMONS-STINNETT-PHILLIPS CISD,16,TRADITIONAL ISD/CSD,702,208,0,166,56,281,-999,-999,0,48,28,-999,99,702
STATE,DISTRICT,2019-2020,31909,POINT ISABEL ISD,1,TRADITIONAL ISD/CSD,2175,1847,458,656,40,1899,817,273,-999,136,69,13,210,2175
STATE,DISTRICT,2019-2020,61906,PONDER ISD,11,TRADITIONAL ISD/CSD,1579,511,0,559,58,617,176,174,-999,116,-999,27,161,747
STATE,DISTRICT,2019-2020,184901,POOLVILLE ISD,11,TRADITIONAL ISD/CSD,540,205,0,149,20,304,35,35,0,26,0,-999,67,388
STATE,DISTRICT,2019-2020,15801,POR VIDA ACADEMY,20,OPEN ENROLLMENT CHARTER,223,209,0,177,-999,201,-999,-999,0,0,-999,0,29,223
STATE,DISTRICT,2019-2020,178908,PORT ARANSAS ISD,2,TRADITIONAL ISD/CSD,508,137,0,206,50,151,-999,-999,-999,43,0,25,39,508
STATE,DISTRICT,2019-2020,123907,PORT ARTHUR ISD,5,TRADITIONAL ISD/CSD,8310,4113,585,1574,285,6504,2181,1229,-999,305,127,-999,809,7164
STATE,DISTRICT,2019-2020,123908,PORT NECHES-GROVES ISD,5,TRADITIONAL ISD/CSD,5181,1930,16,1467,161,1981,319,298,-999,551,13,-999,502,1936
STATE,DISTRICT,2019-2020,15814,POSITIVE SOLUTIONS CHARTER SCHOOL,20,OPEN ENROLLMENT CHARTER,154,141,0,20,0,126,-999,-999,0,0,0,-999,21,154
STATE,DISTRICT,2019-2020,85902,POST ISD,17,TRADITIONAL ISD/CSD,811,386,0,255,37,545,65,65,0,23,10,-999,118,756
STATE,DISTRICT,2019-2020,7906,POTEET ISD,20,TRADITIONAL ISD/CSD,1640,1053,96,553,105,1239,102,48,0,73,43,-999,162,1637
STATE,DISTRICT,2019-2020,247904,POTH ISD,20,TRADITIONAL ISD/CSD,867,307,0,270,27,318,63,59,-999,76,17,11,116,426
STATE,DISTRICT,2019-2020,91913,POTTSBORO ISD,10,TRADITIONAL ISD/CSD,1446,612,0,491,117,565,15,15,-999,75,16,-999,147,546
STATE,DISTRICT,2019-2020,28906,PRAIRIE LEA ISD,13,TRADITIONAL ISD/CSD,217,98,0,86,10,172,22,21,-999,15,13,0,23,217
STATE,DISTRICT,2019-2020,169909,PRAIRIE VALLEY ISD,9,TRADITIONAL ISD/CSD,150,53,0,60,-999,96,0,0,0,-999,-999,-999,19,68
STATE,DISTRICT,2019-2020,139912,PRAIRILAND ISD,8,TRADITIONAL ISD/CSD,1134,393,0,339,115,579,31,31,-999,80,0,-999,104,1134
STATE,DISTRICT,2019-2020,72801,PREMIER HIGH SCHOOLS,11,OPEN ENROLLMENT CHARTER,5365,4908,0,1591,163,3012,827,580,36,0,83,57,744,3974
STATE,DISTRICT,2019-2020,125905,PREMONT ISD,2,TRADITIONAL ISD/CSD,665,376,0,282,35,611,36,37,0,32,-999,-999,104,665
STATE,DISTRICT,2019-2020,189902,PRESIDIO ISD,18,TRADITIONAL ISD/CSD,1171,730,355,338,0,1114,626,267,0,133,0,0,75,1171
STATE,DISTRICT,2019-2020,167904,PRIDDY ISD,12,TRADITIONAL ISD/CSD,103,24,0,49,-999,65,0,0,-999,-999,-999,-999,15,103
STATE,DISTRICT,2019-2020,43911,PRINCETON ISD,10,TRADITIONAL ISD/CSD,5434,2346,354,1485,159,3281,985,511,29,285,27,43,690,2752
STATE,DISTRICT,2019-2020,98903,PRINGLE-MORSE CISD,16,TRADITIONAL ISD/CSD,110,66,0,0,-999,73,30,30,0,0,-999,0,-999,110
STATE,DISTRICT,2019-2020,14803,PRIORITY CHARTER SCHOOLS,12,OPEN ENROLLMENT CHARTER,793,354,0,201,24,409,33,-999,10,11,26,35,104,793
STATE,DISTRICT,2019-2020,108910,PROGRESO ISD,1,TRADITIONAL ISD/CSD,1700,1088,527,513,-999,1699,930,341,-999,188,0,11,123,1700
STATE,DISTRICT,2019-2020,227824,PROMESA PUBLIC SCHOOLS,13,OPEN ENROLLMENT CHARTER,1010,609,162,28,18,919,389,221,0,0,0,-999,73,0
STATE,DISTRICT,2019-2020,101853,PROMISE COMMUNITY SCHOOL,4,OPEN ENROLLMENT CHARTER,1919,1344,433,0,0,1907,1146,399,-999,0,15,-999,160,1919
STATE,DISTRICT,2019-2020,43912,PROSPER ISD,10,TRADITIONAL ISD/CSD,16857,3428,281,4757,718,1281,957,798,-999,1706,27,232,1727,2351
STATE,DISTRICT,2019-2020,99903,QUANAH ISD,9,TRADITIONAL ISD/CSD,524,245,0,162,26,420,10,10,0,20,-999,-999,97,524
STATE,DISTRICT,2019-2020,34907,QUEEN CITY ISD,8,TRADITIONAL ISD/CSD,1028,516,0,340,97,613,-999,-999,0,74,56,-999,140,1028
STATE,DISTRICT,2019-2020,116908,QUINLAN ISD,10,TRADITIONAL ISD/CSD,2645,1280,20,785,132,1792,355,155,21,103,44,18,321,741
STATE,DISTRICT,2019-2020,250904,QUITMAN ISD,7,TRADITIONAL ISD/CSD,1182,440,0,398,81,747,69,67,-999,68,22,-999,157,1182
STATE,DISTRICT,2019-2020,190903,RAINS ISD,7,TRADITIONAL ISD/CSD,1727,918,0,466,188,1082,118,93,16,134,22,98,233,1727
STATE,DISTRICT,2019-2020,54903,RALLS ISD,17,TRADITIONAL ISD/CSD,496,277,0,138,42,407,15,15,0,-999,-999,0,56,496
STATE,DISTRICT,2019-2020,66005,RAMIREZ CSD,2,TRADITIONAL ISD/CSD,38,32,0,0,-999,36,-999,-999,0,-999,0,0,-999,38
STATE,DISTRICT,2019-2020,234801,RANCH ACADEMY,7,OPEN ENROLLMENT CHARTER,83,83,0,21,-999,44,0,0,0,0,-999,0,20,83
STATE,DISTRICT,2019-2020,15906,RANDOLPH FIELD ISD,20,TRADITIONAL ISD/CSD,1427,243,0,335,42,99,-999,-999,0,148,0,1120,128,64
STATE,DISTRICT,2019-2020,67907,RANGER ISD,14,TRADITIONAL ISD/CSD,368,187,0,127,41,273,14,14,-999,23,-999,0,68,172
STATE,DISTRICT,2019-2020,231902,RANKIN ISD,18,TRADITIONAL ISD/CSD,303,141,0,134,17,143,33,32,0,-999,16,0,29,303
STATE,DISTRICT,2019-2020,161802,RAPOPORT ACADEMY PUBLIC SCHOOL,12,OPEN ENROLLMENT CHARTER,829,443,0,216,63,599,78,48,-999,0,32,39,100,829
STATE,DISTRICT,2019-2020,101806,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,4,OPEN ENROLLMENT CHARTER,1329,901,423,337,-999,1305,734,293,0,43,0,0,82,1329
STATE,DISTRICT,2019-2020,236801,RAVEN SCHOOL,6,OPEN ENROLLMENT CHARTER,43,43,0,43,0,43,-999,-999,10,0,0,0,16,43
STATE,DISTRICT,2019-2020,245903,RAYMONDVILLE ISD,1,TRADITIONAL ISD/CSD,2140,1130,0,638,29,1914,155,128,14,167,55,-999,272,2140
STATE,DISTRICT,2019-2020,192901,REAGAN COUNTY ISD,18,TRADITIONAL ISD/CSD,908,610,0,295,67,548,132,130,0,37,51,-999,94,646
STATE,DISTRICT,2019-2020,19911,RED LICK ISD,8,TRADITIONAL ISD/CSD,523,79,0,0,51,44,-999,-999,0,45,0,12,38,168
STATE,DISTRICT,2019-2020,70911,RED OAK ISD,10,TRADITIONAL ISD/CSD,6067,2974,165,2309,404,2907,732,440,74,467,64,31,732,2608
STATE,DISTRICT,2019-2020,19906,REDWATER ISD,8,TRADITIONAL ISD/CSD,1113,363,0,312,130,469,13,13,-999,114,-999,10,116,1113
STATE,DISTRICT,2019-2020,196903,REFUGIO ISD,3,TRADITIONAL ISD/CSD,704,385,0,169,53,469,36,33,0,17,25,0,93,704
STATE,DISTRICT,2019-2020,101876,REVE PREPARATORY CHARTER SCHOOL,4,OPEN ENROLLMENT CHARTER,66,36,0,0,0,49,18,17,0,0,0,0,-999,0
STATE,DISTRICT,2019-2020,137902,RICARDO ISD,2,TRADITIONAL ISD/CSD,672,197,0,0,-999,331,17,16,0,47,0,20,60,672
STATE,DISTRICT,2019-2020,45903,RICE CISD,3,TRADITIONAL ISD/CSD,1341,691,0,312,43,1063,140,140,-999,51,47,-999,153,1341
STATE,DISTRICT,2019-2020,175911,RICE ISD,12,TRADITIONAL ISD/CSD,947,445,0,253,53,710,202,159,-999,80,-999,27,87,660
STATE,DISTRICT,2019-2020,14801,RICHARD MILBURN ALTER HIGH SCHOOL,20,OPEN ENROLLMENT CHARTER,1921,1867,0,878,62,1447,126,122,-999,0,23,17,240,1921
STATE,DISTRICT,2019-2020,93905,RICHARDS ISD,6,TRADITIONAL ISD/CSD,186,92,0,73,11,88,-999,0,-999,0,-999,0,14,186
STATE,DISTRICT,2019-2020,57916,RICHARDSON ISD,10,TRADITIONAL ISD/CSD,39619,20989,3101,10006,2556,22517,11144,7651,183,3930,504,314,4915,20961
STATE,DISTRICT,2019-2020,57840,RICHLAND COLLEGIATE HIGH SCHOOL,10,OPEN ENROLLMENT CHARTER,527,99,0,458,-999,85,19,18,0,0,-999,0,-999,0
STATE,DISTRICT,2019-2020,206902,RICHLAND SPRINGS ISD,15,TRADITIONAL ISD/CSD,118,40,0,51,12,74,-999,-999,0,-999,-999,0,23,118
STATE,DISTRICT,2019-2020,161912,RIESEL ISD,12,TRADITIONAL ISD/CSD,652,286,0,263,55,300,12,12,-999,90,17,44,70,652
STATE,DISTRICT,2019-2020,214901,RIO GRANDE CITY CISD,1,TRADITIONAL ISD/CSD,10194,8113,4151,3149,462,9601,7713,2102,17,1999,-999,29,1022,10194
STATE,DISTRICT,2019-2020,31911,RIO HONDO ISD,1,TRADITIONAL ISD/CSD,1825,1005,115,749,38,1612,222,45,-999,99,24,19,194,1815
STATE,DISTRICT,2019-2020,126907,RIO VISTA ISD,11,TRADITIONAL ISD/CSD,755,228,0,305,55,457,43,41,0,87,34,19,85,755
STATE,DISTRICT,2019-2020,152802,RISE ACADEMY,17,OPEN ENROLLMENT CHARTER,303,86,0,0,-999,265,-999,0,0,0,-999,-999,40,303
STATE,DISTRICT,2019-2020,67908,RISING STAR ISD,14,TRADITIONAL ISD/CSD,167,65,0,64,-999,118,11,-999,-999,-999,0,-999,17,90
STATE,DISTRICT,2019-2020,188902,RIVER ROAD ISD,16,TRADITIONAL ISD/CSD,1326,549,0,421,81,824,43,39,-999,63,31,-999,193,630
STATE,DISTRICT,2019-2020,194903,RIVERCREST ISD,8,TRADITIONAL ISD/CSD,717,323,0,192,58,434,41,37,-999,65,-999,-999,67,346
STATE,DISTRICT,2019-2020,137903,RIVIERA ISD,2,TRADITIONAL ISD/CSD,428,192,0,257,13,270,13,13,-999,24,-999,54,29,428
STATE,DISTRICT,2019-2020,41902,ROBERT LEE ISD,15,TRADITIONAL ISD/CSD,272,120,0,100,-999,162,-999,-999,-999,-999,-999,-999,36,258
STATE,DISTRICT,2019-2020,161922,ROBINSON ISD,12,TRADITIONAL ISD/CSD,2430,746,0,802,171,928,56,47,-999,95,-999,75,273,2430
STATE,DISTRICT,2019-2020,178909,ROBSTOWN ISD,2,TRADITIONAL ISD/CSD,2760,1663,0,592,36,2391,115,85,-999,225,-999,-999,319,2760
STATE,DISTRICT,2019-2020,76903,ROBY CISD,14,TRADITIONAL ISD/CSD,304,87,0,88,16,140,13,13,-999,12,-999,0,30,304
STATE,DISTRICT,2019-2020,160904,ROCHELLE ISD,15,TRADITIONAL ISD/CSD,203,87,0,47,25,115,0,0,-999,-999,0,-999,25,203
STATE,DISTRICT,2019-2020,166904,ROCKDALE ISD,6,TRADITIONAL ISD/CSD,1490,724,0,493,49,1076,65,65,15,66,27,-999,136,1490
STATE,DISTRICT,2019-2020,69901,ROCKSPRINGS ISD,15,TRADITIONAL ISD/CSD,300,168,0,121,15,193,25,25,-999,18,0,0,49,300
STATE,DISTRICT,2019-2020,199901,ROCKWALL ISD,10,TRADITIONAL ISD/CSD,17007,5687,439,5188,1318,4373,1329,731,44,1339,49,188,1799,3177
STATE,DISTRICT,2019-2020,14907,ROGERS ISD,12,TRADITIONAL ISD/CSD,867,404,0,372,58,431,50,48,14,81,-999,24,74,372
STATE,DISTRICT,2019-2020,214903,ROMA ISD,1,TRADITIONAL ISD/CSD,6127,5021,2753,1989,30,5181,4718,1957,-999,598,0,0,486,6127
STATE,DISTRICT,2019-2020,152908,ROOSEVELT ISD,17,TRADITIONAL ISD/CSD,1060,488,0,291,45,690,39,39,74,48,17,-999,134,763
STATE,DISTRICT,2019-2020,110905,ROPES ISD,17,TRADITIONAL ISD/CSD,485,150,0,151,28,222,11,11,-999,28,-999,-999,29,485
STATE,DISTRICT,2019-2020,177901,ROSCOE COLLEGIATE ISD,14,TRADITIONAL ISD/CSD,642,248,0,289,26,282,58,54,0,26,-999,0,61,353
STATE,DISTRICT,2019-2020,73905,ROSEBUD-LOTT ISD,12,TRADITIONAL ISD/CSD,684,319,0,234,29,491,37,30,0,52,10,-999,103,684
STATE,DISTRICT,2019-2020,76904,ROTAN ISD,14,TRADITIONAL ISD/CSD,255,70,0,105,12,171,-999,-999,-999,13,25,-999,31,255
STATE,DISTRICT,2019-2020,246909,ROUND ROCK ISD,13,TRADITIONAL ISD/CSD,50953,17702,1979,13937,2260,13529,5461,3185,103,5428,537,899,5239,11099
STATE,DISTRICT,2019-2020,75908,ROUND TOP-CARMINE ISD,13,TRADITIONAL ISD/CSD,266,77,0,117,-999,121,32,32,-999,-999,-999,0,24,14
STATE,DISTRICT,2019-2020,237905,ROYAL ISD,4,TRADITIONAL ISD/CSD,2497,1851,574,1044,26,2032,1118,437,-999,63,19,-999,251,2497
STATE,DISTRICT,2019-2020,199902,ROYSE CITY ISD,10,TRADITIONAL ISD/CSD,6600,2359,201,1816,413,2567,700,410,32,552,-999,125,798,2609
STATE,DISTRICT,2019-2020,104903,RULE ISD,14,TRADITIONAL ISD/CSD,132,75,0,51,13,111,-999,-999,0,-999,-999,0,16,132
STATE,DISTRICT,2019-2020,128903,RUNGE ISD,3,TRADITIONAL ISD/CSD,234,152,0,65,-999,191,-999,-999,-999,18,-999,-999,35,234
STATE,DISTRICT,2019-2020,37907,RUSK ISD,7,TRADITIONAL ISD/CSD,2036,861,0,585,98,1293,150,149,21,105,-999,-999,263,1434
STATE,DISTRICT,2019-2020,91914,S AND S CISD,10,TRADITIONAL ISD/CSD,932,414,0,239,60,464,36,36,-999,36,15,-999,123,424
STATE,DISTRICT,2019-2020,232902,SABINAL ISD,20,TRADITIONAL ISD/CSD,445,259,0,137,43,292,20,20,0,36,-999,-999,70,445
STATE,DISTRICT,2019-2020,92906,SABINE ISD,7,TRADITIONAL ISD/CSD,1527,550,0,557,103,734,154,155,-999,132,0,-999,181,1526
STATE,DISTRICT,2019-2020,123913,SABINE PASS ISD,5,TRADITIONAL ISD/CSD,375,34,0,161,-999,214,-999,-999,0,10,26,-999,-999,375
STATE,DISTRICT,2019-2020,169911,SAINT JO ISD,9,TRADITIONAL ISD/CSD,320,113,0,150,15,151,0,0,0,25,-999,10,40,320
STATE,DISTRICT,2019-2020,14908,SALADO ISD,12,TRADITIONAL ISD/CSD,2087,667,0,636,105,538,114,100,30,142,-999,325,175,966
STATE,DISTRICT,2019-2020,112909,SALTILLO ISD,8,TRADITIONAL ISD/CSD,284,95,0,97,-999,175,38,38,0,-999,-999,0,36,282
STATE,DISTRICT,2019-2020,236802,SAM HOUSTON STATE UNIVERSITY CHART,6,OPEN ENROLLMENT CHARTER,360,115,0,0,19,79,17,16,-999,33,-999,-999,29,0
STATE,DISTRICT,2019-2020,74917,SAM RAYBURN ISD,10,TRADITIONAL ISD/CSD,535,85,0,233,35,248,22,19,-999,14,-999,-999,59,296
STATE,DISTRICT,2019-2020,226903,SAN ANGELO ISD,15,TRADITIONAL ISD/CSD,14574,7353,53,2891,196,8333,719,245,85,567,131,706,1629,10359
STATE,DISTRICT,2019-2020,15907,SAN ANTONIO ISD,20,TRADITIONAL ISD/CSD,48532,35105,6896,10801,1728,43355,10057,3061,187,3338,1148,530,5968,46958
STATE,DISTRICT,2019-2020,203901,SAN AUGUSTINE ISD,7,TRADITIONAL ISD/CSD,742,321,0,214,33,647,87,75,-999,27,0,-999,117,741
STATE,DISTRICT,2019-2020,31912,SAN BENITO CISD,1,TRADITIONAL ISD/CSD,10250,5863,1246,3422,181,8918,2291,784,52,411,127,94,1086,10139
STATE,DISTRICT,2019-2020,66902,SAN DIEGO ISD,2,TRADITIONAL ISD/CSD,1529,893,0,559,48,1269,14,11,-999,94,-999,-999,182,1528
STATE,DISTRICT,2019-2020,71904,SAN ELIZARIO ISD,19,TRADITIONAL ISD/CSD,3436,2563,1136,1143,42,3164,1906,502,-999,203,74,-999,420,3436
STATE,DISTRICT,2019-2020,233901,SAN FELIPE-DEL RIO CISD,15,TRADITIONAL ISD/CSD,10331,7052,709,3353,384,7504,1766,289,13,902,110,287,1265,10314
STATE,DISTRICT,2019-2020,214902,SAN ISIDRO ISD,1,TRADITIONAL ISD/CSD,200,45,0,70,0,120,37,37,0,-999,0,-999,35,200
STATE,DISTRICT,2019-2020,105902,SAN MARCOS CISD,13,TRADITIONAL ISD/CSD,8224,4333,742,2229,294,6084,946,347,46,850,98,45,1112,5753
STATE,DISTRICT,2019-2020,245904,SAN PERLITA ISD,1,TRADITIONAL ISD/CSD,250,51,0,104,-999,218,32,30,0,-999,0,-999,22,250
STATE,DISTRICT,2019-2020,206901,SAN SABA ISD,15,TRADITIONAL ISD/CSD,771,330,0,190,55,494,142,138,-999,59,14,-999,82,771
STATE,DISTRICT,2019-2020,22903,SAN VICENTE ISD,18,TRADITIONAL ISD/CSD,14,-999,0,0,-999,0,0,0,0,-999,0,0,0,0
STATE,DISTRICT,2019-2020,58909,SANDS CISD,17,TRADITIONAL ISD/CSD,266,124,0,73,-999,138,35,35,0,25,0,-999,21,266
STATE,DISTRICT,2019-2020,117903,SANFORD-FRITCH ISD,16,TRADITIONAL ISD/CSD,687,324,0,182,25,286,-999,-999,-999,29,18,-999,92,326
STATE,DISTRICT,2019-2020,61908,SANGER ISD,11,TRADITIONAL ISD/CSD,2635,886,27,745,173,1135,232,59,-999,124,95,41,339,2635
STATE,DISTRICT,2019-2020,42903,SANTA ANNA ISD,15,TRADITIONAL ISD/CSD,265,115,0,88,24,263,0,0,-999,24,18,-999,27,265
STATE,DISTRICT,2019-2020,84909,SANTA FE ISD,4,TRADITIONAL ISD/CSD,4528,2299,0,1135,165,2046,234,213,17,201,48,36,544,3193
STATE,DISTRICT,2019-2020,137904,SANTA GERTRUDIS ISD,2,TRADITIONAL ISD/CSD,810,162,0,340,24,354,-999,0,0,150,0,32,31,810
STATE,DISTRICT,2019-2020,31913,SANTA MARIA ISD,1,TRADITIONAL ISD/CSD,649,404,142,263,-999,641,242,94,0,101,0,-999,60,649
STATE,DISTRICT,2019-2020,31914,SANTA ROSA ISD,1,TRADITIONAL ISD/CSD,998,613,67,388,-999,878,192,39,-999,43,-999,26,140,998
STATE,DISTRICT,2019-2020,182904,SANTO ISD,11,TRADITIONAL ISD/CSD,487,134,0,172,27,194,17,17,-999,55,-999,-999,41,230
STATE,DISTRICT,2019-2020,74911,SAVOY ISD,10,TRADITIONAL ISD/CSD,329,78,0,80,-999,157,-999,-999,0,31,12,-999,44,329
STATE,DISTRICT,2019-2020,94902,SCHERTZ-CIBOLO-U CITY ISD,20,TRADITIONAL ISD/CSD,15972,5935,354,5498,819,4638,592,319,77,929,53,5798,1887,2237
STATE,DISTRICT,2019-2020,207901,SCHLEICHER ISD,15,TRADITIONAL ISD/CSD,505,286,0,148,17,308,53,53,-999,31,13,21,32,505
STATE,DISTRICT,2019-2020,15806,SCHOOL OF EXCELLENCE IN EDUCATION,20,OPEN ENROLLMENT CHARTER,473,359,24,156,16,426,96,-999,-999,0,19,-999,38,473
STATE,DISTRICT,2019-2020,15827,SCHOOL OF SCIENCE AND TECHNOLOGY,20,OPEN ENROLLMENT CHARTER,2239,644,0,375,80,1425,454,430,-999,183,28,0,189,1950
STATE,DISTRICT,2019-2020,15831,SCHOOL OF SCIENCE AND TECHNOLOGY D,20,OPEN ENROLLMENT CHARTER,3351,780,0,329,93,2066,520,515,-999,299,24,-999,284,3238
STATE,DISTRICT,2019-2020,75903,SCHULENBURG ISD,13,TRADITIONAL ISD/CSD,723,255,0,223,46,429,83,83,-999,54,-999,-999,129,723
STATE,DISTRICT,2019-2020,129910,SCURRY-ROSSER ISD,10,TRADITIONAL ISD/CSD,1099,392,0,281,74,482,59,58,-999,87,23,-999,141,328
STATE,DISTRICT,2019-2020,83901,SEAGRAVES ISD,17,TRADITIONAL ISD/CSD,554,379,0,164,12,411,131,128,0,36,-999,0,44,554
STATE,DISTRICT,2019-2020,8902,SEALY ISD,6,TRADITIONAL ISD/CSD,2812,1443,241,809,206,1565,444,123,-999,146,10,-999,328,1341
STATE,DISTRICT,2019-2020,178808,SEASHORE CHARTER SCHOOLS,2,OPEN ENROLLMENT CHARTER,496,131,0,15,40,-999,-999,-999,0,44,0,68,40,0
STATE,DISTRICT,2019-2020,94901,SEGUIN ISD,20,TRADITIONAL ISD/CSD,7226,4121,514,1388,262,5104,810,287,33,488,150,15,875,3576
STATE,DISTRICT,2019-2020,83903,SEMINOLE ISD,17,TRADITIONAL ISD/CSD,3038,1394,121,956,147,1631,525,235,14,125,-999,10,265,3001
STATE,DISTRICT,2019-2020,101802,SER-NINOS CHARTER SCHOOL,4,OPEN ENROLLMENT CHARTER,1159,1068,1067,0,0,1101,1038,0,0,0,0,0,63,1159
STATE,DISTRICT,2019-2020,12901,SEYMOUR ISD,9,TRADITIONAL ISD/CSD,579,202,0,238,40,347,-999,0,-999,19,-999,0,72,579
STATE,DISTRICT,2019-2020,152909,SHALLOWATER ISD,17,TRADITIONAL ISD/CSD,1688,618,0,464,117,653,49,49,10,128,13,35,122,718
STATE,DISTRICT,2019-2020,242902,SHAMROCK ISD,16,TRADITIONAL ISD/CSD,401,156,0,126,26,249,15,15,0,-999,0,-999,63,401
STATE,DISTRICT,2019-2020,108911,SHARYLAND ISD,1,TRADITIONAL ISD/CSD,10180,5060,1977,3306,357,6708,2848,841,13,1046,29,82,775,9452
STATE,DISTRICT,2019-2020,210903,SHELBYVILLE ISD,7,TRADITIONAL ISD/CSD,772,331,0,250,44,502,40,40,-999,30,0,-999,102,770
STATE,DISTRICT,2019-2020,101924,SHELDON ISD,4,TRADITIONAL ISD/CSD,10133,7350,1971,3346,264,8375,3212,526,28,522,48,27,872,4953
STATE,DISTRICT,2019-2020,204904,SHEPHERD ISD,6,TRADITIONAL ISD/CSD,2008,1162,54,591,66,1423,357,98,-999,123,92,14,207,1485
STATE,DISTRICT,2019-2020,91906,SHERMAN ISD,10,TRADITIONAL ISD/CSD,7545,4547,595,2029,410,5283,1786,1024,-999,838,333,0,1029,7112
STATE,DISTRICT,2019-2020,143903,SHINER ISD,3,TRADITIONAL ISD/CSD,703,144,0,214,23,209,13,-999,0,14,-999,-999,95,703
STATE,DISTRICT,2019-2020,47905,SIDNEY ISD,14,TRADITIONAL ISD/CSD,147,25,0,60,-999,86,0,0,-999,-999,11,0,20,147
STATE,DISTRICT,2019-2020,115902,SIERRA BLANCA ISD,19,TRADITIONAL ISD/CSD,105,19,0,44,-999,89,-999,-999,0,0,0,0,23,105
STATE,DISTRICT,2019-2020,100904,SILSBEE ISD,5,TRADITIONAL ISD/CSD,2909,1729,0,1017,187,1798,53,53,36,136,141,15,484,2144
STATE,DISTRICT,2019-2020,23902,SILVERTON ISD,16,TRADITIONAL ISD/CSD,184,52,0,66,14,95,14,13,0,18,-999,-999,17,184
STATE,DISTRICT,2019-2020,19909,SIMMS ISD,8,TRADITIONAL ISD/CSD,499,160,0,214,25,268,-999,-999,0,27,0,-999,75,498
STATE,DISTRICT,2019-2020,205906,SINTON ISD,2,TRADITIONAL ISD/CSD,2152,1105,0,732,118,1517,22,21,10,132,-999,-999,314,2130
STATE,DISTRICT,2019-2020,49909,SIVELLS BEND ISD,11,TRADITIONAL ISD/CSD,76,-999,0,0,-999,45,0,0,0,0,0,0,-999,76
STATE,DISTRICT,2019-2020,13905,SKIDMORE-TYNAN ISD,2,TRADITIONAL ISD/CSD,837,387,0,283,28,528,19,10,-999,60,13,-999,108,837
STATE,DISTRICT,2019-2020,152903,SLATON ISD,17,TRADITIONAL ISD/CSD,1356,646,0,435,46,1017,66,32,12,105,14,13,223,1356
STATE,DISTRICT,2019-2020,249908,SLIDELL ISD,11,TRADITIONAL ISD/CSD,313,111,0,96,17,148,34,34,0,19,-999,-999,27,313
STATE,DISTRICT,2019-2020,1909,SLOCUM ISD,7,TRADITIONAL ISD/CSD,382,131,0,160,18,159,-999,-999,-999,15,-999,-999,52,382
STATE,DISTRICT,2019-2020,11904,SMITHVILLE ISD,13,TRADITIONAL ISD/CSD,1854,847,0,436,90,1001,139,136,-999,137,43,87,233,1854
STATE,DISTRICT,2019-2020,110906,SMYER ISD,17,TRADITIONAL ISD/CSD,441,199,0,163,41,213,13,13,-999,35,47,-999,53,441
STATE,DISTRICT,2019-2020,26903,SNOOK ISD,6,TRADITIONAL ISD/CSD,486,120,0,193,19,352,36,36,0,35,-999,-999,67,485
STATE,DISTRICT,2019-2020,208902,SNYDER ISD,14,TRADITIONAL ISD/CSD,2669,1188,153,953,60,1814,316,143,12,138,-999,-999,280,1356
STATE,DISTRICT,2019-2020,71909,SOCORRO ISD,19,TRADITIONAL ISD/CSD,47575,23224,7848,18567,488,34957,11883,4111,109,3184,158,3731,5437,47575
STATE,DISTRICT,2019-2020,15909,SOMERSET ISD,20,TRADITIONAL ISD/CSD,4111,2383,453,1373,154,3362,776,265,25,190,21,13,392,3969
STATE,DISTRICT,2019-2020,26902,SOMERVILLE ISD,6,TRADITIONAL ISD/CSD,545,272,0,198,11,415,39,18,-999,14,17,0,68,377
