SCOPE,AGGREGATION LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,CHARTER STATUS,ALL ENROLLMENT,AT RISK,BILINGUAL,DYSLEXIC,ECONOMICALLY DISADVANTAGED,EMERGENT BILINGUAL/ENGLISH LEARNER,ESL,FOSTER CARE,GIFTED & TALENTED,HOMELESS,MILITARY CONNECTED,SPECIAL EDUCATION,TITLE I
STATE,DISTRICT,2020-2021,49905,CALLISBURG ISD,11,TRADITIONAL ISD/CSD,1131,235,0,81,474,32,28,-999,51,-999,16,170,1131
STATE,DISTRICT,2020-2021,198902,CALVERT ISD,6,TRADITIONAL ISD/CSD,143,27,0,0,135,-999,-999,0,-999,0,0,24,143
STATE,DISTRICT,2020-2021,101837,CALVIN NELMS CHARTER SCHOOLS,4,OPEN ENROLLMENT CHARTER,300,102,0,-999,76,19,18,0,0,0,23,21,0
STATE,DISTRICT,2020-2021,166901,CAMERON ISD,6,TRADITIONAL ISD/CSD,1631,696,14,95,1172,188,146,-999,61,22,28,146,1631
STATE,DISTRICT,2020-2021,116910,CAMPBELL ISD,10,TRADITIONAL ISD/CSD,287,159,0,15,205,27,26,0,17,0,15,69,133
STATE,DISTRICT,2020-2021,106901,CANADIAN ISD,16,TRADITIONAL ISD/CSD,877,282,0,102,393,118,115,0,47,0,0,87,606
STATE,DISTRICT,2020-2021,234902,CANTON ISD,10,TRADITIONAL ISD/CSD,2134,679,0,193,828,78,71,19,111,12,75,202,1507
STATE,DISTRICT,2020-2021,71907,CANUTILLO ISD,19,TRADITIONAL ISD/CSD,6035,3817,1252,93,3805,1916,771,-999,663,108,508,598,6035
STATE,DISTRICT,2020-2021,191901,CANYON ISD,16,TRADITIONAL ISD/CSD,10324,3184,0,455,3092,260,102,53,387,53,142,1253,2423
STATE,DISTRICT,2020-2021,201913,CARLISLE ISD,7,TRADITIONAL ISD/CSD,612,272,0,43,459,225,153,-999,33,0,15,77,612
STATE,DISTRICT,2020-2021,64903,CARRIZO SPRINGS CISD,20,TRADITIONAL ISD/CSD,2066,1155,64,136,1702,126,38,12,159,82,-999,193,2066
STATE,DISTRICT,2020-2021,220919,CARROLL ISD,11,TRADITIONAL ISD/CSD,8324,1022,0,392,98,254,254,-999,2071,-999,161,676,69
STATE,DISTRICT,2020-2021,57903,CARROLLTON-FARMERS BRANCH ISD,10,TRADITIONAL ISD/CSD,24858,13675,2639,701,16790,8277,4884,-999,2361,84,-999,3414,22111
STATE,DISTRICT,2020-2021,183902,CARTHAGE ISD,7,TRADITIONAL ISD/CSD,2653,1023,0,94,1481,218,218,-999,168,-999,41,331,2653
STATE,DISTRICT,2020-2021,220917,CASTLEBERRY ISD,11,TRADITIONAL ISD/CSD,3617,2516,603,125,3081,1308,715,-999,221,-999,37,459,3617
STATE,DISTRICT,2020-2021,1902,CAYUGA ISD,7,TRADITIONAL ISD/CSD,535,187,0,35,202,-999,-999,0,35,-999,-999,78,535
STATE,DISTRICT,2020-2021,57904,CEDAR HILL ISD,10,TRADITIONAL ISD/CSD,7253,2895,270,162,4504,589,233,66,400,0,157,590,4609
STATE,DISTRICT,2020-2021,227817,CEDARS INTERNATIONAL ACADEMY,13,OPEN ENROLLMENT CHARTER,496,263,84,43,398,239,115,0,-999,-999,0,57,380
STATE,DISTRICT,2020-2021,116902,CELESTE ISD,10,TRADITIONAL ISD/CSD,494,131,0,41,255,22,19,-999,24,-999,-999,67,337
STATE,DISTRICT,2020-2021,43903,CELINA ISD,10,TRADITIONAL ISD/CSD,2962,761,109,142,575,210,100,-999,159,21,61,329,803
STATE,DISTRICT,2020-2021,210901,CENTER ISD,7,TRADITIONAL ISD/CSD,2477,1584,124,148,1922,776,476,-999,60,-999,-999,307,2477
STATE,DISTRICT,2020-2021,133901,CENTER POINT ISD,20,TRADITIONAL ISD/CSD,534,287,0,26,346,104,83,0,29,0,-999,77,527
STATE,DISTRICT,2020-2021,145902,CENTERVILLE ISD,6,TRADITIONAL ISD/CSD,646,176,0,88,283,19,19,0,14,29,-999,67,365
STATE,DISTRICT,2020-2021,228904,CENTERVILLE ISD,6,TRADITIONAL ISD/CSD,139,-999,0,-999,90,0,0,-999,-999,0,0,20,139
STATE,DISTRICT,2020-2021,174908,CENTRAL HEIGHTS ISD,7,TRADITIONAL ISD/CSD,1131,416,0,50,409,55,56,-999,55,-999,-999,83,520
STATE,DISTRICT,2020-2021,3907,CENTRAL ISD,7,TRADITIONAL ISD/CSD,1445,521,0,46,1079,63,62,-999,65,-999,-999,213,1445
STATE,DISTRICT,2020-2021,101905,CHANNELVIEW ISD,4,TRADITIONAL ISD/CSD,9572,5978,1994,219,7923,3539,1334,11,462,74,-999,1067,6591
STATE,DISTRICT,2020-2021,103901,CHANNING ISD,16,TRADITIONAL ISD/CSD,168,94,0,-999,127,29,29,0,-999,0,-999,21,168
STATE,DISTRICT,2020-2021,227814,CHAPARRAL STAR ACADEMY,13,OPEN ENROLLMENT CHARTER,370,76,0,-999,32,39,38,0,0,0,0,-999,0
STATE,DISTRICT,2020-2021,220815,CHAPEL HILL ACADEMY,11,OPEN ENROLLMENT CHARTER,763,105,0,22,462,71,68,-999,68,24,13,61,763
STATE,DISTRICT,2020-2021,212909,CHAPEL HILL ISD,7,TRADITIONAL ISD/CSD,3416,2341,494,288,2623,824,322,23,228,48,16,447,1805
STATE,DISTRICT,2020-2021,225906,CHAPEL HILL ISD,8,TRADITIONAL ISD/CSD,992,304,0,99,418,184,153,0,76,-999,-999,111,990
STATE,DISTRICT,2020-2021,7901,CHARLOTTE ISD,20,TRADITIONAL ISD/CSD,419,317,0,23,296,24,23,0,21,0,-999,57,419
STATE,DISTRICT,2020-2021,206903,CHEROKEE ISD,15,TRADITIONAL ISD/CSD,131,42,0,10,76,0,0,-999,-999,-999,0,16,131
STATE,DISTRICT,2020-2021,229906,CHESTER ISD,5,TRADITIONAL ISD/CSD,211,83,0,19,126,0,0,0,-999,0,0,23,203
STATE,DISTRICT,2020-2021,249904,CHICO ISD,11,TRADITIONAL ISD/CSD,588,128,0,36,386,53,53,-999,36,29,-999,78,303
STATE,DISTRICT,2020-2021,38901,CHILDRESS ISD,16,TRADITIONAL ISD/CSD,997,382,0,32,636,36,36,-999,56,10,-999,133,997
STATE,DISTRICT,2020-2021,99902,CHILLICOTHE ISD,9,TRADITIONAL ISD/CSD,207,68,0,16,161,37,37,-999,15,0,0,38,207
STATE,DISTRICT,2020-2021,73901,CHILTON ISD,12,TRADITIONAL ISD/CSD,529,366,0,21,479,99,86,-999,29,-999,-999,57,518
STATE,DISTRICT,2020-2021,161920,CHINA SPRING ISD,12,TRADITIONAL ISD/CSD,2870,582,0,258,893,52,50,-999,243,11,130,298,922
STATE,DISTRICT,2020-2021,174901,CHIRENO ISD,7,TRADITIONAL ISD/CSD,394,108,0,11,256,43,42,0,41,0,-999,54,393
STATE,DISTRICT,2020-2021,139905,CHISUM ISD,8,TRADITIONAL ISD/CSD,1062,351,0,124,500,49,48,0,44,-999,-999,126,1061
STATE,DISTRICT,2020-2021,226901,CHRISTOVAL ISD,15,TRADITIONAL ISD/CSD,566,123,0,28,165,-999,-999,0,29,-999,13,79,245
STATE,DISTRICT,2020-2021,67902,CISCO ISD,14,TRADITIONAL ISD/CSD,839,264,0,65,447,12,12,-999,38,34,30,129,602
STATE,DISTRICT,2020-2021,243906,CITY VIEW ISD,9,TRADITIONAL ISD/CSD,1023,636,0,49,752,29,24,-999,62,26,45,188,1023
STATE,DISTRICT,2020-2021,57841,CITYSCAPE SCHOOLS,10,OPEN ENROLLMENT CHARTER,1204,969,366,47,1081,619,-999,12,-999,-999,0,88,1204
STATE,DISTRICT,2020-2021,65901,CLARENDON ISD,16,TRADITIONAL ISD/CSD,441,153,0,32,217,0,0,-999,49,10,-999,64,441
STATE,DISTRICT,2020-2021,194904,CLARKSVILLE ISD,8,TRADITIONAL ISD/CSD,481,349,0,36,465,43,37,-999,36,11,0,55,481
STATE,DISTRICT,2020-2021,6902,CLAUDE ISD,16,TRADITIONAL ISD/CSD,316,103,0,19,99,-999,-999,0,17,-999,23,32,316
STATE,DISTRICT,2020-2021,84910,CLEAR CREEK ISD,4,TRADITIONAL ISD/CSD,40737,17302,1928,1246,11369,4465,2318,45,4984,455,992,5044,9712
STATE,DISTRICT,2020-2021,126903,CLEBURNE ISD,11,TRADITIONAL ISD/CSD,6859,4342,600,439,4198,1484,875,28,586,179,139,832,4905
STATE,DISTRICT,2020-2021,146901,CLEVELAND ISD,4,TRADITIONAL ISD/CSD,8888,5869,2353,233,8325,4612,1981,-999,414,98,25,752,8613
STATE,DISTRICT,2020-2021,18901,CLIFTON ISD,12,TRADITIONAL ISD/CSD,961,413,0,33,594,76,68,-999,41,25,15,163,961
STATE,DISTRICT,2020-2021,71901,CLINT ISD,19,TRADITIONAL ISD/CSD,10663,6884,2056,73,9156,4160,1409,11,481,166,294,1182,10663
STATE,DISTRICT,2020-2021,30902,CLYDE CISD,14,TRADITIONAL ISD/CSD,1397,548,0,52,652,12,11,-999,70,34,46,189,1003
STATE,DISTRICT,2020-2021,114902,COAHOMA ISD,18,TRADITIONAL ISD/CSD,1095,177,0,66,395,29,29,-999,70,0,-999,113,555
STATE,DISTRICT,2020-2021,204901,COLDSPRING-OAKHURST CISD,6,TRADITIONAL ISD/CSD,1533,513,0,58,953,22,21,-999,93,19,16,203,1533
STATE,DISTRICT,2020-2021,42901,COLEMAN ISD,15,TRADITIONAL ISD/CSD,842,351,0,112,477,14,13,16,19,31,-999,121,605
STATE,DISTRICT,2020-2021,21901,COLLEGE STATION ISD,6,TRADITIONAL ISD/CSD,13664,4887,916,764,4912,1223,625,37,1475,67,37,1825,3439
STATE,DISTRICT,2020-2021,91902,COLLINSVILLE ISD,10,TRADITIONAL ISD/CSD,539,152,0,37,352,23,23,0,18,-999,-999,71,288
STATE,DISTRICT,2020-2021,229901,COLMESNEIL ISD,5,TRADITIONAL ISD/CSD,435,119,0,12,289,0,0,-999,-999,0,-999,46,435
STATE,DISTRICT,2020-2021,168901,COLORADO ISD,14,TRADITIONAL ISD/CSD,901,577,0,40,501,34,29,11,12,-999,-999,111,901
STATE,DISTRICT,2020-2021,20907,COLUMBIA-BRAZORIA ISD,4,TRADITIONAL ISD/CSD,2873,1256,0,273,1716,222,58,14,154,69,10,393,1564
STATE,DISTRICT,2020-2021,45902,COLUMBUS ISD,3,TRADITIONAL ISD/CSD,1536,811,0,54,826,219,81,0,40,16,-999,235,696
STATE,DISTRICT,2020-2021,46902,COMAL ISD,20,TRADITIONAL ISD/CSD,25459,8631,544,1169,7935,1351,603,80,2665,163,2160,3249,4107
STATE,DISTRICT,2020-2021,47901,COMANCHE ISD,14,TRADITIONAL ISD/CSD,1318,728,93,68,883,220,78,-999,70,38,25,164,625
STATE,DISTRICT,2020-2021,130902,COMFORT ISD,13,TRADITIONAL ISD/CSD,1064,523,0,44,525,154,135,-999,58,-999,-999,164,1064
STATE,DISTRICT,2020-2021,116903,COMMERCE ISD,10,TRADITIONAL ISD/CSD,1462,824,0,66,997,148,128,10,76,-999,43,221,651
STATE,DISTRICT,2020-2021,43918,COMMUNITY ISD,10,TRADITIONAL ISD/CSD,2757,1007,267,181,1314,596,328,-999,179,50,20,322,1466
STATE,DISTRICT,2020-2021,112908,COMO-PICKTON CISD,8,TRADITIONAL ISD/CSD,709,393,0,50,476,163,160,-999,33,-999,31,108,709
STATE,DISTRICT,2020-2021,68802,COMPASS ACADEMY CHARTER SCHOOL,18,OPEN ENROLLMENT CHARTER,1322,23,0,40,137,-999,-999,0,11,0,0,118,24
STATE,DISTRICT,2020-2021,15838,COMPASS ROSE ACADEMY,20,OPEN ENROLLMENT CHARTER,1154,852,0,38,1052,120,0,10,0,-999,18,113,1154
STATE,DISTRICT,2020-2021,101842,COMQUEST ACADEMY,4,OPEN ENROLLMENT CHARTER,38,28,-999,-999,21,12,-999,0,0,0,0,-999,38
STATE,DISTRICT,2020-2021,233903,COMSTOCK ISD,15,TRADITIONAL ISD/CSD,231,44,0,-999,79,-999,0,0,14,0,31,21,231
STATE,DISTRICT,2020-2021,161921,CONNALLY ISD,12,TRADITIONAL ISD/CSD,2342,1298,0,182,1882,261,46,12,111,11,-999,228,1710
STATE,DISTRICT,2020-2021,170902,CONROE ISD,6,TRADITIONAL ISD/CSD,64563,25209,4829,3289,25681,10502,5353,209,5348,346,354,5874,19001
STATE,DISTRICT,2020-2021,147901,COOLIDGE ISD,12,TRADITIONAL ISD/CSD,309,67,0,26,239,40,40,0,-999,-999,-999,57,309
STATE,DISTRICT,2020-2021,60902,COOPER ISD,8,TRADITIONAL ISD/CSD,806,308,0,69,508,21,19,-999,93,12,-999,92,806
STATE,DISTRICT,2020-2021,57922,COPPELL ISD,10,TRADITIONAL ISD/CSD,13052,3063,379,636,1262,1772,1542,-999,1878,21,307,1116,2990
STATE,DISTRICT,2020-2021,50910,COPPERAS COVE ISD,12,TRADITIONAL ISD/CSD,8052,4008,42,662,4991,445,200,58,453,72,3739,1039,3856
STATE,DISTRICT,2020-2021,178904,CORPUS CHRISTI ISD,2,TRADITIONAL ISD/CSD,34511,18346,1060,1263,24633,2295,894,53,1086,632,649,3773,30825
STATE,DISTRICT,2020-2021,178807,CORPUS CHRISTI MONTESSORI SCHOOL,2,OPEN ENROLLMENT CHARTER,116,10,0,-999,41,-999,-999,0,0,0,-999,15,0
STATE,DISTRICT,2020-2021,187904,CORRIGAN-CAMDEN ISD,6,TRADITIONAL ISD/CSD,789,432,0,49,544,82,66,-999,78,0,-999,83,789
STATE,DISTRICT,2020-2021,175903,CORSICANA ISD,12,TRADITIONAL ISD/CSD,6059,3187,515,528,4315,1540,1084,29,517,17,58,691,6059
STATE,DISTRICT,2020-2021,95902,COTTON CENTER ISD,17,TRADITIONAL ISD/CSD,96,26,0,-999,68,-999,-999,0,-999,0,0,11,96
STATE,DISTRICT,2020-2021,142901,COTULLA ISD,20,TRADITIONAL ISD/CSD,1265,674,0,148,990,92,79,0,92,23,19,211,1265
STATE,DISTRICT,2020-2021,246914,COUPLAND ISD,13,TRADITIONAL ISD/CSD,173,96,0,-999,86,48,48,0,11,0,0,16,66
STATE,DISTRICT,2020-2021,109903,COVINGTON ISD,12,TRADITIONAL ISD/CSD,276,99,0,-999,132,-999,-999,0,14,15,16,36,276
STATE,DISTRICT,2020-2021,129901,CRANDALL ISD,10,TRADITIONAL ISD/CSD,4868,1888,134,254,2676,738,453,15,289,22,157,621,2663
STATE,DISTRICT,2020-2021,52901,CRANE ISD,18,TRADITIONAL ISD/CSD,1099,458,0,54,604,213,204,0,68,0,-999,96,780
STATE,DISTRICT,2020-2021,18908,CRANFILLS GAP ISD,12,TRADITIONAL ISD/CSD,129,85,0,-999,91,-999,-999,0,0,22,0,19,129
STATE,DISTRICT,2020-2021,161901,CRAWFORD ISD,12,TRADITIONAL ISD/CSD,561,167,0,37,99,-999,-999,0,21,-999,-999,62,561
STATE,DISTRICT,2020-2021,53001,CROCKETT COUNTY CONSOLIDATED CSD,15,TRADITIONAL ISD/CSD,764,434,0,38,406,123,124,-999,44,15,14,64,764
STATE,DISTRICT,2020-2021,113901,CROCKETT ISD,6,TRADITIONAL ISD/CSD,1273,434,14,76,1138,239,103,-999,56,19,-999,160,1273
STATE,DISTRICT,2020-2021,101906,CROSBY ISD,4,TRADITIONAL ISD/CSD,6337,3358,543,215,3398,1005,361,-999,301,97,323,724,6336
STATE,DISTRICT,2020-2021,54901,CROSBYTON CISD,17,TRADITIONAL ISD/CSD,316,149,0,12,248,-999,-999,0,17,0,0,53,316
STATE,DISTRICT,2020-2021,30901,CROSS PLAINS ISD,14,TRADITIONAL ISD/CSD,363,184,0,22,237,-999,-999,-999,17,13,-999,55,211
STATE,DISTRICT,2020-2021,107904,CROSS ROADS ISD,7,TRADITIONAL ISD/CSD,528,242,0,57,313,23,23,-999,24,-999,-999,67,528
STATE,DISTRICT,2020-2021,184801,CROSSTIMBERS ACADEMY,11,OPEN ENROLLMENT CHARTER,120,96,0,-999,54,0,0,0,0,-999,-999,12,120
STATE,DISTRICT,2020-2021,78901,CROWELL ISD,9,TRADITIONAL ISD/CSD,202,52,0,-999,152,-999,-999,0,11,0,0,39,202
STATE,DISTRICT,2020-2021,220912,CROWLEY ISD,11,TRADITIONAL ISD/CSD,15731,8098,1020,888,11815,2670,1701,55,1155,31,330,1818,15731
STATE,DISTRICT,2020-2021,254901,CRYSTAL CITY ISD,20,TRADITIONAL ISD/CSD,1838,986,0,108,1531,48,39,-999,101,112,-999,240,1838
STATE,DISTRICT,2020-2021,62901,CUERO ISD,3,TRADITIONAL ISD/CSD,1911,704,0,121,1133,71,68,19,97,29,20,285,1303
STATE,DISTRICT,2020-2021,55901,CULBERSON COUNTY-ALLAMOORE ISD,18,TRADITIONAL ISD/CSD,387,211,0,-999,316,28,26,0,20,25,0,40,387
STATE,DISTRICT,2020-2021,212801,CUMBERLAND ACADEMY,7,OPEN ENROLLMENT CHARTER,1961,544,0,195,910,137,38,0,0,0,20,184,1041
STATE,DISTRICT,2020-2021,112905,CUMBY ISD,8,TRADITIONAL ISD/CSD,420,160,0,43,250,20,18,0,13,-999,0,62,420
STATE,DISTRICT,2020-2021,174902,CUSHING ISD,7,TRADITIONAL ISD/CSD,576,267,0,35,378,28,27,-999,52,14,23,69,576
STATE,DISTRICT,2020-2021,101907,CYPRESS-FAIRBANKS ISD,4,TRADITIONAL ISD/CSD,114881,55106,5745,2417,62932,17108,10587,404,7961,552,3487,11778,49129
STATE,DISTRICT,2020-2021,163902,D'HANIS ISD,20,TRADITIONAL ISD/CSD,315,105,0,16,131,0,0,0,34,0,-999,39,315
STATE,DISTRICT,2020-2021,172902,DAINGERFIELD-LONE STAR ISD,8,TRADITIONAL ISD/CSD,1057,581,0,85,921,108,107,-999,34,45,-999,171,1057
STATE,DISTRICT,2020-2021,56901,DALHART ISD,16,TRADITIONAL ISD/CSD,1632,816,69,61,934,405,272,17,58,158,-999,142,1632
STATE,DISTRICT,2020-2021,57905,DALLAS ISD,10,TRADITIONAL ISD/CSD,145113,90148,35865,5965,123482,67587,29551,597,25472,3101,1400,14146,141241
STATE,DISTRICT,2020-2021,20910,DAMON ISD,4,TRADITIONAL ISD/CSD,115,31,0,-999,86,20,19,-999,-999,0,0,20,0
STATE,DISTRICT,2020-2021,20904,DANBURY ISD,4,TRADITIONAL ISD/CSD,759,265,0,85,229,36,35,0,45,-999,-999,95,296
STATE,DISTRICT,2020-2021,148905,DARROUZETT ISD,16,TRADITIONAL ISD/CSD,139,57,0,-999,101,27,27,-999,-999,-999,-999,21,139
STATE,DISTRICT,2020-2021,175904,DAWSON ISD,12,TRADITIONAL ISD/CSD,509,182,0,36,333,26,26,-999,38,0,-999,63,509
STATE,DISTRICT,2020-2021,58902,DAWSON ISD,17,TRADITIONAL ISD/CSD,151,53,0,-999,107,19,19,-999,17,0,-999,12,151
STATE,DISTRICT,2020-2021,146902,DAYTON ISD,4,TRADITIONAL ISD/CSD,5480,2946,377,125,3917,1148,367,32,199,46,77,662,5475
STATE,DISTRICT,2020-2021,47902,DE LEON ISD,14,TRADITIONAL ISD/CSD,739,292,0,57,458,45,41,-999,57,36,12,77,739
STATE,DISTRICT,2020-2021,249905,DECATUR ISD,11,TRADITIONAL ISD/CSD,3429,1526,254,253,1648,504,257,-999,280,25,16,493,1577
STATE,DISTRICT,2020-2021,101908,DEER PARK ISD,4,TRADITIONAL ISD/CSD,12370,4679,966,792,5664,1534,836,19,850,65,126,1640,5220
STATE,DISTRICT,2020-2021,19901,DEKALB ISD,8,TRADITIONAL ISD/CSD,759,157,0,75,489,35,34,-999,47,-999,-999,93,759
STATE,DISTRICT,2020-2021,227910,DEL VALLE ISD,13,TRADITIONAL ISD/CSD,10654,7759,1900,754,9471,4722,1973,35,568,104,22,1678,10519
STATE,DISTRICT,2020-2021,115903,DELL CITY ISD,19,TRADITIONAL ISD/CSD,71,19,0,0,51,17,17,0,-999,0,0,-999,71
STATE,DISTRICT,2020-2021,91903,DENISON ISD,10,TRADITIONAL ISD/CSD,4591,2053,134,313,2689,360,206,-999,161,28,-999,711,1849
STATE,DISTRICT,2020-2021,61901,DENTON ISD,11,TRADITIONAL ISD/CSD,30267,9112,2097,1933,14475,4836,2809,88,3101,481,266,3798,9218
STATE,DISTRICT,2020-2021,251901,DENVER CITY ISD,17,TRADITIONAL ISD/CSD,1638,910,46,36,1015,305,148,-999,77,0,-999,142,744
STATE,DISTRICT,2020-2021,57906,DESOTO ISD,10,TRADITIONAL ISD/CSD,7929,3530,269,160,5899,667,275,186,491,-999,-999,793,5127
STATE,DISTRICT,2020-2021,194905,DETROIT ISD,8,TRADITIONAL ISD/CSD,516,225,0,61,359,-999,-999,0,39,-999,-999,78,516
STATE,DISTRICT,2020-2021,146903,DEVERS ISD,4,TRADITIONAL ISD/CSD,205,37,0,-999,78,27,27,0,-999,0,-999,20,205
STATE,DISTRICT,2020-2021,163901,DEVINE ISD,20,TRADITIONAL ISD/CSD,1984,840,0,153,1185,93,85,-999,98,19,152,294,930
STATE,DISTRICT,2020-2021,81906,DEW ISD,12,TRADITIONAL ISD/CSD,164,48,0,10,97,-999,-999,0,0,0,-999,15,164
STATE,DISTRICT,2020-2021,176903,DEWEYVILLE ISD,5,TRADITIONAL ISD/CSD,534,100,0,-999,289,-999,-999,0,28,17,27,88,533
STATE,DISTRICT,2020-2021,3905,DIBOLL ISD,7,TRADITIONAL ISD/CSD,1714,930,38,88,1709,265,215,-999,65,22,12,202,1713
STATE,DISTRICT,2020-2021,84901,DICKINSON ISD,4,TRADITIONAL ISD/CSD,11631,6309,539,527,7811,1949,539,37,749,59,207,1628,11544
STATE,DISTRICT,2020-2021,82902,DILLEY ISD,20,TRADITIONAL ISD/CSD,894,562,0,33,732,42,42,-999,66,105,-999,172,893
STATE,DISTRICT,2020-2021,144903,DIME BOX ISD,13,TRADITIONAL ISD/CSD,160,32,-999,-999,117,21,20,0,11,0,-999,27,160
STATE,DISTRICT,2020-2021,35901,DIMMITT ISD,16,TRADITIONAL ISD/CSD,1182,628,86,20,842,289,34,-999,48,12,15,106,1181
STATE,DISTRICT,2020-2021,133905,DIVIDE ISD,20,TRADITIONAL ISD/CSD,22,0,0,0,0,0,0,0,0,0,0,-999,0
STATE,DISTRICT,2020-2021,74904,DODD CITY ISD,10,TRADITIONAL ISD/CSD,337,72,0,-999,119,-999,-999,-999,14,-999,11,36,337
STATE,DISTRICT,2020-2021,108902,DONNA ISD,1,TRADITIONAL ISD/CSD,13853,10934,3552,85,13108,7397,3510,19,1239,941,17,1437,13853
STATE,DISTRICT,2020-2021,86024,DOSS CONSOLIDATED CSD,13,TRADITIONAL ISD/CSD,18,0,0,0,0,0,0,0,0,0,0,-999,0
STATE,DISTRICT,2020-2021,174911,DOUGLASS ISD,7,TRADITIONAL ISD/CSD,457,71,0,35,176,27,24,-999,26,-999,-999,35,457
STATE,DISTRICT,2020-2021,178801,DR M L GARZA-GONZALEZ CHARTER SCHO,2,OPEN ENROLLMENT CHARTER,221,194,0,-999,213,35,35,0,0,-999,0,16,221
STATE,DISTRICT,2020-2021,101856,DRAW ACADEMY,4,OPEN ENROLLMENT CHARTER,707,642,490,-999,696,640,150,0,0,0,0,23,707
STATE,DISTRICT,2020-2021,105904,DRIPPING SPRINGS ISD,13,TRADITIONAL ISD/CSD,7283,1405,115,498,642,348,226,17,478,-999,66,854,1580
STATE,DISTRICT,2020-2021,178905,DRISCOLL ISD,2,TRADITIONAL ISD/CSD,289,74,0,0,258,-999,-999,0,11,10,18,29,289
STATE,DISTRICT,2020-2021,72902,DUBLIN ISD,11,TRADITIONAL ISD/CSD,1093,365,18,61,773,210,192,-999,85,0,0,89,1093
STATE,DISTRICT,2020-2021,171901,DUMAS ISD,16,TRADITIONAL ISD/CSD,4170,2556,113,110,2690,1444,578,-999,187,37,-999,443,2394
STATE,DISTRICT,2020-2021,57907,DUNCANVILLE ISD,10,TRADITIONAL ISD/CSD,11748,7413,1377,267,9801,2433,503,85,587,63,117,1181,7181
STATE,DISTRICT,2020-2021,220918,EAGLE MT-SAGINAW ISD,11,TRADITIONAL ISD/CSD,21245,9463,575,674,8977,2651,1955,45,1460,163,1335,2486,6528
STATE,DISTRICT,2020-2021,159901,EAGLE PASS ISD,20,TRADITIONAL ISD/CSD,14028,8823,3609,392,11690,5591,1789,-999,848,86,45,1534,14027
STATE,DISTRICT,2020-2021,227909,EANES ISD,13,TRADITIONAL ISD/CSD,7968,787,0,492,262,171,144,-999,754,-999,208,796,139
STATE,DISTRICT,2020-2021,25909,EARLY ISD,15,TRADITIONAL ISD/CSD,1141,455,0,100,482,21,21,15,62,27,96,116,788
STATE,DISTRICT,2020-2021,241902,EAST BERNARD ISD,3,TRADITIONAL ISD/CSD,931,267,0,35,351,43,42,0,93,0,10,84,357
STATE,DISTRICT,2020-2021,15911,EAST CENTRAL ISD,20,TRADITIONAL ISD/CSD,9770,5854,784,642,5985,1237,541,61,701,66,390,1183,6540
STATE,DISTRICT,2020-2021,36903,EAST CHAMBERS ISD,5,TRADITIONAL ISD/CSD,1509,562,61,74,856,406,256,0,74,22,38,155,483
STATE,DISTRICT,2020-2021,220811,EAST FORT WORTH MONTESSORI ACADEMY,11,OPEN ENROLLMENT CHARTER,220,128,0,-999,162,65,65,0,12,0,0,12,219
STATE,DISTRICT,2020-2021,92801,EAST TEXAS CHARTER SCHOOLS,7,OPEN ENROLLMENT CHARTER,138,105,0,-999,44,0,0,0,0,0,0,-999,0
STATE,DISTRICT,2020-2021,67903,EASTLAND ISD,14,TRADITIONAL ISD/CSD,1072,556,0,64,599,74,70,0,74,38,-999,136,747
STATE,DISTRICT,2020-2021,68901,ECTOR COUNTY ISD,18,TRADITIONAL ISD/CSD,31881,18236,3364,1066,17639,6771,1342,53,2926,960,404,3083,21399
STATE,DISTRICT,2020-2021,74905,ECTOR ISD,10,TRADITIONAL ISD/CSD,256,12,0,26,141,0,0,0,-999,-999,-999,42,256
STATE,DISTRICT,2020-2021,108903,EDCOUCH-ELSA ISD,1,TRADITIONAL ISD/CSD,4538,3156,554,142,4250,1237,660,-999,494,114,54,509,4538
STATE,DISTRICT,2020-2021,48901,EDEN CISD,15,TRADITIONAL ISD/CSD,232,136,0,-999,140,10,10,-999,-999,-999,0,50,228
STATE,DISTRICT,2020-2021,234903,EDGEWOOD ISD,7,TRADITIONAL ISD/CSD,963,204,0,74,494,20,19,0,84,0,-999,146,434
STATE,DISTRICT,2020-2021,15905,EDGEWOOD ISD,20,TRADITIONAL ISD/CSD,9152,6942,1122,498,8547,2069,633,52,442,128,19,1144,8935
STATE,DISTRICT,2020-2021,108904,EDINBURG CISD,1,TRADITIONAL ISD/CSD,32797,18076,6105,425,27185,11733,5339,15,2469,39,-999,2448,32491
STATE,DISTRICT,2020-2021,120901,EDNA ISD,3,TRADITIONAL ISD/CSD,1483,684,0,62,892,135,118,-999,112,27,0,199,1483
STATE,DISTRICT,2020-2021,57833,EDUCATION CENTER INTERNATIONAL ACA,10,OPEN ENROLLMENT CHARTER,543,70,0,38,271,36,35,-999,-999,0,10,52,415
STATE,DISTRICT,2020-2021,123805,EHRHART SCHOOL,5,OPEN ENROLLMENT CHARTER,484,291,11,14,429,272,260,-999,14,-999,-999,42,484
STATE,DISTRICT,2020-2021,241903,EL CAMPO ISD,3,TRADITIONAL ISD/CSD,3530,1521,85,132,2592,421,206,-999,251,35,-999,387,1588
STATE,DISTRICT,2020-2021,71804,EL PASO ACADEMY,19,OPEN ENROLLMENT CHARTER,322,308,0,-999,239,30,28,-999,0,-999,-999,33,322
