Time;Source;Event
2021-07-03 17:28:08;watching TV;START
2021-07-03 17:28:08;TV;ON
2021-07-03 17:52:43;fridge operation;START
2021-07-03 17:52:43;REFRIGERATOR;ON
2021-07-03 18:06:25;REFRIGERATOR;OFF
2021-07-03 18:06:25;fridge operation;END
2021-07-03 18:25:03;TV;OFF
2021-07-03 18:25:04;TV;ON
2021-07-03 18:52:18;TV;OFF
2021-07-03 18:52:18;watching TV;END
2021-07-03 18:52:21;dishwasher operation;START
2021-07-03 18:52:31;DISHWASHER;ON
2021-07-03 19:07:48;fridge operation;START
2021-07-03 19:07:48;REFRIGERATOR;ON
2021-07-03 19:10:20;TV;OFF
2021-07-03 19:10:21;TV;ON
2021-07-03 19:21:30;REFRIGERATOR;OFF
2021-07-03 19:21:30;fridge operation;END
2021-07-03 19:30:48;TV;OFF
2021-07-03 19:30:48;watching TV;END
2021-07-03 19:36:17;use a personal computer;START
2021-07-03 19:36:17;PC;ON
2021-07-03 19:53:03;dishwasher operation;START
2021-07-03 19:53:10;DISHWASHER;ON
2021-07-03 19:59:47;DISHWASHER;OFF
2021-07-03 19:59:47;dishwasher operation;END
2021-07-03 20:01:23;use a personal computer;START
2021-07-03 20:01:23;PC;ON
2021-07-03 20:07:42;PC;OFF
2021-07-03 20:07:42;use a personal computer;END
2021-07-03 20:07:52;watching TV;START
2021-07-03 20:07:52;TV;ON
2021-07-03 20:20:33;fridge operation;START
2021-07-03 20:20:33;REFRIGERATOR;ON
2021-07-03 20:32:48;PC;OFF
2021-07-03 20:32:48;use a personal computer;END
2021-07-03 20:32:49;use a personal computer;START
2021-07-03 20:32:49;PC;ON
2021-07-03 20:34:15;REFRIGERATOR;OFF
2021-07-03 20:34:15;fridge operation;END
2021-07-03 21:00:26;DISHWASHER;OFF
2021-07-03 21:00:26;dishwasher operation;END
2021-07-03 21:04:14;PC;OFF
2021-07-03 21:04:14;use a personal computer;END
2021-07-03 21:14:30;watching TV;START
2021-07-03 21:14:30;TV;ON
2021-07-03 21:26:24;fridge operation;START
2021-07-03 21:26:24;REFRIGERATOR;ON
2021-07-03 21:36:19;TV;OFF
2021-07-03 21:36:20;TV;ON
2021-07-03 21:40:06;REFRIGERATOR;OFF
2021-07-03 21:40:06;fridge operation;END
2021-07-03 21:53:43;TV;OFF
2021-07-03 21:53:44;TV;ON
2021-07-03 22:14:46;TV;OFF
2021-07-03 22:14:46;watching TV;END
2021-07-03 22:31:48;TV;OFF
2021-07-03 22:31:49;TV;ON
2021-07-03 22:45:51;fridge operation;START
2021-07-03 22:45:51;REFRIGERATOR;ON
2021-07-03 22:47:07;TV;OFF
2021-07-03 22:47:07;watching TV;END
2021-07-03 22:48:05;use a personal computer;START
2021-07-03 22:48:05;PC;ON
2021-07-03 22:59:33;REFRIGERATOR;OFF
2021-07-03 22:59:33;fridge operation;END
2021-07-03 23:19:30;PC;OFF
2021-07-03 23:19:30;use a personal computer;END
2021-07-04 00:05:11;fridge operation;START
2021-07-04 00:05:11;REFRIGERATOR;ON
2021-07-04 00:18:53;REFRIGERATOR;OFF
2021-07-04 00:18:53;fridge operation;END
2021-07-04 01:15:20;fridge operation;START
2021-07-04 01:15:20;REFRIGERATOR;ON
2021-07-04 01:29:02;REFRIGERATOR;OFF
2021-07-04 01:29:02;fridge operation;END
2021-07-04 02:32:39;fridge operation;START
2021-07-04 02:32:39;REFRIGERATOR;ON
2021-07-04 02:46:21;REFRIGERATOR;OFF
2021-07-04 02:46:21;fridge operation;END
2021-07-04 03:14:01;fridge operation;START
2021-07-04 03:14:01;REFRIGERATOR;ON
2021-07-04 03:27:43;REFRIGERATOR;OFF
2021-07-04 03:27:43;fridge operation;END
2021-07-04 03:55:10;fridge operation;START
2021-07-04 03:55:10;REFRIGERATOR;ON
2021-07-04 04:08:52;REFRIGERATOR;OFF
2021-07-04 04:08:52;fridge operation;END
2021-07-04 04:45:33;fridge operation;START
2021-07-04 04:45:33;REFRIGERATOR;ON
2021-07-04 04:59:15;REFRIGERATOR;OFF
2021-07-04 04:59:15;fridge operation;END
2021-07-04 05:37:45;fridge operation;START
2021-07-04 05:37:45;REFRIGERATOR;ON
2021-07-04 05:51:27;REFRIGERATOR;OFF
2021-07-04 05:51:27;fridge operation;END
2021-07-04 06:12:47;fridge operation;START
2021-07-04 06:12:47;REFRIGERATOR;ON
2021-07-04 06:26:29;REFRIGERATOR;OFF
2021-07-04 06:26:29;fridge operation;END
2021-07-04 07:00:00;dishwasher operation;START
2021-07-04 07:00:05;DISHWASHER;ON
2021-07-04 07:37:51;fridge operation;START
2021-07-04 07:37:51;REFRIGERATOR;ON
2021-07-04 07:51:33;REFRIGERATOR;OFF
2021-07-04 07:51:33;fridge operation;END
2021-07-04 08:07:21;DISHWASHER;OFF
2021-07-04 08:07:21;dishwasher operation;END
2021-07-04 08:13:04;fridge operation;START
2021-07-04 08:13:04;REFRIGERATOR;ON
2021-07-04 08:26:46;REFRIGERATOR;OFF
2021-07-04 08:26:46;fridge operation;END
2021-07-04 09:03:55;fridge operation;START
2021-07-04 09:03:55;REFRIGERATOR;ON
2021-07-04 09:17:37;REFRIGERATOR;OFF
2021-07-04 09:17:37;fridge operation;END
2021-07-04 10:04:20;fridge operation;START
2021-07-04 10:04:20;REFRIGERATOR;ON
2021-07-04 10:18:02;REFRIGERATOR;OFF
2021-07-04 10:18:02;fridge operation;END
2021-07-04 10:56:36;fridge operation;START
2021-07-04 10:56:36;REFRIGERATOR;ON
2021-07-04 11:10:18;REFRIGERATOR;OFF
2021-07-04 11:10:18;fridge operation;END
2021-07-04 12:14:55;fridge operation;START
2021-07-04 12:14:55;REFRIGERATOR;ON
2021-07-04 12:28:37;REFRIGERATOR;OFF
2021-07-04 12:28:37;fridge operation;END
2021-07-04 13:42:58;fridge operation;START
2021-07-04 13:42:58;REFRIGERATOR;ON
2021-07-04 13:56:40;REFRIGERATOR;OFF
2021-07-04 13:56:40;fridge operation;END
2021-07-04 14:11:56;fridge operation;START
2021-07-04 14:11:56;REFRIGERATOR;ON
2021-07-04 14:25:38;REFRIGERATOR;OFF
2021-07-04 14:25:38;fridge operation;END
2021-07-04 15:23:03;fridge operation;START
2021-07-04 15:23:03;REFRIGERATOR;ON
2021-07-04 15:36:45;REFRIGERATOR;OFF
2021-07-04 15:36:45;fridge operation;END
2021-07-04 16:23:40;watching TV;START
2021-07-04 16:23:40;TV;ON
2021-07-04 16:38:58;fridge operation;START
2021-07-04 16:38:58;REFRIGERATOR;ON
2021-07-04 16:52:40;REFRIGERATOR;OFF
2021-07-04 16:52:40;fridge operation;END
2021-07-04 17:27:57;vacuuming;START
2021-07-04 17:27:57;VACUUMCLEANER;ON
2021-07-04 17:29:03;fridge operation;START
2021-07-04 17:29:03;REFRIGERATOR;ON
2021-07-04 17:32:28;TV;OFF
2021-07-04 17:32:29;TV;ON
2021-07-04 17:39:57;VACUUMCLEANER;OFF
2021-07-04 17:39:57;vacuuming;END
2021-07-04 17:42:45;REFRIGERATOR;OFF
2021-07-04 17:42:45;fridge operation;END
2021-07-04 18:00:19;TV;OFF
2021-07-04 18:00:19;watching TV;END
2021-07-04 18:11:05;dishwasher operation;START
2021-07-04 18:11:15;DISHWASHER;ON
2021-07-04 18:15:36;use a personal computer;START
2021-07-04 18:15:36;PC;ON
2021-07-04 18:26:09;use a personal computer;START
2021-07-04 18:26:09;PC;ON
2021-07-04 18:47:01;PC;OFF
2021-07-04 18:47:01;use a personal computer;END
2021-07-04 18:48:23;fridge operation;START
2021-07-04 18:48:23;REFRIGERATOR;ON
2021-07-04 18:57:34;PC;OFF
2021-07-04 18:57:34;use a personal computer;END
2021-07-04 19:00:27;watching TV;START
2021-07-04 19:00:27;TV;ON
2021-07-04 19:01:44;use a personal computer;START
2021-07-04 19:01:44;PC;ON
2021-07-04 19:02:05;REFRIGERATOR;OFF
2021-07-04 19:02:05;fridge operation;END
2021-07-04 19:18:31;DISHWASHER;OFF
2021-07-04 19:18:31;dishwasher operation;END
2021-07-04 19:33:09;PC;OFF
2021-07-04 19:33:09;use a personal computer;END
2021-07-04 20:02:54;watching TV;START
2021-07-04 20:02:54;TV;ON
2021-07-04 20:19:26;fridge operation;START
2021-07-04 20:19:26;REFRIGERATOR;ON
2021-07-04 20:33:08;REFRIGERATOR;OFF
2021-07-04 20:33:08;fridge operation;END
2021-07-04 20:49:00;TV;OFF
2021-07-04 20:49:01;TV;ON
2021-07-04 20:57:01;TV;OFF
2021-07-04 20:57:02;TV;ON
2021-07-04 21:14:58;TV;OFF
2021-07-04 21:14:58;watching TV;END
2021-07-04 21:17:13;TV;OFF
2021-07-04 21:17:13;watching TV;END
2021-07-04 21:29:26;fridge operation;START
2021-07-04 21:29:26;REFRIGERATOR;ON
2021-07-04 21:30:59;use a personal computer;START
2021-07-04 21:30:59;PC;ON
2021-07-04 21:43:08;REFRIGERATOR;OFF
2021-07-04 21:43:08;fridge operation;END
2021-07-04 22:02:24;PC;OFF
2021-07-04 22:02:24;use a personal computer;END
2021-07-04 22:11:12;watching TV;START
2021-07-04 22:11:12;TV;ON
2021-07-04 22:37:16;fridge operation;START
2021-07-04 22:37:16;REFRIGERATOR;ON
2021-07-04 22:50:58;REFRIGERATOR;OFF
2021-07-04 22:50:58;fridge operation;END
2021-07-04 23:12:09;fridge operation;START
2021-07-04 23:12:09;REFRIGERATOR;ON
2021-07-04 23:15:04;TV;OFF
2021-07-04 23:15:04;watching TV;END
2021-07-04 23:25:51;REFRIGERATOR;OFF
2021-07-04 23:25:51;fridge operation;END
2021-07-05 00:21:01;fridge operation;START
2021-07-05 00:21:01;REFRIGERATOR;ON
2021-07-05 00:34:43;REFRIGERATOR;OFF
2021-07-05 00:34:43;fridge operation;END
2021-07-05 01:11:23;fridge operation;START
2021-07-05 01:11:23;REFRIGERATOR;ON
2021-07-05 01:25:05;REFRIGERATOR;OFF
2021-07-05 01:25:05;fridge operation;END
2021-07-05 02:00:36;fridge operation;START
2021-07-05 02:00:36;REFRIGERATOR;ON
2021-07-05 02:14:18;REFRIGERATOR;OFF
2021-07-05 02:14:18;fridge operation;END
2021-07-05 02:30:19;fridge operation;START
2021-07-05 02:30:19;REFRIGERATOR;ON
2021-07-05 02:44:01;REFRIGERATOR;OFF
2021-07-05 02:44:01;fridge operation;END
2021-07-05 03:21:32;fridge operation;START
2021-07-05 03:21:32;REFRIGERATOR;ON
2021-07-05 03:35:14;REFRIGERATOR;OFF
2021-07-05 03:35:14;fridge operation;END
2021-07-05 04:04:10;fridge operation;START
2021-07-05 04:04:10;REFRIGERATOR;ON
2021-07-05 04:17:52;REFRIGERATOR;OFF
2021-07-05 04:17:52;fridge operation;END
2021-07-05 05:40:19;fridge operation;START
